cor_bin	Freq
[-1,-0.96]	0
(-0.96,-0.92]	0
(-0.92,-0.88]	0
(-0.88,-0.84]	0
(-0.84,-0.8]	0
(-0.8,-0.76]	0
(-0.76,-0.72]	0
(-0.72,-0.68]	0
(-0.68,-0.64]	0
(-0.64,-0.6]	0
(-0.6,-0.56]	0
(-0.56,-0.52]	0
(-0.52,-0.48]	0
(-0.48,-0.44]	0
(-0.44,-0.4]	4.51587902736817e-08
(-0.4,-0.36]	9.03175805473634e-08
(-0.36,-0.32]	2.48373346505249e-07
(-0.32,-0.28]	7.22540644378907e-07
(-0.28,-0.24]	1.94182798176831e-06
(-0.24,-0.2]	8.19632043467323e-06
(-0.2,-0.16]	3.64205643557243e-05
(-0.16,-0.12]	0.000283235932596532
(-0.12,-0.08]	0.00511576839736376
(-0.08,-0.04]	0.0693846523245058
(-0.04,0]	0.309126844403537
(0,0.04]	0.415660607847252
(0.04,0.08]	0.174414740949083
(0.08,0.12]	0.0242468383089063
(0.12,0.16]	0.00145761285305876
(0.16,0.2]	0.000155255920960918
(0.2,0.24]	5.2203561556376e-05
(0.24,0.28]	2.43631673526513e-05
(0.28,0.32]	1.31863667599151e-05
(0.32,0.36]	7.15766825837855e-06
(0.36,0.4]	3.34175048025244e-06
(0.4,0.44]	2.19020132827356e-06
(0.44,0.48]	1.58055765957886e-06
(0.48,0.52]	8.80596410336793e-07
(0.52,0.56]	7.22540644378907e-07
(0.56,0.6]	3.38690927052613e-07
(0.6,0.64]	2.93532136778931e-07
(0.64,0.68]	1.58055765957886e-07
(0.68,0.72]	2.25793951368408e-07
(0.72,0.76]	2.25793951368408e-08
(0.76,0.8]	6.77381854105225e-08
(0.8,0.84]	4.51587902736817e-08
(0.84,0.88]	0
(0.88,0.92]	0
(0.92,0.96]	0
(0.96,1]	0
