prob	cor_quantile
0	-0.419092953734934
0.01	-0.0716782584673733
0.02	-0.0617382327862533
0.03	-0.0555380480216042
0.04	-0.0509149294828582
0.05	-0.0471758268610565
0.06	-0.0440035356287832
0.07	-0.0412282572376915
0.08	-0.038750921870106
0.09	-0.0364991040707323
0.1	-0.0344298312480778
0.11	-0.0325037686220216
0.12	-0.030699612648589
0.13	-0.0290039363218765
0.14	-0.027397903843202
0.15	-0.0258680396376108
0.16	-0.0244046291977122
0.17	-0.02300104767355
0.18	-0.0216467038443538
0.19	-0.0203400112693755
0.2	-0.0190779722051674
0.21	-0.0178550329656511
0.22	-0.0166611216934003
0.23	-0.0154986542194338
0.24	-0.0143660751137107
0.25	-0.0132550477039675
0.26	-0.0121687837405126
0.27	-0.0111046245418094
0.28	-0.0100578433369827
0.29	-0.00902785492654685
0.3	-0.00801910961852405
0.31	-0.0070199798301669
0.32	-0.00603510330376805
0.33	-0.00506507135044771
0.34	-0.00410290318584232
0.35	-0.00315582569142723
0.36	-0.00221596995810097
0.37	-0.00128489353632172
0.38	-0.000363247547236853
0.39	0.000551430434623776
0.4	0.00146118182410432
0.41	0.00236480156540923
0.42	0.00326267340196809
0.43	0.00415516633041024
0.44	0.00504680921167565
0.45	0.00593371012709174
0.46	0.0068145970593929
0.47	0.00769596904842941
0.48	0.0085771634922348
0.49	0.00945731383268952
0.5	0.0103377833261071
0.51	0.0112182580039003
0.52	0.0121002655360021
0.53	0.0129835721306485
0.54	0.0138656303312879
0.55	0.0147505431950343
0.56	0.0156391806268567
0.57	0.0165335386065099
0.58	0.0174331703744021
0.59	0.0183362396154194
0.6	0.0192443855732572
0.61	0.020159657976708
0.62	0.0210818903812882
0.63	0.0220099797820906
0.64	0.0229473180172122
0.65	0.0238970552520766
0.66	0.0248534787713181
0.67	0.0258208317225075
0.68	0.0268004453060242
0.69	0.0277908113162033
0.7	0.0287998627480487
0.71	0.0298247946060215
0.72	0.0308687752121834
0.73	0.0319277002648342
0.74	0.0330087193848963
0.75	0.0341123563344086
0.76	0.0352413471566163
0.77	0.0363949421622116
0.78	0.0375808211632222
0.79	0.0387978698093148
0.8	0.0400485059223546
0.81	0.0413393578788797
0.82	0.0426767089086132
0.83	0.0440628485026016
0.84	0.045497678945618
0.85	0.0469983425105939
0.86	0.0485705656821121
0.87	0.0502224050406769
0.88	0.0519628664742914
0.89	0.0538172114801873
0.9	0.0558005689760574
0.91	0.0579313743587369
0.92	0.0602526322040631
0.93	0.0628226284166024
0.94	0.0656924117604394
0.95	0.0689841854006353
0.96	0.072859204500184
0.97	0.0776658113724127
0.98	0.0841248370800428
0.99	0.0945515696163687
1	0.816152187427291
