	ABratio	cleanReads	mpRatio	nGene	nUMI	mitoRatio	ERCCratio	avgCor	doublet	filter
WDOU_C-B5_41	0.97248843911266	127789	0.7977	1137	1777	0.0793472144063028	0.026086160605321	0.163449789635618	FALSE	FALSE
WDOU_C-B5_42	0.927501689292954	332234	0.8032	1937	2892	0.0442600276625173	0.0185510948476146	0.150422941497024	FALSE	FALSE
WDOU_C-B5_43	0.99236793470106	2377218	0.9098	4676	27932	0.0340111699842475	0.068058919302742	0.369201586050058	FALSE	TRUE
WDOU_C-B5_44	0.9312462341192	81191	0.7859	521	656	0.0777439024390244	0.0262841521055319	0.0983143362240775	FALSE	FALSE
WDOU_C-B5_45	0.992298552717401	1551595	0.9078	3730	13186	0.035871378735022	0.127189146353991	0.343196039737393	FALSE	TRUE
WDOU_C-B5_46	0.946315578745176	429687	0.7592	67	411	0.642335766423358	0.853825673122416	0.0724613523024047	FALSE	FALSE
WDOU_C-B5_47	0.969807026745728	1578008	0.8999	3632	13301	0.0293211036764153	0.104327096843163	0.34590653361351	FALSE	TRUE
WDOU_C-B5_48	0.966784173764533	553327	0.8679	213	1568	0.598852040816326	0.74574016260988	0.135059389508273	FALSE	FALSE
WDOU_C-B5_49	0.987476169119494	2148116	0.8912	3510	20198	0.0690662441825923	0.157730598536644	0.311843554038502	FALSE	TRUE
WDOU_C-B5_50	0.991414933044263	2638461	0.9131	4823	22938	0.0414595867120063	0.100307596329639	0.335894309121626	FALSE	TRUE
WDOU_C-B5_51	0.972598179749128	432797	0.7636	54	64	0.15625	0.96477069349531	0.0602531497585654	FALSE	FALSE
WDOU_C-B5_52	0.975382388056895	1243918	0.8448	400	628	0.0334394904458599	0.145034915630808	0.0644384843173986	FALSE	FALSE
WDOU_C-B5_53	0.993356246063026	2205022	0.9164	5235	24859	0.0251820266301943	0.0999921319083002	0.374402961086397	FALSE	TRUE
WDOU_C-B5_54	0.975844006429531	1242878	0.8862	2850	11133	0.0675469325428905	0.151357259287875	0.322530486498715	FALSE	TRUE
WDOU_C-B5_55	0.97488127146373	2006569	0.9147	4316	17641	0.0403605237798311	0.133266381637214	0.354355273654347	FALSE	TRUE
WDOU_C-B5_56	0.992890717770854	2375852	0.9196	4131	23774	0.0292336165559014	0.117756770446251	0.360844339836025	FALSE	TRUE
WDOU_C-B5_57	0.977236284192692	1101405	0.8805	2563	9814	0.0371917668636642	0.113109607468102	0.277523497154263	FALSE	TRUE
WDOU_C-B5_58	0.988790286838259	2411361	0.9127	3708	21223	0.0329359656975922	0.149333140547713	0.335661433400181	FALSE	TRUE
WDOU_C-B5_59	0.990617911970782	1751157	0.8961	2953	11116	0.0531666066930551	0.18019646736316	0.325956595757688	FALSE	TRUE
WDOU_C-B5_60	0.990364724803111	1860773	0.9095	2997	9763	0.0333913756017618	0.139682121916626	0.329137491958425	FALSE	TRUE
WDOU_C-B5_61	0.990237098442487	2731013	0.893	4334	20836	0.0248608178153196	0.0518168720512223	0.358775082817515	FALSE	TRUE
WDOU_C-B5_62	0.952050245725888	449815	0.9068	1916	3949	0.056723221068625	0.252799373001125	0.277539267491759	FALSE	FALSE
WDOU_C-B5_63	0.985287710097812	4062266	0.8955	5740	55400	0.108664259927798	0.0569221163280569	0.345604272287868	FALSE	TRUE
WDOU_C-B5_64	0.992096531669794	2306826	0.9095	3901	23647	0.0348881464879266	0.104054951793265	0.349973890257959	FALSE	TRUE
WDOU_C-B5_65	0.989750057963708	3481576	0.9164	4916	43330	0.0366951303946457	0.0884204170474263	0.368964472556208	FALSE	TRUE
WDOU_C-B5_66	0.989545308558334	2283585	0.9065	3543	19661	0.036112100096638	0.13897266915682	0.348111043594401	FALSE	TRUE
WDOU_C-B5_67	0.972558534683789	320798	0.6293	38	46	0	0.876510480275635	0.0425889830662955	FALSE	FALSE
WDOU_C-B5_68	0.988921702501286	1655717	0.9149	3611	13782	0.036424321578871	0.145890939753495	0.347078774521995	FALSE	TRUE
WDOU_C-B5_69	0.96803789382653	282679	0.806	1384	2517	0.213746523639253	0.0270128159991953	0.164306561374079	FALSE	FALSE
WDOU_C-B5_70	0.983817103850058	222426	0.7993	1712	2411	0.0257154707590212	0.010873947517573	0.150007586474488	FALSE	FALSE
WDOU_C-B5_71	0.973657203483842	2068473	0.9053	3571	17111	0.0487990181754427	0.118658748522575	0.347990879853245	FALSE	TRUE
WDOU_C-B5_72	0.982263880966423	458307	0.7929	86	117	0.247863247863248	0.939393019894294	0.0818790311837582	FALSE	FALSE
WDOU_C-B5_73	0.982001849726584	2060567	0.8999	3813	23130	0.0188499783830523	0.10558167807913	0.353756572237632	FALSE	TRUE
WDOU_C-B5_74	0.990403852613655	2080536	0.8885	3533	14809	0.0511175636437302	0.119033828967822	0.334432577441882	FALSE	TRUE
WDOU_C-B5_75	0.991456338785809	2162042	0.8797	4774	32004	0.0425884264466942	0.0528886530323441	0.329466954094355	FALSE	TRUE
WDOU_C-B5_76	0.992351407508082	2744608	0.9188	4947	31623	0.0281756949056067	0.0998688875575765	0.363389451344639	FALSE	TRUE
WDOU_C-B5_77	0.987888315032029	1479379	0.8716	520	1866	0.37459807073955	0.241412413503245	0.118682861557348	FALSE	FALSE
WDOU_C-B5_78	0.839184266854068	361032	0.8362	51	618	0.00647249190938511	0.804347826086957	0.0577709698221248	FALSE	FALSE
WDOU_C-B5_79	0.953515581152375	245119	0.8141	1978	4732	0.222104818258664	0.0394462552569881	0.244802549787976	FALSE	FALSE
WDOU_C-B5_80	0.988390695072165	880849	0.8027	3817	8396	0.0435921867555979	0.00953769354803084	0.22671767344832	FALSE	TRUE
WDOU_C-B5_81	0.98413373819923	1987026	0.8884	3443	21720	0.0708563535911602	0.128006943675673	0.342138341883825	FALSE	TRUE
WDOU_C-B5_82	0.993110462490866	3220481	0.8687	4423	31123	0.132731420492883	0.0836003176327004	0.323600346396172	FALSE	TRUE
WDOU_C-B5_83	0.992969455257744	3010128	0.8848	5409	41293	0.0840820478047127	0.0442504805424678	0.342796556387592	FALSE	TRUE
WDOU_C-B5_84	0.95021325374614	103469	0.8363	1359	2348	0.145655877342419	0.0272996250643859	0.181878571746918	FALSE	FALSE
WDOU_C-B5_85	0.990145498250705	1717752	0.9048	3425	16153	0.044759487401721	0.109346496909334	0.33046277242481	FALSE	TRUE
WDOU_C-B5_86	0.981313249900973	1699222	0.8962	3657	18846	0.0270083837419081	0.139807225613335	0.347106966390254	FALSE	TRUE
WDOU_C-B5_87	0.936394188525178	783696	0.8277	1145	3192	0.540726817042607	0.0818499446863037	0.120255250896787	FALSE	FALSE
WDOU_C-B5_88	0.966606479884766	368985	0.8249	2368	4650	0.0344086021505376	0.0294970920752256	0.261580388815687	FALSE	FALSE
WDOU_C-B5_89	0.964464016769094	812688	0.8661	603	1807	0.577753182069729	0.157916613003313	0.091319872141326	FALSE	FALSE
WDOU_C-B5_90	0.985453850772338	522801	0.8054	80	99	0.0404040404040404	0.799882899485526	0.0591946436150582	FALSE	FALSE
WDOU_C-B5_91	0.906726213169217	92150	0.7845	861	1537	0.28106701366298	0.0177413311042573	0.148347843002323	FALSE	FALSE
WDOU_C-B5_92	0.987748682464008	2826180	0.9139	4831	34954	0.0235738399038737	0.0956456025246774	0.370754401158273	FALSE	TRUE
WDOU_C-B5_93	0.98604745507797	1140906	0.8367	3079	11154	0.034965034965035	0.16414217497892	0.326875200126499	FALSE	TRUE
WDOU_C-B5_94	0.964506476080329	951533	0.8307	799	1574	0.139771283354511	0.232971764333245	0.122775194318627	FALSE	FALSE
WDOU_C-B5_95	0.988773999523286	1982277	0.8605	2734	11807	0.178114677733548	0.119436231849863	0.271982863295748	FALSE	FALSE
WDOU_C-B5_96	0.87567213722804	916615	0.8094	225	6229	0.920532990849253	0.37130518220563	0.129944552039828	FALSE	FALSE
WDOU_C-B6_01	0.978793515568942	516634	0.8552	2235	5069	0.0589859932925626	0.0398817447587151	0.262012479635936	FALSE	TRUE
WDOU_C-B6_02	0.993848467774826	2339254	0.8847	4491	23221	0.046509624908488	0.0725509175439212	0.358984176148294	FALSE	TRUE
WDOU_C-B6_03	0.99082147631854	1419860	0.8915	3311	14632	0.0368370694368507	0.101471711088117	0.341081092677069	FALSE	TRUE
WDOU_C-B6_04	0.929764994183365	1326014	0.8321	1349	3368	0.135391923990499	0.107688391753407	0.218914982540154	FALSE	TRUE
WDOU_C-B6_05	0.978449200419118	1416543	0.8935	2585	8002	0.0573606598350412	0.201655697009725	0.319683767594935	FALSE	TRUE
WDOU_C-B6_06	0.96166040839294	98690	0.8387	944	1271	0.028324154209284	0.0491593314833185	0.174569268320691	FALSE	FALSE
WDOU_C-B6_07	0.88053018197429	334458	0.8421	274	372	0.0698924731182796	0.983348440834505	0.138007666640038	FALSE	FALSE
WDOU_C-B6_08	0.990370095105899	1208084	0.8648	2131	7264	0.479350220264317	0.0596345583835735	0.225518596259584	FALSE	FALSE
WDOU_C-B6_09	0.992437160025005	1896372	0.8867	3327	15248	0.0315451206715635	0.178337182588957	0.336715437452851	FALSE	TRUE
WDOU_C-B6_10	0.939589188201156	45397	0.8388	913	1365	0.0967032967032967	0.0719785284389741	0.15846291407408	FALSE	FALSE
WDOU_C-B6_11	0.987275517116808	1490597	0.8921	3053	12412	0.0551885272317112	0.143131433172427	0.335440571289798	FALSE	TRUE
WDOU_C-B6_12	0.977394608812661	1623592	0.8927	3324	11566	0.100121044440602	0.13442652316908	0.300771224354253	FALSE	TRUE
WDOU_C-B6_13	0.917191064757941	42230	0.8493	768	1078	0.0630797773654917	0.0864767020903889	0.175017237477308	FALSE	FALSE
WDOU_C-B6_14	0.985521998689406	1970971	0.8966	3800	18597	0.0790987793730172	0.0746006499350124	0.336179634625467	FALSE	TRUE
WDOU_C-B6_15	0.98405034932052	3751558	0.664	5468	36473	0.130096235571519	0.0571541675426565	0.350473773227613	FALSE	TRUE
WDOU_C-B6_16	0.983962534323883	467015	0.8602	503	1118	0.344364937388193	0.886673897595093	0.186976743258801	FALSE	FALSE
WDOU_C-B6_17	0.981379254940666	188384	0.8229	1661	3788	0.354012671594509	0.0255315148340653	0.193262772441385	FALSE	FALSE
WDOU_C-B6_18	0.989189031118089	1970611	0.9022	3208	15655	0.102076014053018	0.122260855970748	0.325334985310079	FALSE	TRUE
WDOU_C-B6_19	0.990376317851448	1790375	0.886	3405	11923	0.0686907657468758	0.0899415760569617	0.313313924843303	FALSE	TRUE
WDOU_C-B6_20	0.807865444200637	659407	0.8687	2102	5483	0.109976290351997	0.136642155754881	0.298499031979083	FALSE	FALSE
WDOU_C-B6_21	0.992217447255893	2577916	0.901	4534	23188	0.071890633086079	0.10051353560354	0.329865671732312	FALSE	TRUE
WDOU_C-B6_22	0.988273148561619	3110368	0.8891	5115	43916	0.129155660806995	0.0703491100297621	0.346983935452206	FALSE	TRUE
WDOU_C-B6_23	0.918754647034799	506990	0.7373	307	2255	0.820842572062084	0.587133395328732	0.150961834601851	FALSE	FALSE
WDOU_C-B6_24	0.993040070842736	1996614	0.8863	3720	13308	0.0391493838292756	0.11034697486591	0.349585343169409	FALSE	TRUE
WDOU_C-B6_25	0.991510180084968	2354716	0.8971	3454	10525	0.0446555819477435	0.122190048362065	0.348244357956694	FALSE	TRUE
WDOU_C-B6_26	0.908129622801119	94043	0.8351	425	1168	0.574486301369863	0.109605895037638	0.113337255446923	FALSE	FALSE
WDOU_C-B6_27	0.972786224808596	761591	0.8861	3028	10860	0.0212707182320442	0.106725306831775	0.333515138131128	FALSE	TRUE
WDOU_C-B6_28	0.554508500249662	957405	0.8577	2539	6166	0.0413558222510542	0.0899464623918176	0.30803499724305	FALSE	FALSE
WDOU_C-B6_29	0.954838928822452	421178	0.8696	250	349	0.0744985673352436	0.959925343360423	0.135124498314864	FALSE	FALSE
WDOU_C-B6_30	0.970722239779889	1471821	0.8915	3216	9806	0.0529267795227412	0.104103515785922	0.336067164246677	FALSE	TRUE
WDOU_C-B6_31	0.917815755014967	2383817	0.9065	5076	26723	0.0397784679863788	0.0603220647138129	0.374065144867724	FALSE	TRUE
WDOU_C-B6_32	0.963094869962999	99751	0.8383	1110	1715	0.0839650145772595	0.057408872842376	0.18973945632873	FALSE	FALSE
WDOU_C-B6_33	0.977256805472764	1938180	0.8989	4475	21042	0.0211006558311948	0.116045327795345	0.371924223800733	FALSE	TRUE
WDOU_C-B6_34	0.537532660122873	42227	0.821	704	949	0.134878819810327	0.0451454990481371	0.151752427641244	FALSE	FALSE
WDOU_C-B6_35	0.981688029160386	2747798	0.9125	4728	25622	0.0347357739442666	0.0841412467172913	0.379444865221227	FALSE	TRUE
WDOU_C-B6_36	0.937182226166677	1149353	0.886	3332	10439	0.0396589711658205	0.132883101641069	0.347659284724853	FALSE	TRUE
WDOU_C-B6_37	0.985928128661529	1151981	0.8976	2367	6410	0.0717628705148206	0.184286552229278	0.305909057903022	FALSE	TRUE
WDOU_C-B6_38	0.817571994271766	669559	0.3997	195	252	0.0436507936507936	0.58643829028239	0.110074987983647	FALSE	FALSE
WDOU_C-B6_39	0.980551826106064	1769160	0.8893	3944	13636	0.0512613669697859	0.114044123733555	0.344562341081178	FALSE	TRUE
WDOU_C-B6_40	0.939076824558767	330062	0.8554	275	335	0.0447761194029851	0.968829273131811	0.140776072970887	FALSE	FALSE
WDOU_C-B6_41	0.967033037997572	671635	0.8376	1228	2862	0.292452830188679	0.208904165613918	0.206527628154156	FALSE	FALSE
WDOU_C-B6_42	0.958881026110463	1208749	0.8286	466	6510	0.0124423963133641	0.30524684576332	0.145983945855676	FALSE	FALSE
WDOU_C-B6_43	0.974783806114018	394232	0.746	213	287	0.111498257839721	0.932133133678192	0.124238864844859	FALSE	FALSE
WDOU_C-B6_44	0.969213364963697	296091	0.8383	1610	2736	0.0376461988304094	0.0325719049604002	0.201715899050224	FALSE	FALSE
WDOU_C-B6_45	0.943102202394043	66860	0.8382	578	896	0.247767857142857	0.0658745478738357	0.13216143952561	FALSE	FALSE
WDOU_C-B6_46	0.973981523275094	961173	0.866	2724	10579	0.0454674354853956	0.109634979050089	0.279941235860644	FALSE	TRUE
WDOU_C-B6_47	0.932893196240219	1668472	0.9056	3342	13099	0.0317581494770593	0.155985360819142	0.346046197781039	FALSE	TRUE
WDOU_C-B6_48	0.982093548657016	1471912	0.9097	2594	9008	0.0857015985790408	0.202907277463419	0.312575430834942	FALSE	TRUE
WDOU_C-B6_49	0.981032701299627	527819	0.7204	328	1541	0.684620376378975	0.737765562482305	0.153497954052403	FALSE	FALSE
WDOU_C-B6_50	0.99053112239443	3141134	0.9059	4875	32290	0.0238773614122019	0.0668193077456905	0.37664367577906	FALSE	TRUE
WDOU_C-B6_51	0.973013871374527	63579	0.832	1153	1770	0.106214689265537	0.0188250632111252	0.184205945953821	FALSE	FALSE
WDOU_C-B6_52	0.983723080156545	2203101	0.8781	3479	16031	0.0303786413823218	0.0833474286431589	0.335189081908984	FALSE	TRUE
WDOU_C-B6_53	0.989562615145958	1016243	0.8731	3879	15489	0.0388017302601846	0.0771605981196029	0.344267891112116	FALSE	TRUE
WDOU_C-B6_54	0.98530656528567	2241131	0.8987	4157	24251	0.0373592841532308	0.0871658247100119	0.348279806370581	FALSE	TRUE
WDOU_C-B6_55	0.974170362324581	2004017	0.9044	3754	13353	0.0351231932898974	0.127955771740204	0.353087711764844	FALSE	TRUE
WDOU_C-B6_56	0.990126059230225	1985930	0.9106	3321	13520	0.0566568047337278	0.149394033294723	0.329431027275447	FALSE	TRUE
WDOU_C-B6_57	0.988955940215078	2863589	0.9016	4615	32136	0.067992282798108	0.0983299159944296	0.347359289911531	FALSE	TRUE
WDOU_C-B6_58	0.990901313661305	2170250	0.905	3624	11960	0.0332775919732441	0.111397318130351	0.352907400410856	FALSE	TRUE
WDOU_C-B6_59	0.989333562795128	1909682	0.8704	628	22814	0.00271762952572982	0.202471884537248	0.17591696957411	FALSE	FALSE
WDOU_C-B6_60	0.98563198373186	1502067	0.8654	1827	5699	0.224776276539744	0.175787104670905	0.246200963497293	FALSE	FALSE
WDOU_C-B6_61	0.981410335243624	223000	0.8062	1483	3183	0.361294376374489	0.0109695909220386	0.166176699968798	FALSE	FALSE
WDOU_C-B6_62	0.945163128896872	60911	0.836	863	1318	0.0910470409711684	0.0602073855485881	0.174621710680073	FALSE	FALSE
WDOU_C-B6_63	0.816183171235926	396424	0.8415	330	451	0.0665188470066519	0.92661316481853	0.163551243303818	FALSE	FALSE
WDOU_C-B6_64	0.963966197008544	142956	0.8333	1318	1917	0.0260824204486176	0.0286483839373164	0.191056506081787	FALSE	FALSE
WDOU_C-B6_65	0.989072012165036	2493980	0.8986	4342	20612	0.0428876382689695	0.0864987873633815	0.369958859109599	FALSE	TRUE
WDOU_C-B6_66	0.987141174328427	1482384	0.8858	2949	10131	0.0385944131872471	0.176739666008598	0.305280774571713	FALSE	TRUE
WDOU_C-B6_67	0.987002371104679	2161803	0.8641	3863	23973	0.0435072790222333	0.103439182088175	0.359862618486835	FALSE	TRUE
WDOU_C-B6_68	0.983432198655015	1840452	0.9037	3578	12845	0.0275593616193071	0.14629308023069	0.350320573336648	FALSE	TRUE
WDOU_C-B6_69	0.98886875889819	1701660	0.8878	2940	12751	0.0762293153478159	0.126924253097645	0.330972724531973	FALSE	TRUE
WDOU_C-B6_70	0.949841522971706	1720658	0.9004	3563	14540	0.0270288858321871	0.126940517934352	0.34533403593784	FALSE	TRUE
WDOU_C-B6_71	0.977465738171619	2354574	0.8856	3532	13366	0.0260362112823582	0.10934203193423	0.340825153803588	FALSE	TRUE
WDOU_C-B6_72	0.990059551208493	3083107	0.9039	4215	28679	0.020746887966805	0.0907934716118917	0.360789849327575	FALSE	TRUE
WDOU_C-B6_73	0.985268059001088	1647335	0.82	479	12169	0.00928589037718794	0.212230087922178	0.163779357214399	FALSE	FALSE
WDOU_C-B6_74	0.994073972830093	2483821	0.8865	4062	28253	0.0504371217215871	0.0712414067457252	0.332685937638979	FALSE	TRUE
WDOU_C-B6_75	0.983440606644094	528812	0.5569	214	311	0.109324758842444	0.824023232713426	0.127175298300849	FALSE	FALSE
WDOU_C-B6_76	0.988612986718692	1555122	0.8936	3698	14820	0.0503373819163293	0.111193160924299	0.349369254128958	FALSE	TRUE
WDOU_C-B6_77	0.983483846189603	1694973	0.8204	466	834	0.0155875299760192	0.245003177459054	0.103760765473054	FALSE	FALSE
WDOU_C-B6_78	0.978425229615174	3089518	0.9036	5493	42359	0.0223565239972615	0.0546204158123742	0.376288470790619	FALSE	TRUE
WDOU_C-B6_79	0.960363485570554	2379565	0.9012	3790	19406	0.0299907245181903	0.124761484901616	0.353575336572086	FALSE	TRUE
WDOU_C-B6_80	0.990675471251952	4456023	0.8803	5525	50113	0.146508889908806	0.0658262193581908	0.348337228294872	FALSE	TRUE
WDOU_C-B6_81	0.98770187405558	2843202	0.8954	4536	47520	0.0219276094276094	0.0979452459250058	0.356739312044059	FALSE	TRUE
WDOU_C-B6_82	0.986158116895463	955022	0.7218	597	5359	0.717671207314797	0.41047051187589	0.185901211179348	FALSE	FALSE
WDOU_C-B6_83	0.986062527718778	1788467	0.8678	3176	13744	0.0458381839348079	0.11440234351743	0.319949073243022	FALSE	TRUE
WDOU_C-B6_84	0.986548601280904	2254616	0.8967	4387	18591	0.0267871550750363	0.0837301631726304	0.369597388092089	FALSE	TRUE
WDOU_C-B6_85	0.994291157252587	2464015	0.906	4624	29398	0.0567045377236547	0.0809643210820467	0.345274241316095	FALSE	TRUE
WDOU_C-B6_86	0.949879674796748	80672	0.833	913	1156	0.0570934256055363	0.0268518518518519	0.144464793342316	FALSE	FALSE
WDOU_C-B6_87	0.872592861199105	1425647	0.8127	1054	2482	0.0745366639806608	0.30437296118024	0.181134268161353	FALSE	FALSE
WDOU_C-B6_88	0.961010972706742	453008	0.858	2269	4574	0.0511587232181898	0.0482742032471437	0.266256851296031	FALSE	TRUE
WDOU_C-B6_89	0.994957010474568	2542952	0.8855	3512	13646	0.0348820167081929	0.104419912403111	0.34552340377843	FALSE	TRUE
WDOU_C-B6_90	0.988799344351864	1991071	0.8834	3916	17565	0.0462282949046399	0.100035509532493	0.341635587205286	FALSE	TRUE
WDOU_C-B6_91	0.925416661019323	1387295	0.869	2989	15666	0.203498021192391	0.0965209853865376	0.296267658207199	FALSE	FALSE
WDOU_C-B6_92	0.928580459946044	774556	0.8287	545	3280	0.747256097560976	0.400683448280388	0.161279402002153	FALSE	FALSE
WDOU_C-B6_93	0.987279229025297	1454410	0.8752	998	1706	0.0105509964830012	0.124231841203237	0.113748784401209	FALSE	FALSE
WDOU_C-B6_94	0.970333773421452	287609	0.8229	1454	2339	0.0803762291577597	0.0263497190331396	0.169720268239563	FALSE	FALSE
WDOU_C-B6_95	0.989394226288364	3068337	0.8913	4421	35398	0.0230238996553478	0.0875903153406244	0.365222521438908	FALSE	TRUE
WDOU_C-B6_96	0.911424432808128	1324527	0.8671	1139	2993	0.254928165720013	0.149214998534808	0.18630812749606	FALSE	FALSE
WDOU_C-B7_01	0.977216267502732	651085	0.8539	2444	6881	0.127016422031681	0.0316803602509537	0.252135807921826	FALSE	TRUE
WDOU_C-B7_02	0.967315844443079	146387	0.8233	938	1381	0.0637219406227371	0.056288356815628	0.162609423583938	FALSE	FALSE
WDOU_C-B7_03	0.986074235598581	1841671	0.8881	3688	21688	0.0307082257469568	0.107516175606954	0.354038124474346	FALSE	TRUE
WDOU_C-B7_04	0.964184198943335	2300463	0.8617	3687	15064	0.0396309081253319	0.0439177546194829	0.349687779259013	FALSE	TRUE
WDOU_C-B7_05	0.952067535511323	575290	0.7933	439	2377	0.761043331931005	0.335420131758672	0.134879001671279	FALSE	FALSE
WDOU_C-B7_06	0.989109309256064	1304809	0.9066	3157	12669	0.0504380771963059	0.112029296305475	0.310167292571587	FALSE	TRUE
WDOU_C-B7_07	0.970199925376649	1487308	0.9081	3219	10104	0.04958432304038	0.128748854767399	0.349901793450492	FALSE	TRUE
WDOU_C-B7_08	0.992666190637504	3119163	0.9114	4272	30652	0.0464570011744748	0.0858687413706131	0.35851667835334	FALSE	TRUE
WDOU_C-B7_09	0.986712303075769	945688	0.869	309	4177	0.00383050035910941	0.42060970719019	0.145325317724538	FALSE	FALSE
WDOU_C-B7_10	0.988505337578779	2042638	0.8848	4180	18164	0.0966196872935477	0.110959921820977	0.32964895076687	FALSE	TRUE
WDOU_C-B7_11	0.978296231832193	264258	0.7911	972	8228	0.830700048614487	0.0370701228694378	0.149262488173773	FALSE	FALSE
WDOU_C-B7_12	0.903831868267921	197270	0.8364	1124	1838	0.103917301414581	0.042276659985284	0.174026312464859	FALSE	FALSE
WDOU_C-B7_13	0.989026106825214	1515512	0.8984	2616	7397	0.0585372448289847	0.180934779297438	0.32225125995165	FALSE	TRUE
WDOU_C-B7_14	0.991273026662937	2646448	0.9032	3785	17968	0.0272707034728406	0.0773517016351479	0.351577850888949	FALSE	TRUE
WDOU_C-B7_15	0.953478545487364	1897218	0.2088	359	1770	0.69774011299435	0.645478378335086	0.1584680971371	FALSE	FALSE
WDOU_C-B7_16	0.97671529096926	275145	0.8167	1557	3684	0.341748099891422	0.0337927452489821	0.201946789776527	FALSE	FALSE
WDOU_C-B7_17	0.991680603250254	2648194	0.8869	2690	7808	0.150230532786885	0.0732564362259678	0.278059961749648	FALSE	FALSE
WDOU_C-B7_18	0.982540717812353	1285986	0.8858	2643	10343	0.0501788649328048	0.105015972393845	0.273251838604509	FALSE	TRUE
WDOU_C-B7_19	0.993779209950746	4212248	0.9098	4874	35902	0.0364603643251072	0.0936188336411876	0.378697324088252	FALSE	TRUE
WDOU_C-B7_20	0.854748091603053	288891	0.8532	467	785	0.312101910828025	0.129085172972202	0.104697661550752	FALSE	FALSE
WDOU_C-B7_21	0.991006011871302	2192741	0.8966	3483	12899	0.0390727963408016	0.127123332582013	0.352688577182815	FALSE	TRUE
WDOU_C-B7_22	0.94395603055669	352571	0.7992	424	1386	0.357864357864358	0.685448519583249	0.151475880952712	FALSE	FALSE
WDOU_C-B7_23	0.98306886494451	324517	0.8141	1690	2490	0.0642570281124498	0.015651109048174	0.161542275930148	FALSE	FALSE
WDOU_C-B7_24	0.991144113060668	1826602	0.8981	3225	12103	0.0297446913988267	0.130592500731252	0.335625999900032	FALSE	TRUE
WDOU_C-B7_25	0.953895080830644	565931	0.7943	281	850	0.156470588235294	0.783469165987503	0.143095049909877	FALSE	FALSE
WDOU_C-B7_26	0.98532110897419	2002698	0.8984	3232	11791	0.0398609108642185	0.0902524829070541	0.337976330237408	FALSE	TRUE
WDOU_C-B7_27	0.990069406923684	2363981	0.8922	5337	25354	0.0337224895480003	0.0370193948567274	0.371731360605779	FALSE	TRUE
WDOU_C-B7_28	0.711886212871946	1889138	0.8808	4938	19832	0.04578459056071	0.0589304163701556	0.370708434613326	FALSE	FALSE
WDOU_C-B7_29	0.990508766597978	2503746	0.8804	793	21388	0.00313259771834674	0.181942861502806	0.18567487260155	FALSE	FALSE
WDOU_C-B7_30	0.975031071584235	1723596	0.9003	2890	10743	0.0243879735641813	0.12012271463493	0.326341987821235	FALSE	TRUE
WDOU_C-B7_31	0.850017188216176	795548	0.8374	1242	2046	0.0244379276637341	0.0706011312452548	0.178854789846058	FALSE	FALSE
WDOU_C-B7_32	0.990354367698898	2574424	0.8885	3752	19848	0.0364772269246272	0.101364043207152	0.352081399401344	FALSE	TRUE
WDOU_C-B7_33	0.951590367269654	741544	0.8269	2916	14717	0.53652238907386	0.153350395256582	0.337521816804229	FALSE	FALSE
WDOU_C-B7_34	0.96550241395111	1961855	0.8894	3108	15207	0.0483330045373841	0.128186609221976	0.340465176733354	FALSE	TRUE
WDOU_C-B7_35	0.978102165122242	323441	0.8197	1410	1987	0.0125817815802718	0.0177689136455186	0.148756690177407	FALSE	FALSE
WDOU_C-B7_36	0.661619097796268	256807	0.7362	183	775	0.709677419354839	0.638940778793337	0.115106682007928	FALSE	FALSE
WDOU_C-B7_37	0.974006641474865	172464	0.8239	1071	1591	0.0911376492771842	0.0479737499359129	0.165184905526731	FALSE	FALSE
WDOU_C-B7_38	0.959095675347956	2327709	0.8144	3708	23691	0.0302646574648601	0.097837190044953	0.337708575744126	FALSE	TRUE
WDOU_C-B7_39	0.94555345729636	388042	0.7847	216	271	0.0479704797047971	0.884669999801861	0.125750936681332	FALSE	FALSE
WDOU_C-B7_40	0.991717810309611	2361142	0.9146	3842	21840	0.0297619047619048	0.121135539909268	0.360800256542844	FALSE	TRUE
WDOU_C-B7_41	0.989084668918276	1633154	0.8898	2984	10397	0.0858901606232567	0.128879081807691	0.327393363940114	FALSE	TRUE
WDOU_C-B7_42	0.97148248801937	2376424	0.8867	3945	22985	0.0471611920817925	0.0987510972927035	0.365260049577785	FALSE	TRUE
WDOU_C-B7_43	0.979078817543918	415438	0.7256	298	537	0.232774674115456	0.88212208377563	0.139976299242371	FALSE	FALSE
WDOU_C-B7_44	0.961969071099054	437469	0.853	646	2394	0.678780284043442	0.108885126053448	0.129893209201131	FALSE	FALSE
WDOU_C-B7_45	0.993423457611068	3160446	0.9113	5525	33137	0.0365754292784501	0.0648495864587264	0.37530563191691	FALSE	TRUE
WDOU_C-B7_46	0.943543042611037	328834	0.6734	195	259	0.0772200772200772	0.939666749564785	0.125105139725841	FALSE	FALSE
WDOU_C-B7_47	0.929838899065333	442292	0.8704	1907	4285	0.0690781796966161	0.1032878095412	0.258448926385087	FALSE	TRUE
WDOU_C-B7_48	0.986963959854015	2210757	0.9052	3447	14614	0.03407691254961	0.112780766968902	0.351032812172685	FALSE	TRUE
WDOU_C-B7_49	0.914862614487927	82230	0.8122	503	1995	0.713784461152882	0.0801373599922976	0.122395138923586	FALSE	FALSE
