	ABratio	cleanReads	mpRatio	nGene	nUMI	mitoRatio	ERCCratio	avgCor	doublet	filter
WDOU_C-B1_72	0.964659603350382	252656	0.8142	2002	3187	0.0345152180734233	0.0164886170335543	0.19899468747605	FALSE	FALSE
WDOU_C-B1_73	0.97669218114293	217022	0.8017	1477	1968	0.0426829268292683	0.0121183873223025	0.126519505373346	FALSE	FALSE
WDOU_C-B1_74	0.973420939677089	488454	0.6969	66	126	0.0396825396825397	0.904632489919117	0.0684936812912223	FALSE	FALSE
WDOU_C-B1_75	0.985652522857154	543695	0.7939	2015	4076	0.0912659470068695	0.0461304179177382	0.230256751377746	FALSE	TRUE
WDOU_C-B1_76	0.946399738642575	338850	0.7903	71	75	0.04	0.944189127489652	0.0817940481804904	FALSE	FALSE
WDOU_C-B1_77	0.99300502274109	3793899	0.8982	6233	59584	0.0293703007518797	0.0601040261991909	0.380161984655955	FALSE	TRUE
WDOU_C-B1_78	0.956467873193247	130443	0.8295	1455	2331	0.155727155727156	0.0152802988830303	0.155938035587847	FALSE	FALSE
WDOU_C-B1_79	0.954568240479843	2213800	0.8824	4151	23422	0.0505507642387499	0.103473272232277	0.354583775627705	FALSE	TRUE
WDOU_C-B1_80	0.982422663764736	1912241	0.889	3702	14729	0.0399891370765157	0.0528236028129824	0.320013838966247	FALSE	TRUE
WDOU_C-B1_81	0.916467502682327	371394	0.694	113	246	0	0.898755742500969	0.0881247107862731	FALSE	FALSE
WDOU_C-B1_82	0.990149850711085	1985617	0.8364	3241	15730	0.082326764144946	0.12410242997765	0.328128773495868	FALSE	TRUE
WDOU_C-B1_83	0.987802833978574	2089758	0.8786	4776	23881	0.0276370336250576	0.0542463477007956	0.371291324007342	FALSE	TRUE
WDOU_C-B1_84	0.981130817777755	1731237	0.8989	4479	20147	0.0345957214473619	0.114313187929139	0.36924917422085	FALSE	TRUE
WDOU_C-B1_85	0.992986597838139	2478253	0.9148	4575	37195	0.0182282564860868	0.10519412417931	0.37251165121897	FALSE	TRUE
WDOU_C-B1_86	0.971019886112377	1593900	0.8897	3012	14576	0.0434961580680571	0.120841858719932	0.320048700120309	FALSE	TRUE
WDOU_C-B1_87	0.65907259515073	413707	0.6706	122	189	0.0158730158730159	0.891039829019579	0.0955641883813993	FALSE	FALSE
WDOU_C-B1_88	0.885958308290893	323613	0.7713	71	120	0.216666666666667	0.872799203941772	0.0769855483286114	FALSE	FALSE
WDOU_C-B1_89	0.989127115172131	2701280	0.8587	1161	30928	0.0169749094671495	0.108176406696383	0.226798307856048	FALSE	TRUE
WDOU_C-B1_90	0.992684228986985	4415326	0.8719	5879	64354	0.129875376821954	0.0427587129646357	0.355825297246801	FALSE	TRUE
WDOU_C-B1_91	0.813634203439354	477774	0.8263	295	662	0.427492447129909	0.22192331098464	0.0621126635194944	FALSE	FALSE
