p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Peak-535-1	3.09297292927155e-08	0.054911418905049	0.478	0.083	0.01031859070826	Mast	Peak-535-1
Peak-15371-5	3.18560831041714e-08	0.10762992402644	0.565	0.119	0.0106276353087151	Mast	Peak-15371-5
Peak-55245-1	3.3476436949418e-08	0.0651736073241608	0.435	0.067	0.0111682080364431	Mast	Peak-55245-1
Peak-60247-1	3.39757470239673e-08	0.0687229923976719	0.348	0.044	0.0113347848676538	Mast	Peak-60247-1
Peak-118678-3	3.47877136314622e-08	0.0805608404887992	0.304	0.032	0.0116056682954466	Mast	Peak-118678-3
Peak-32094-1	3.60572039044638e-08	0.0860284074705288	0.522	0.099	0.0120291880233838	Mast	Peak-32094-1
Peak-8683-6	3.75297564527511e-08	0.0787853187978625	0.391	0.056	0.0125204521692281	Mast	Peak-8683-6
Peak-54165-2	3.75297564527511e-08	0.0551321547371701	0.391	0.056	0.0125204521692281	Mast	Peak-54165-2
Peak-82813-1	3.76495252282564e-08	0.067500561874389	0.304	0.032	0.0125604087094995	Mast	Peak-82813-1
Peak-11599-5	3.7910591316995e-08	0.0973933140567962	0.652	0.151	0.012647504011628	Mast	Peak-11599-5
Peak-13609-1	3.80583122535011e-08	0.096001181305476	0.565	0.123	0.0126967857841395	Mast	Peak-13609-1
Peak-43064-3	3.89196247733822e-08	0.0541091636349148	0.435	0.067	0.0129841316991471	Mast	Peak-43064-3
Peak-86848-1	3.91400895290815e-08	0.0821090795535278	0.348	0.044	0.013057681828155	Mast	Peak-86848-1
Peak-123968-1	3.91647751854403e-08	0.0573399383828183	0.304	0.032	0.0130659173087155	Mast	Peak-123968-1
Peak-9489-1	3.97808830691752e-08	0.0543078661356222	0.478	0.083	0.0132714595242398	Mast	Peak-9489-1
Peak-40386-1	4.23746927670467e-08	0.0667083144379787	0.304	0.032	0.0141367907527855	Mast	Peak-40386-1
Peak-52038-1	4.35050198961627e-08	0.0694320161340179	0.348	0.044	0.0145138837076384	Mast	Peak-52038-1
Peak-140649-2	4.40738871661218e-08	0.0817998570373354	0.304	0.032	0.0147036657930386	Mast	Peak-140649-2
Peak-34837-2	4.8003276321331e-08	0.0533179005914463	0.435	0.067	0.0160145650266645	Mast	Peak-34837-2
Peak-54930-1	4.83403165510984e-08	0.0686625576432555	0.348	0.044	0.0161270063658781	Mast	Peak-54930-1
Peak-94790-1	4.86024039130599e-08	0.139914861350538	0.435	0.075	0.0162144423790516	Mast	Peak-94790-1
Peak-37490-4	4.95773230695681e-08	0.0592194794387473	0.304	0.032	0.0165396890585309	Mast	Peak-37490-4
Peak-22734-4	5.09557497620735e-08	0.0535892423279538	0.435	0.067	0.0169995515011244	Mast	Peak-22734-4
