cor_bin	Freq
[-1,-0.96]	0
(-0.96,-0.92]	0
(-0.92,-0.88]	0
(-0.88,-0.84]	0
(-0.84,-0.8]	0
(-0.8,-0.76]	0
(-0.76,-0.72]	0
(-0.72,-0.68]	0
(-0.68,-0.64]	0
(-0.64,-0.6]	0
(-0.6,-0.56]	0
(-0.56,-0.52]	0
(-0.52,-0.48]	0
(-0.48,-0.44]	0
(-0.44,-0.4]	2.25602143400844e-08
(-0.4,-0.36]	6.76806430202532e-08
(-0.36,-0.32]	2.48162357740928e-07
(-0.32,-0.28]	5.18884929821941e-07
(-0.28,-0.24]	1.66945586116625e-06
(-0.24,-0.2]	6.33942022956372e-06
(-0.2,-0.16]	2.70271367794211e-05
(-0.16,-0.12]	0.000151491839293667
(-0.12,-0.08]	0.00186791806671597
(-0.08,-0.04]	0.0427803704477435
(-0.04,0]	0.316236180176701
(0,0.04]	0.477559918801277
(0.04,0.08]	0.149779812308041
(0.08,0.12]	0.010888439288884
(0.12,0.16]	0.000494745500478051
(0.16,0.2]	0.000110545050266414
(0.2,0.24]	4.49399469654481e-05
(0.24,0.28]	2.24699734827241e-05
(0.28,0.32]	1.11898663126819e-05
(0.32,0.36]	6.20405894352321e-06
(0.36,0.4]	3.56451386573334e-06
(0.4,0.44]	2.05297950494768e-06
(0.44,0.48]	1.48897414644557e-06
(0.48,0.52]	9.02408573603376e-07
(0.52,0.56]	6.76806430202532e-07
(0.56,0.6]	3.6096342944135e-07
(0.6,0.64]	2.70722572081013e-07
(0.64,0.68]	2.25602143400844e-07
(0.68,0.72]	1.57921500380591e-07
(0.72,0.76]	6.76806430202532e-08
(0.76,0.8]	9.02408573603376e-08
(0.8,0.84]	2.25602143400844e-08
(0.84,0.88]	0
(0.88,0.92]	0
(0.92,0.96]	0
(0.96,1]	0
