prob	cor_quantile
0	-0.407498977101725
0.01	-0.0599612273059277
0.02	-0.0510851355150646
0.03	-0.0456503666526711
0.04	-0.0416371609976011
0.05	-0.0384007851423052
0.06	-0.0356660992040471
0.07	-0.0332807337610509
0.08	-0.0311535992869531
0.09	-0.0292261899277667
0.1	-0.0274594280815104
0.11	-0.025813582372025
0.12	-0.0242747269860491
0.13	-0.022826507478776
0.14	-0.021455594672191
0.15	-0.0201533801007858
0.16	-0.0189070795631976
0.17	-0.0177107613584468
0.18	-0.0165619184508915
0.19	-0.0154497887091416
0.2	-0.0143742067667576
0.21	-0.0133310498859057
0.22	-0.0123187347816086
0.23	-0.011333341948661
0.24	-0.0103707802450037
0.25	-0.00942721115785806
0.26	-0.00850587422740435
0.27	-0.00760262305634913
0.28	-0.00671620382745575
0.29	-0.00584481199591064
0.3	-0.00498748587069979
0.31	-0.00414343646335517
0.32	-0.00331206080455994
0.33	-0.00249215227553103
0.34	-0.00168204037803358
0.35	-0.000879434596690051
0.36	-8.44009125961536e-05
0.37	0.000702137152524341
0.38	0.00148369341494412
0.39	0.0022578365437457
0.4	0.00302456719772635
0.41	0.00378783329209084
0.42	0.00454611008577625
0.43	0.00530010797302706
0.44	0.00605083800667414
0.45	0.0068001178643338
0.46	0.00754634014400863
0.47	0.00828941304959792
0.48	0.00903275931682055
0.49	0.00977553852061735
0.5	0.0105168599722781
0.51	0.0112590487360365
0.52	0.0120002476556184
0.53	0.0127430634658728
0.54	0.013488595868276
0.55	0.0142379551172262
0.56	0.0149887891505739
0.57	0.0157412442028138
0.58	0.0164983855401762
0.59	0.0172586561207572
0.6	0.0180255450104266
0.61	0.0187964890766683
0.62	0.0195743265965898
0.63	0.0203567101185739
0.64	0.0211470966429085
0.65	0.0219473317736091
0.66	0.0227567775793178
0.67	0.023572330702702
0.68	0.0243995655279923
0.69	0.025237248472217
0.7	0.0260880846646531
0.71	0.0269527264210534
0.72	0.0278300673825267
0.73	0.028724252241664
0.74	0.0296353143322573
0.75	0.0305660234331846
0.76	0.0315180495690291
0.77	0.0324910458074698
0.78	0.0334918110961751
0.79	0.0345177868343383
0.8	0.035573377110978
0.81	0.0366614925115386
0.82	0.0377883918739999
0.83	0.0389553434934207
0.84	0.0401689359476289
0.85	0.0414309823914019
0.86	0.0427572847683693
0.87	0.0441469953826394
0.88	0.0456158589217795
0.89	0.0471766087360128
0.9	0.0488530119783073
0.91	0.0506623703993126
0.92	0.0526242641084324
0.93	0.0547906674114782
0.94	0.0572187019494292
0.95	0.0599981959189551
0.96	0.063294763661962
0.97	0.067386550130625
0.98	0.0729001833597028
0.99	0.0818707865140508
1	0.806681903908481
