prob	cor_quantile
0	-0.458246364410669
0.01	-0.0951007111965146
0.02	-0.0827099027932072
0.03	-0.0748770399527237
0.04	-0.0689985042051988
0.05	-0.0642185242721439
0.06	-0.060139878744603
0.07	-0.05656704436943
0.08	-0.0533707812243852
0.09	-0.050458860472154
0.1	-0.0477721224982805
0.11	-0.0452794701037875
0.12	-0.0429355936959577
0.13	-0.0407287560419063
0.14	-0.0386339725404718
0.15	-0.03663822920943
0.16	-0.034726582969311
0.17	-0.0328929838059823
0.18	-0.0311258753657507
0.19	-0.0294141741632283
0.2	-0.0277584525655946
0.21	-0.0261535114242707
0.22	-0.0245913178220203
0.23	-0.0230678525335086
0.24	-0.0215814815294978
0.25	-0.0201240804234217
0.26	-0.0186977149992429
0.27	-0.017301648764349
0.28	-0.0159229580511287
0.29	-0.0145738847432888
0.3	-0.0132443585377289
0.31	-0.0119345306759511
0.32	-0.0106472854747037
0.33	-0.00937203091286243
0.34	-0.00811349306818961
0.35	-0.00686611435536351
0.36	-0.00563249403290361
0.37	-0.00440687310508673
0.38	-0.00319131193253687
0.39	-0.00198384841747401
0.4	-0.000786145813217683
0.41	0.000403322050171172
0.42	0.00158729841741935
0.43	0.00276518097960533
0.44	0.00393946211426984
0.45	0.00510753813177225
0.46	0.00627498358157594
0.47	0.00744180301532358
0.48	0.0086065450556688
0.49	0.00976750852725465
0.5	0.0109275169515483
0.51	0.0120857541991255
0.52	0.0132484098079176
0.53	0.0144134670735989
0.54	0.0155829387740435
0.55	0.0167514053358438
0.56	0.0179273962641265
0.57	0.0191075405642749
0.58	0.0202963324730354
0.59	0.0214891628490995
0.6	0.0226859114382311
0.61	0.0238936531386826
0.62	0.0251140375411329
0.63	0.0263385226410619
0.64	0.0275780694807622
0.65	0.028828852038669
0.66	0.0300940725399378
0.67	0.0313735972843404
0.68	0.0326698828596445
0.69	0.0339838449475684
0.7	0.0353175152740904
0.71	0.0366732324984268
0.72	0.0380511142573171
0.73	0.0394545915553315
0.74	0.0408864352427676
0.75	0.0423458884025633
0.76	0.0438371489063957
0.77	0.0453623944320047
0.78	0.0469274276508539
0.79	0.048537271641945
0.8	0.0501881385439709
0.81	0.0518950861348296
0.82	0.0536550335881565
0.83	0.0554783149909784
0.84	0.0573799525498603
0.85	0.0593554382762675
0.86	0.0614267645083707
0.87	0.0636058755137392
0.88	0.0659089051646391
0.89	0.0683479536241529
0.9	0.0709676651779711
0.91	0.073775678430952
0.92	0.0768400100277461
0.93	0.0802072361904565
0.94	0.0839796976447587
0.95	0.0882911056457622
0.96	0.0933882745523013
0.97	0.099665189143629
0.98	0.108067785302596
0.99	0.121521194275817
1	0.818365392743111
