p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
RP11-410C4.4	4.39185363245175e-10	0.137709436464684	0.731	0.202	1.0692406853567e-05	Immune	RP11-410C4.4
NOP14-AS1	4.55066571120807e-10	0.240415488593805	0.885	0.345	1.10790507405072e-05	Immune	NOP14-AS1
AP1S3	4.78841129882148e-10	0.439389908517555	0.962	0.776	1.16578661481108e-05	Immune	AP1S3
LINC00649	7.06299505942196e-10	0.286984440560302	1	0.731	1.71955677716687e-05	Immune	LINC00649
HN1L	7.98998195421268e-10	0.169280849224791	0.769	0.229	1.94524100657262e-05	Immune	HN1L
NFX1	8.17224190291441e-10	0.233191685110462	1	0.996	1.98961401368354e-05	Immune	NFX1
CTB-73N10.1	8.68763782057591e-10	0.0561695540910102	0.308	0.022	2.11509230379741e-05	Immune	CTB-73N10.1
ARHGAP30	9.28075332393322e-10	0.149725279287807	0.577	0.117	2.25949220424478e-05	Immune	ARHGAP30
EHF	1.07255003742266e-09	0.715257014487982	1	0.843	2.61123032110921e-05	Immune	EHF
GDA	1.10248768154122e-09	0.465188708651252	0.885	0.493	2.68411650948026e-05	Immune	GDA
RPL7AP64	1.12133855648325e-09	0.116706332925432	0.731	0.206	2.73001084961411e-05	Immune	RPL7AP64
RP11-381K20.4	1.15016965027539e-09	0.0591684437292877	0.308	0.022	2.80020303056046e-05	Immune	RP11-381K20.4
DAPP1	1.17574367469618e-09	0.279678910032363	0.923	0.471	2.86246555041532e-05	Immune	DAPP1
LRMP	1.21197095906042e-09	0.307575593112024	0.846	0.345	2.9506644969285e-05	Immune	LRMP
B4GALNT2	1.22593930383993e-09	0.156336091430063	0.769	0.215	2.9846718291287e-05	Immune	B4GALNT2
RP11-297A16.4	1.23018145719614e-09	0.220196003670551	0.846	0.341	2.99499977568973e-05	Immune	RP11-297A16.4
RNF144B	1.26316817760806e-09	0.255917980715153	0.962	0.565	3.07530924520459e-05	Immune	RNF144B
RPS29P8	1.49759341756653e-09	0.147627186309346	0.654	0.166	3.64604093440747e-05	Immune	RPS29P8
METTL7AP1	1.65917906159426e-09	0.0836641746795375	0.5	0.076	4.0394373433574e-05	Immune	METTL7AP1
LINC01499	1.66045039515238e-09	0.0771272593290208	0.5	0.072	4.04253253203798e-05	Immune	LINC01499
RP11-154H17.1	1.69899888653008e-09	0.378434612819053	0.769	0.305	4.13638268914613e-05	Immune	RP11-154H17.1
CDH26	1.77431219564124e-09	0.242934269114923	0.885	0.395	4.31974047150816e-05	Immune	CDH26
RP11-541N10.3	1.79717502525259e-09	0.128443657109541	0.538	0.103	4.37540231647995e-05	Immune	RP11-541N10.3
TGFA	1.8025956024377e-09	0.398684552778692	1	0.843	4.38859925369482e-05	Immune	TGFA
RP11-79N23.1	1.91636128507645e-09	0.142493858287702	0.731	0.229	4.66557318464712e-05	Immune	RP11-79N23.1
ADGRE2	1.96492678430122e-09	0.168859608934057	0.731	0.188	4.78381074905975e-05	Immune	ADGRE2
ZNRF2	1.96611189145288e-09	0.206606596445085	1	0.978	4.78669601093117e-05	Immune	ZNRF2
RP3-473B4.3	2.07335910359159e-09	0.0755397786994915	0.385	0.045	5.04780007360409e-05	Immune	RP3-473B4.3
RP11-646E18.4	2.12127680084022e-09	0.154780738432124	0.885	0.466	5.1644604993256e-05	Immune	RP11-646E18.4
RIPK4	2.25944179936403e-09	0.427207334774762	1	0.942	5.50083700473168e-05	Immune	RIPK4
LINC01889	2.29883949850921e-09	0.0858463469568463	0.538	0.09	5.59675464307051e-05	Immune	LINC01889
ELF3-AS1	2.3864173013577e-09	0.32888876780214	1	0.96	5.80997156188545e-05	Immune	ELF3-AS1
IL1F10	2.65288649315846e-09	0.133012943754159	0.731	0.193	6.45871745624358e-05	Immune	IL1F10
LINC01588	2.6546024920085e-09	0.334737319934844	1	1	6.4628952270439e-05	Immune	LINC01588
RP11-30O15.1	2.90268889838998e-09	0.0800127609850815	0.385	0.045	7.06688639202024e-05	Immune	RP11-30O15.1
UGT1A8	3.23294572006004e-09	0.405588189357669	0.769	0.327	7.87092965005819e-05	Immune	UGT1A8
RP11-310E22.4	3.75211722946007e-09	0.146957073937661	0.731	0.202	9.13490460684348e-05	Immune	RP11-310E22.4
C2CD2	4.18153052928888e-09	0.355126071812963	1	0.982	0.000101803542266067	Immune	C2CD2
SYK	4.3243943384038e-09	0.249043412652042	1	0.664	0.000105281704562779	Immune	SYK
RP1-81D8.4	4.64398369618973e-09	0.0833013876594178	0.538	0.09	0.000113062427067435	Immune	RP1-81D8.4
AC079922.2	4.72067339160309e-09	0.141433089330475	0.923	0.61	0.000114929514391969	Immune	AC079922.2
PA2G4	4.88869354293042e-09	0.0507114817694703	0.269	0.018	0.000119020132996184	Immune	PA2G4
RP4-656G21.1	5.33515090643734e-09	0.131816270381152	0.885	0.417	0.000129889583968123	Immune	RP4-656G21.1
ARHGAP25	5.41959850349417e-09	0.351612355642532	1	0.888	0.000131945545166069	Immune	ARHGAP25
RP5-1121A15.3	5.96689443327047e-09	0.0995927617398611	0.615	0.13	0.000145270011872403	Immune	RP5-1121A15.3
LINC01098	6.02683362979798e-09	0.131045261460659	0.577	0.121	0.000146729291551062	Immune	LINC01098
FAM110C	6.32911918686652e-09	0.291636501048646	0.923	0.623	0.000154088735723452	Immune	FAM110C
RP11-462G2.1	6.4318257594875e-09	0.173046289591616	0.846	0.314	0.000156589229940483	Immune	RP11-462G2.1
MIR4290HG	7.50948544288766e-09	0.115764896137591	0.615	0.135	0.000182825932592543	Immune	MIR4290HG
TNFRSF11A	7.68328983429223e-09	0.342283322026203	1	0.762	0.000187057374305679	Immune	TNFRSF11A
RPL7L1P8	7.96146531290696e-09	0.106246178659939	0.846	0.399	0.000193829834508033	Immune	RPL7L1P8
PRAC2	8.25669450662907e-09	0.177876920532116	0.692	0.188	0.000201017484458391	Immune	PRAC2
PRKCH	8.32486805212297e-09	0.585156779190588	1	1	0.000202677237596986	Immune	PRKCH
MAP3K5	9.37715022316958e-09	0.281034270055871	1	0.978	0.000228296099333287	Immune	MAP3K5
AP1B1	9.59003626697466e-09	0.244237574302604	1	0.901	0.000233479022955765	Immune	AP1B1
RNU7-74P	9.6394458248725e-09	0.118960370877158	0.692	0.17	0.000234681948052346	Immune	RNU7-74P
RP11-486M23.2	9.64388611936497e-09	0.166036102847435	0.885	0.516	0.000234790051462059	Immune	RP11-486M23.2
PTK2B	1.04219613343434e-08	0.348164325101566	1	0.897	0.000253733070645925	Immune	PTK2B
RP11-322E11.5	1.08626136926346e-08	0.181116874139625	0.808	0.305	0.000264461192960882	Immune	RP11-322E11.5
RAP1GAP2	1.09247784491958e-08	0.290989636462561	1	0.996	0.000265974656124121	Immune	RAP1GAP2
PTPN3	1.21862924871292e-08	0.472380583558532	0.962	0.969	0.000296687476891647	Immune	PTPN3
LINC01353	1.2450584351124e-08	0.188486198037215	1	0.879	0.000303121926612465	Immune	LINC01353
LINC00393	1.43707655063972e-08	0.508042173800046	0.962	0.848	0.000349870657018745	Immune	LINC00393
SLC38A1	1.55604551441183e-08	0.310634364337218	1	0.888	0.000378834840938703	Immune	SLC38A1
ELP3	1.62892219803588e-08	0.331894791370953	1	0.928	0.000396577398333816	Immune	ELP3
IFNGR1	1.63564073607662e-08	0.215665893639325	1	0.973	0.000398213093605213	Immune	IFNGR1
PRSS3	1.67612084369354e-08	0.143840746741429	0.654	0.175	0.00040806838060563	Immune	PRSS3
RP11-864G5.7	1.76607643316411e-08	0.090291078118389	0.538	0.112	0.000429968968418134	Immune	RP11-864G5.7
RP11-483F11.7	1.84311934271724e-08	0.137953388282954	0.538	0.108	0.000448725835177939	Immune	RP11-483F11.7
SMAD7	1.86979632801504e-08	0.273947240054434	1	1	0.000455220614018542	Immune	SMAD7
RP5-1186P10.1	1.90364002734863e-08	0.13527781040463	0.962	0.368	0.000463460201058298	Immune	RP5-1186P10.1
AC092635.1	1.91628959419799e-08	0.0910078360097557	0.577	0.112	0.000466539864603443	Immune	AC092635.1
VIPR1	1.95726742680974e-08	0.416486688763031	0.923	0.713	0.000476516327731099	Immune	VIPR1
KLF5	1.96556475190289e-08	0.451899210147038	1	0.991	0.000478536394498279	Immune	KLF5
S1PR4	1.9658382994417e-08	0.220938368657734	0.923	0.484	0.000478602992382077	Immune	S1PR4
SMCP	2.08991744522785e-08	0.0773227435252632	0.346	0.04	0.000508811301215174	Immune	SMCP
LINC01226	2.10072323561108e-08	0.420478592944127	1	1	0.000511442078941874	Immune	LINC01226
RP11-484M3.5	2.10533120043188e-08	0.261751795029883	0.692	0.278	0.000512563934057146	Immune	RP11-484M3.5
HADHB	2.13732788881914e-08	0.216011885935186	0.923	0.619	0.000520353847811907	Immune	HADHB
LINC00572	2.15184229421847e-08	0.268978259045612	0.962	0.794	0.00052388752495043	Immune	LINC00572
RFFL	2.26049423951295e-08	0.274009963750708	1	0.906	0.000550339927551822	Immune	RFFL
SLC37A2	2.31545563955192e-08	0.276069209034645	0.962	0.628	0.000563720830005311	Immune	SLC37A2
DIEXF	2.34127985684882e-08	0.278887100859395	0.962	0.789	0.000570007993948414	Immune	DIEXF
TMEM45B	2.53279080293999e-08	0.442674253743476	0.923	0.7	0.000616633248883769	Immune	TMEM45B
RP5-856G1.2	2.54711552725616e-08	0.383894837684174	0.962	0.897	0.000620120746265785	Immune	RP5-856G1.2
RBM47	2.5625157925897e-08	0.539957981279215	1	0.991	0.000623870094863889	Immune	RBM47
RP11-35G9.5	2.77628914887299e-08	0.316465926213823	0.962	0.664	0.000675915356184619	Immune	RP11-35G9.5
SMAD5	2.85491579415505e-08	0.169328645835834	0.692	0.206	0.000695057799244988	Immune	SMAD5
SLC9A4	2.92930892220105e-08	0.217194752430043	0.885	0.462	0.000713169550199066	Immune	SLC9A4
CASC19	2.94010584008064e-08	0.137637425262905	0.808	0.368	0.000715798167826032	Immune	CASC19
SLC45A4	3.02135350754952e-08	0.315675855800442	1	1	0.000735578724948006	Immune	SLC45A4
IRF6	3.28116776456741e-08	0.316407211530773	0.923	0.623	0.000798833103961581	Immune	IRF6
IL23A	3.37524164930252e-08	0.139619223849303	0.615	0.152	0.000821736331939192	Immune	IL23A
RB1	3.38076072197701e-08	0.270576934283177	0.962	0.839	0.000823080005372523	Immune	RB1
BIN2	3.49213769818272e-08	0.187909689955196	0.731	0.229	0.000850195843999566	Immune	BIN2
RP11-467L13.4	3.57101294144149e-08	0.12002599795129	0.885	0.327	0.000869398810723345	Immune	RP11-467L13.4
DNAJC5B	3.75943717601915e-08	0.310863782552452	0.885	0.516	0.000915272574873622	Immune	DNAJC5B
KAT2B	3.8571438186419e-08	0.300815854089217	1	0.951	0.000939060234086557	Immune	KAT2B
PLCG2	3.89343023332616e-08	0.635174337284431	0.962	0.874	0.000947894524605587	Immune	PLCG2
LINC00111	3.92494917380702e-08	0.3885288661459	1	0.973	0.000955568125855058	Immune	LINC00111
C9orf85	4.05303873936176e-08	0.2144948496037	0.962	0.655	0.000986752811485013	Immune	C9orf85
RAB4A	4.10992759046051e-08	0.28368599233399	0.885	0.628	0.00100060297117352	Immune	RAB4A
RP4-764O22.1	4.16889723438702e-08	0.0888704317721245	0.462	0.081	0.00101495972068386	Immune	RP4-764O22.1
AC011753.6	4.28094706606127e-08	0.14736591070969	0.769	0.238	0.00104223937270328	Immune	AC011753.6
RP11-135A1.3	4.29896641031508e-08	0.314576832228299	1	0.915	0.00104662636225531	Immune	RP11-135A1.3
RANGAP1	4.32854522896797e-08	0.173187621580004	1	0.996	0.00105382762144454	Immune	RANGAP1
SERPINB5	4.38145570415222e-08	0.123278932942848	0.692	0.22	0.0010667092057329	Immune	SERPINB5
ADGRF4	4.39880229747516e-08	0.214006722309647	0.846	0.291	0.0010709324073433	Immune	ADGRF4
LINC01991	4.65015009709724e-08	0.150159803953469	0.962	0.704	0.00113212554263929	Immune	LINC01991
RNU6-1013P	4.7110122463739e-08	0.125296841471893	0.577	0.143	0.00114694304150219	Immune	RNU6-1013P
CCK	4.81389623502953e-08	0.101078485429421	0.808	0.269	0.00117199117738029	Immune	CCK
B3GNT3	4.92052998646993e-08	0.262423458434371	0.962	0.686	0.00119795223050597	Immune	B3GNT3
RNF185-AS1	5.10702883040232e-08	0.0930832354075496	0.615	0.135	0.00124335723904975	Immune	RNF185-AS1
CTD-3216D2.4	5.17150291665025e-08	0.140169139831397	0.692	0.287	0.00125905410008767	Immune	CTD-3216D2.4
SPINK4	5.17329839306286e-08	0.305729801719318	1	0.987	0.00125949122677508	Immune	SPINK4
SYT17	5.17487172899807e-08	0.178647352371886	0.885	0.377	0.00125987427114187	Immune	SYT17
CYP4F3	5.24426274470471e-08	0.119352822334877	0.808	0.318	0.00127676820782581	Immune	CYP4F3
AC097713.3	5.67936818232236e-08	0.242588087977023	0.923	0.659	0.0013826989776682	Immune	AC097713.3
CTSZ	5.87952939728725e-08	0.286213820216502	0.923	0.664	0.00143143022706355	Immune	CTSZ
AP001610.9	6.02789562464695e-08	0.249554625224171	0.923	0.821	0.00146755146877655	Immune	AP001610.9
TMEM175	6.0962291520218e-08	0.0827893857673489	0.5	0.094	0.00148418794935123	Immune	TMEM175
RP11-92G12.3	6.45102796380063e-08	0.103718080934295	0.423	0.076	0.0015705672680669	Immune	RP11-92G12.3
VPS37B	6.48203104002285e-08	0.400218136214388	1	0.987	0.00157811527700396	Immune	VPS37B
CTD-2139B15.1	6.608237844923e-08	0.0909574701624824	0.654	0.148	0.00160884158572495	Immune	CTD-2139B15.1
RP11-10N16.3	6.71088585445796e-08	0.326007948011733	1	0.892	0.00163383227012634	Immune	RP11-10N16.3
SLC9A2	6.80836377115684e-08	0.292270475349913	0.885	0.489	0.00165756424372585	Immune	SLC9A2
RP5-1142J19.1	6.89388322486421e-08	0.111331506539918	0.692	0.238	0.00167838480992544	Immune	RP5-1142J19.1
ARGFX	7.04829724248477e-08	0.0540348894231955	0.308	0.031	0.00171597844665534	Immune	ARGFX
RP11-277P12.9	7.2611885557724e-08	0.135302054825046	0.577	0.152	0.00176780896578835	Immune	RP11-277P12.9
RP11-84A19.4	7.29842701169375e-08	0.210036303620536	1	0.843	0.00177687504026696	Immune	RP11-84A19.4
PTPRF	7.4872259144384e-08	0.348623757438371	1	0.991	0.00182284002112917	Immune	PTPRF
PKP1	7.58317442352009e-08	0.381045928636351	0.962	0.937	0.0018461996451502	Immune	PKP1
MAML3	7.60784748256059e-08	0.312028589824153	1	1	0.0018522065481042	Immune	MAML3
RP4-550H1.4	7.68882980782863e-08	0.244653393728666	0.808	0.305	0.00187192250501396	Immune	RP4-550H1.4
OAS1	8.0429530148129e-08	0.16417218237102	0.731	0.242	0.00195813734098635	Immune	OAS1
IGSF9	8.48832798114872e-08	0.299827979536427	1	0.942	0.00206656833029047	Immune	IGSF9
RNF17	8.56453658764708e-08	0.0880700946591384	0.538	0.108	0.00208512207762856	Immune	RNF17
PLEK2	8.68286340961561e-08	0.36185988672952	0.769	0.408	0.00211392992570502	Immune	PLEK2
LIPH	8.84689710260455e-08	0.36361782328483	0.962	0.628	0.0021538655686001	Immune	LIPH
AIM1L	8.89879001737567e-08	0.339498444129806	1	0.852	0.00216649941763028	Immune	AIM1L
ELF3	9.08915631279997e-08	0.310818846936145	1	0.892	0.00221284599591428	Immune	ELF3
SETD9	9.1250438363617e-08	0.105874812526378	0.654	0.175	0.00222158317240062	Immune	SETD9
ATP2C2	9.87942066319138e-08	0.234269026546886	0.923	0.574	0.00240524375466057	Immune	ATP2C2
OSBPL3	9.96963982865403e-08	0.340723063998588	1	0.996	0.00242720851268411	Immune	OSBPL3
XDH	1.01745798138088e-07	0.263501223138896	0.885	0.543	0.00247710320146988	Immune	XDH
ATP11B	1.02024325239206e-07	0.244038987174669	0.923	0.516	0.00248388422227371	Immune	ATP11B
TBC1D8	1.11361420833744e-07	0.30709830333107	1	1	0.00271120515161833	Immune	TBC1D8
KLHL6	1.19908736316416e-07	0.355260061812939	0.923	0.673	0.00291929809435947	Immune	KLHL6
AC021218.2	1.22335319589842e-07	0.102899863129642	0.962	0.691	0.00297837569073429	Immune	AC021218.2
PPARG	1.32316895329358e-07	0.486880627867819	1	0.883	0.00322138713368855	Immune	PPARG
MBP	1.34498531423889e-07	0.331633226507845	1	1	0.003274501246046	Immune	MBP
IL20RA	1.39369324509254e-07	0.238370821852303	1	0.695	0.00339308557450231	Immune	IL20RA
TP63	1.40079228626307e-07	0.47020595334483	0.962	0.803	0.00341036890013606	Immune	TP63
CDC42SE2	1.42548332443747e-07	0.314991060586425	1	0.924	0.00347048170167547	Immune	CDC42SE2
RP11-626G11.6	1.43676927341926e-07	0.135320954708989	0.731	0.256	0.00349795847306652	Immune	RP11-626G11.6
TACSTD2	1.47455630039522e-07	0.278400245611892	0.962	0.668	0.00358995476894219	Immune	TACSTD2
RP11-190A12.9	1.4875286357895e-07	0.254240951881856	0.923	0.722	0.00362153721669311	Immune	RP11-190A12.9
MR1	1.4931796657731e-07	0.253100365531285	1	0.848	0.00363529521429118	Immune	MR1
AATBC	1.49732115270341e-07	0.249352435938335	1	0.789	0.00364537807837171	Immune	AATBC
NEDD9	1.50046067322743e-07	0.320509062746335	1	0.973	0.0036530215550395	Immune	NEDD9
RP11-4F22.3	1.50750216118932e-07	0.0747236130583182	0.5	0.099	0.00367016476163153	Immune	RP11-4F22.3
TSSK2	1.51685764533363e-07	0.0552003501786174	0.346	0.045	0.00369294162332926	Immune	TSSK2
