RNA_cell	ATAC_cell	score
ZDM_D-A2_85	ZXS_2_6-1	0.975
ZDM_D-A4_80	ZXS_2_6-1	0.975
BM_D-C1_03	ZXS_2_6-2	0.175
ZDM_D-C1_77	ZXS_2_6-6	0.125
BM_D-C1_19	ZXS_2_7-2	0.575
BM_D-C1_80	ZXS_2_7-2	0.55
BM_D-C2_29	ZXS_2_7-2	0.425
BM_D-C3_35	ZXS_2_7-2	0.575
BM_D-C3_56	ZXS_2_7-2	0.375
ZDM_D-C1_66	ZXS_2_7-7	0.3
FDM_D-C3_72	ZXS_2_7-8	1
ZDM_D-A4_88	ZXS_2_7-8	1
BM_D-C5_44	ZXS_2_10-1	0.225
ZDM_D-A3_08	ZXS_2_12-3	0.1
BM_D-C4_10	ZXS_6_1-5	0.225
BM_D-C5_47	ZXS_6_1-5	0.45
FDM_D-C3_71	ZXS_6_2-2	0.425
ZDM_D-A2_26	ZXS_6_2-2	0.6
ZDM_D-A3_57	ZXS_6_2-2	0.575
FDM_D-C4_55	ZXS_6_2-3	0.25
FDM_D-C4_41	ZXS_6_3-1	0.375
FDM_D-C2_20	ZXS_6_4-2	0.225
BM_D-C5_16	ZXS_6_4-5	1
FDM_D-C4_27	ZXS_6_4-5	1
ZDM_D-A3_44	ZXS_6_4-5	1
FDM_D-C3_96	ZXS_6_5-1	0.2
FDM_D-C5_17	ZXS_6_5-5	0.925
ZDM_D-A2_27	ZXS_6_6-1	0.4
FDM_D-C3_77	ZXS_6_6-4	0.425
FDM_D-A1_17	ZXS_6_7-3	0.9
FDM_D-C2_57	ZXS_6_7-6	0.675
FDM_D-C4_47	ZXS_6_7-6	0.55
ZDM_D-A4_40	ZXS_6_7-6	0.525
ZDM_D-A5_43	ZXS_6_7-6	0.5
ZDM_D-C1_69	ZXS_6_8-6	0.7
FDM_D-C4_32	ZXS_6_8-6	0.75
FDM_D-C4_41	ZXS_6_8-6	0.35
BM_D-C1_75	ZXS_6_9-3	0.15
BM_D-C4_85	ZXS_6_9-3	0.225
BM_D-C3_30	ZXS_6_9-4	0.6
FDM_D-C5_49	ZXS_6_9-6	0.3
FDM_D-A1_93	ZXS_6_12-1	1
ZDM_D-C1_07	ZXS_6_12-1	0.975
ZDM_D-A2_41	ZXS_6_12-1	0.95
ZDM_D-A4_35	ZXS_6_12-1	1
ZDM_D-A5_64	ZXS_6_12-1	0.925
ZDM_D-A5_92	YXF_2_1-2	0.175
ZDM_D-A5_81	YXF_2_1-3	0.15
BM_D-C2_87	YXF_2_2-2	0.125
BM_D-C2_75	YXF_2_2-5	0.375
BM_D-C3_25	YXF_2_2-5	0.5
BM_D-C4_16	YXF_2_2-5	0.525
BM_D-C1_56	YXF_2_2-8	0.45
BM_D-C2_05	YXF_2_2-8	0.4
BM_D-C3_57	YXF_2_2-8	0.425
BM_D-C5_61	YXF_2_2-8	0.475
FDM_D-A1_90	YXF_2_3-5	0.975
BM_D-C2_77	YXF_2_4-5	0.35
BM_D-C2_85	YXF_2_4-5	0.275
BM_D-C3_25	YXF_2_4-5	0.45
BM_D-C3_26	YXF_2_4-5	0.15
BM_D-C3_48	YXF_2_4-5	0.25
ZDM_D-C1_90	YXF_2_4-8	0.325
ZDM_D-A2_45	YXF_2_4-8	0.45
ZDM_D-A5_17	YXF_2_4-8	0.375
ZDM_D-A5_79	YXF_2_4-8	0.3
ZDM_D-A4_04	YXF_2_5-1	0.15
BM_D-C1_71	YXF_2_5-4	0.55
BM_D-C2_04	YXF_2_5-4	0.675
BM_D-C2_61	YXF_2_5-4	0.575
BM_D-C5_53	YXF_2_5-4	0.625
BM_D-C1_81	YXF_2_6-3	0.075
ZDM_D-A5_72	YXF_2_6-3	0.275
BM_D-C1_34	YXF_2_6-4	0.2
BM_D-C2_54	YXF_2_6-4	0.3
BM_D-C4_93	YXF_2_6-4	0.25
BM_D-C5_52	YXF_2_6-4	0.15
FDM_D-A1_54	YXF_2_7-1	0.175
ZDM_D-C1_65	YXF_2_7-1	0.1
FDM_D-C4_89	YXF_2_7-1	0.225
FDM_D-C2_80	YXF_2_7-2	0.625
FDM_D-C5_10	YXF_2_7-2	0.575
ZDM_D-A2_61	YXF_2_7-4	0.125
FDM_D-A1_11	YXF_2_7-6	0.375
FDM_D-A1_45	YXF_2_7-6	0.425
BM_D-C3_18	YXF_2_8-1	0.025
FDM_D-C5_52	YXF_2_8-1	0.1
BM_D-C1_77	YXF_2_10-1	0.1
BM_D-C1_91	YXF_2_10-1	0.075
BM_D-C2_76	YXF_2_10-1	0.25
ZDM_D-A5_49	YXF_2_10-2	0.15
ZDM_D-A4_46	YXF_2_10-7	0.125
BM_D-C1_57	YXF_2_11-1	0.25
FDM_D-C2_53	YXF_2_11-5	0.975
ZDM_D-A2_20	YXF_2_11-5	1
ZDM_D-A5_26	YXF_2_11-5	0.975
ZDM_D-A4_75	YXF_2_11-7	0.05
ZDM_D-A2_31	YXF_2_11-8	0.3
FDM_D-C3_38	YXF_2_12-1	0.475
FDM_D-C5_91	YXF_2_12-1	0.375
ZDM_D-A4_02	YXF_2_12-1	0.4
ZDM_D-A4_87	YXF_2_12-1	0.4
FDM_D-C5_82	YXF_3_1-1	0.9
ZDM_D-A2_80	YXF_3_1-5	0.1
BM_D-C4_92	YXF_3_2-4	0.075
ZDM_D-A5_46	YXF_3_3-8	0
FDM_D-C5_42	YXF_3_5-3	0.325
BM_D-C4_75	YXF_3_5-6	0.125
FDM_D-C2_90	YXF_3_6-2	0.1
BM_D-C5_72	YXF_3_7-1	0.325
BM_D-C1_02	YXF_3_7-5	0.275
ZDM_D-A2_03	YXF_3_7-5	0.15
ZDM_D-A2_56	YXF_3_8-3	0.275
ZDM_D-A3_87	YXF_3_8-3	0.175
FDM_D-C2_80	YXF_3_9-4	0.425
FDM_D-C3_07	YXF_3_9-4	0.475
ZDM_D-C1_16	YXF_3_9-6	0.325
ZDM_D-A2_45	YXF_3_9-6	0.425
FDM_D-A1_27	YXF_3_9-7	1
FDM_D-A1_77	YXF_3_9-7	1
BM_D-C5_62	YXF_3_9-7	1
FDM_D-C2_40	YXF_3_9-7	1
ZDM_D-A3_56	YXF_3_9-7	1
FDM_D-A1_63	YXF_3_9-8	0.85
BM_D-C5_05	YXF_3_9-8	0.95
FDM_D-C4_61	YXF_3_9-8	0.875
FDM_D-C4_84	YXF_3_9-8	0.925
ZDM_D-A3_20	YXF_3_10-5	0.2
ZDM_D-C1_68	YXF_3_11-2	0.125
FDM_D-A1_61	YXF_3_11-5	0.975
ZDM_D-C1_96	YXF_3_11-5	0.975
FDM_D-C4_19	YXF_3_12-4	0.2
ZDM_D-A4_53	YXF_3_12-4	0.2
BM_D-C1_86	YXF_4_1-1	0.4
BM_D-C3_15	YXF_4_1-1	0.425
BM_D-C5_75	YXF_4_1-1	0.325
ZDM_D-C1_96	YXF_4_1-5	1
ZDM_D-A2_16	YXF_4_2-3	0.025
ZDM_D-C1_78	YXF_4_2-4	0.225
FDM_D-C2_79	YXF_4_2-4	0.275
ZDM_D-A2_45	YXF_4_2-4	0.175
FDM_D-A1_27	YXF_4_3-1	1
ZDM_D-C1_55	YXF_4_3-1	1
FDM_D-C2_40	YXF_4_3-1	1
ZDM_D-A3_56	YXF_4_3-1	1
BM_D-C4_31	YXF_4_3-5	0.675
ZDM_D-A4_41	YXF_4_3-6	0.475
FDM_D-C2_28	YXF_4_3-8	0.6
ZDM_D-A3_45	YXF_4_3-8	0.6
BM_D-C1_41	YXF_4_4-6	0.425
BM_D-C2_74	YXF_4_4-6	0.225
BM_D-C3_67	YXF_4_4-6	0.3
BM_D-C3_94	YXF_4_4-6	0.625
BM_D-C3_96	YXF_4_4-6	0.45
ZDM_D-A2_92	YXF_4_5-4	0.325
FDM_D-C5_28	YXF_4_6-6	0.3
ZDM_D-A3_68	YXF_4_6-6	0.45
ZDM_D-A3_78	YXF_4_6-6	0.4
ZDM_D-A5_44	YXF_4_6-6	0.375
ZDM_D-A5_48	YXF_4_6-6	0.35
ZDM_D-A4_17	YXF_4_7-5	0.475
FDM_D-A1_27	YXF_4_7-6	1
FDM_D-A1_77	YXF_4_7-6	1
FDM_D-C2_40	YXF_4_7-6	1
ZDM_D-A5_72	YXF_4_8-2	0.275
ZDM_D-A3_32	YXF_4_8-4	0.225
FDM_D-A1_27	YXF_4_8-5	1
FDM_D-A1_77	YXF_4_8-5	1
ZDM_D-C1_63	YXF_4_8-5	1
BM_D-C5_62	YXF_4_8-5	1
FDM_D-C2_40	YXF_4_8-5	1
BM_D-C5_42	YXF_4_8-7	0.025
FDM_D-C2_43	YXF_4_9-2	0.375
FDM_D-C3_60	YXF_4_9-4	0.475
BM_D-C1_45	YXF_4_9-6	0.4
BM_D-C5_26	YXF_4_9-6	0.425
BM_D-C4_71	YXF_4_10-2	0.375
ZDM_D-A4_94	YXF_4_10-2	0.325
ZDM_D-A5_44	YXF_4_10-5	0.35
ZDM_D-A5_65	YXF_4_10-5	0.25
FDM_D-C2_55	YXF_4_10-6	0.1
BM_D-C3_72	YXF_4_11-1	0.125
FDM_D-A1_89	YXF_4_11-2	0.025
ZDM_D-C1_44	YXF_4_11-2	0.275
ZDM_D-C1_58	YXF_4_11-2	0.3
FDM_D-A1_26	YXF_4_12-3	0.55
FDM_D-C3_22	YXF_4_12-3	0.475
FDM_D-A1_84	YXF_4_12-5	0.225
FDM_D-A1_56	YXS_3_2-5	0.85
FDM_D-C5_16	YXS_3_2-5	0.85
ZDM_D-A4_77	YXS_3_2-5	0.825
ZDM_D-A4_93	YXS_3_2-5	0.85
BM_D-C3_27	YXS_3_5-2	0.425
BM_D-C3_40	YXS_3_5-5	0.65
BM_D-C3_11	YXS_3_5-7	0.25
ZDM_D-A2_03	YXS_3_5-7	0.1
FDM_D-C2_74	YXS_3_6-5	0.9
FDM_D-C5_70	YXS_3_6-5	0.975
FDM_D-C2_18	YXS_3_6-8	0.75
FDM_D-C2_73	YXS_3_6-8	0.85
FDM_D-C3_84	YXS_3_6-8	0.75
FDM_D-C5_01	YXS_3_6-8	0.725
FDM_D-C5_47	YXS_3_6-8	0.775
FDM_D-C4_59	YXS_3_7-2	0.975
ZDM_D-A2_36	YXS_3_11-5	0.525
BM_D-C3_40	YXS_3_11-7	0.475
BM_D-C3_62	YXS_3_11-7	0.3
FDM_D-C5_15	YXS_3_12-6	0.95
BM_D-C1_43	ZXS_4_2-1	0.525
BM_D-C1_49	ZXS_4_2-1	0.35
BM_D-C1_77	ZXS_4_2-1	0.45
BM_D-C3_16	ZXS_4_2-1	0.525
BM_D-C3_25	ZXS_4_2-1	0.425
BM_D-C1_31	ZXS_4_2-2	0.925
FDM_D-A1_37	ZXS_4_2-2	0.975
FDM_D-C2_21	ZXS_4_2-2	0.95
FDM_D-C3_75	ZXS_4_2-2	1
ZDM_D-A4_96	ZXS_4_2-2	0.925
BM_D-C4_82	ZXS_4_2-5	0.4
FDM_D-C4_57	ZXS_4_2-5	0.025
BM_D-C3_20	ZXS_4_4-1	0.6
ZDM_D-A4_69	ZXS_4_4-4	0.225
ZDM_D-A3_52	ZXS_4_4-6	0.625
ZDM_D-A3_57	ZXS_4_4-6	0.525
ZDM_D-A3_90	ZXS_4_4-6	0.6
BM_D-C3_25	ZXS_4_4-8	0.45
BM_D-C3_48	ZXS_4_4-8	0.375
BM_D-C4_70	ZXS_4_5-7	0.275
BM_D-C2_45	ZXS_4_6-2	0.35
BM_D-C2_65	ZXS_4_6-2	0.425
BM_D-C4_47	ZXS_4_10-1	0.625
FDM_D-C2_86	ZXS_4_10-1	0.65
BM_D-C3_88	ZXS_4_10-4	0.2
BM_D-C5_75	ZXS_4_10-5	0.1
ZDM_D-A4_24	ZXS_4_10-5	0.225
ZDM_D-A5_34	ZXS_4_10-5	0.1
BM_D-C2_86	ZXS_4_12-4	0.225
FDM_D-C5_27	ZXS_4_12-4	0.3
ZDM_D-A5_21	ZXS_5_1-4	0.45
ZDM_D-C1_62	ZXS_5_1-8	0.4
ZDM_D-A2_26	ZXS_5_2-2	0.75
FDM_D-C3_57	ZXS_5_2-5	0.875
FDM_D-C4_72	ZXS_5_2-5	0.825
ZDM_D-C1_85	ZXS_5_2-8	0.425
FDM_D-C2_75	ZXS_5_2-8	0.25
BM_D-C5_03	ZXS_5_3-3	0.55
ZDM_D-C1_87	ZXS_5_3-5	0.65
BM_D-C2_14	ZXS_5_3-5	0.6
BM_D-C4_47	ZXS_5_3-5	0.65
BM_D-C1_04	ZXS_5_3-6	0.625
BM_D-C4_14	ZXS_5_3-6	0.5
FDM_D-C3_48	ZXS_5_3-6	0.3
BM_D-C2_72	ZXS_5_4-6	0.6
BM_D-C3_52	ZXS_5_4-6	0.475
BM_D-C4_91	ZXS_5_4-6	0.8
BM_D-C1_69	ZXS_5_5-4	1
FDM_D-A1_17	ZXS_5_5-4	0.9
BM_D-C5_24	ZXS_5_5-4	1
FDM_D-C4_78	ZXS_5_5-4	0.875
FDM_D-A1_48	ZXS_5_6-6	0.9
FDM_D-A1_80	ZXS_5_6-6	0.775
FDM_D-C2_35	ZXS_5_6-6	0.775
FDM_D-C4_12	ZXS_5_6-6	0.9
ZDM_D-A4_41	ZXS_5_6-6	0.925
FDM_D-A1_21	ZXS_5_7-4	0.9
FDM_D-A1_82	ZXS_5_7-4	0.825
FDM_D-C2_66	ZXS_5_7-4	0.75
FDM_D-C3_90	ZXS_5_7-4	0.875
FDM_D-C5_48	ZXS_5_7-4	0.95
FDM_D-C5_25	ZXS_5_7-7	0.525
BM_D-C1_59	ZXS_5_7-8	0.3
BM_D-C4_91	ZXS_5_7-8	0.375
BM_D-C2_28	ZXS_5_8-6	1
BM_D-C5_58	ZXS_5_8-6	1
FDM_D-C3_46	ZXS_5_8-6	1
FDM_D-C5_45	ZXS_5_8-6	1
ZDM_D-A3_56	ZXS_5_8-6	1
FDM_D-C3_35	ZXS_5_8-7	0.375
BM_D-C1_75	ZXS_5_9-5	0.2
FDM_D-C3_69	ZXS_5_11-5	0.85
FDM_D-C2_60	ZXS_5_12-1	0.675
ZDM_D-A2_23	ZXS_5_12-1	0.6
FDM_D-A1_09	ZXS_5_12-4	0.475
ZDM_D-A2_89	ZXS_5_12-4	0.5
ZDM_D-A3_09	ZXS_5_12-4	0.25
ZDM_D-A2_34	ZXS_5_12-5	0.2
FDM_D-C2_63	YXS_6_1-8	0.575
ZDM_D-C1_87	YXS_6_2-2	0.675
FDM_D-A1_93	YXS_6_2-7	0.85
BM_D-C5_24	YXS_6_2-7	0.9
ZDM_D-A4_35	YXS_6_2-7	0.875
BM_D-C2_02	YXS_6_2-8	0.4
BM_D-C2_40	YXS_6_2-8	0.375
BM_D-C2_76	YXS_6_2-8	0.5
BM_D-C3_04	YXS_6_2-8	0.25
ZDM_D-A5_05	YXS_6_3-8	0.225
BM_D-C3_11	YXS_6_4-7	0.225
ZDM_D-A4_52	YXS_6_5-1	0.375
ZDM_D-A5_86	YXS_6_5-1	0.5
FDM_D-A1_52	YXS_6_5-3	0.9
ZDM_D-C1_07	YXS_6_5-3	1
BM_D-C5_24	YXS_6_5-3	0.975
ZDM_D-A5_64	YXS_6_5-3	1
ZDM_D-C1_57	YXS_6_6-5	0.675
FDM_D-A1_13	YXS_6_7-4	0.725
ZDM_D-C1_28	YXS_6_7-4	0.7
FDM_D-C5_49	YXS_6_7-4	0.675
ZDM_D-A4_44	YXS_6_7-4	0.825
ZDM_D-A2_26	YXS_6_8-3	0.7
ZDM_D-A4_43	YXS_6_8-3	0.675
FDM_D-C3_72	YXS_6_8-5	0.975
FDM_D-C5_45	YXS_6_8-5	1
ZDM_D-A3_56	YXS_6_8-5	1
BM_D-C1_20	YXS_6_9-3	0.55
FDM_D-C4_80	YXS_6_9-3	0.625
ZDM_D-C1_57	YXS_6_9-6	0.475
FDM_D-C2_39	YXS_6_9-6	0.55
ZDM_D-C1_87	YXS_6_10-1	0.475
FDM_D-C2_39	YXS_6_10-1	0.3
FDM_D-C3_71	YXS_6_10-1	0.3
BM_D-C2_67	YXS_6_11-2	0.3
FDM_D-C4_96	YXS_6_11-2	0.4
ZDM_D-A2_26	YXS_6_12-1	0.75
ZDM_D-C1_87	YXS_6_12-2	0.75
BM_D-C2_66	YXS_6_12-3	0.4
BM_D-C2_76	YXS_6_12-3	0.475
BM_D-C4_38	YXS_6_12-3	0.05
BM_D-C1_14	YXS_6_12-6	0.1
BM_D-C2_02	YXS_6_12-6	0.325
BM_D-C2_03	YXS_6_12-6	0.3
FDM_D-A1_93	YXS_7_1-6	0.95
FDM_D-C4_72	YXS_7_1-6	0.8
FDM_D-C4_78	YXS_7_1-6	0.775
ZDM_D-A4_35	YXS_7_1-6	0.9
BM_D-C1_40	YXS_7_2-5	0.225
BM_D-C3_46	YXS_7_2-5	0.25
FDM_D-C5_23	YXS_7_2-5	0.275
ZDM_D-A3_62	YXS_7_2-5	0.25
FDM_D-C4_62	YXS_7_2-6	0.175
BM_D-C1_32	YXS_7_2-8	0
FDM_D-C2_01	YXS_7_2-8	0.175
ZDM_D-A5_03	YXS_7_2-8	0.125
FDM_D-A1_09	YXS_7_3-3	0.2
ZDM_D-A3_17	YXS_7_3-3	0.175
ZDM_D-A5_02	YXS_7_3-3	0.3
FDM_D-C3_48	YXS_7_3-5	0.125
ZDM_D-A2_28	YXS_7_3-5	0.325
ZDM_D-C1_48	YXS_7_5-2	0.175
ZDM_D-C1_56	YXS_7_5-2	0.125
FDM_D-C3_48	YXS_7_5-2	0.2
ZDM_D-A3_82	YXS_7_5-2	0.25
FDM_D-A1_65	YXS_7_5-8	0.4
FDM_D-C2_78	YXS_7_5-8	0.35
BM_D-C1_45	YXS_7_7-5	0.3
BM_D-C1_80	YXS_7_7-5	0.4
BM_D-C2_93	YXS_7_7-5	0.4
BM_D-C3_79	YXS_7_7-5	0.225
FDM_D-C4_80	YXS_7_9-6	0.75
ZDM_D-A5_41	YXS_7_9-6	0.7
ZDM_D-A5_53	YXS_7_9-6	0.7
ZDM_D-C1_07	YXS_7_10-1	0.95
FDM_D-C3_69	YXS_7_10-1	0.775
ZDM_D-A5_64	YXS_7_10-1	0.95
BM_D-C1_36	YXS_7_10-4	0.075
BM_D-C2_14	YXS_7_10-7	0.525
ZDM_D-A5_68	YXS_7_10-7	0.625
ZDM_D-C1_57	YXS_7_11-1	0.65
FDM_D-C2_86	YXS_7_11-1	0.55
ZDM_D-A4_43	YXS_7_11-1	0.725
BM_D-C2_25	YXS_7_11-3	0.425
FDM_D-C5_08	YXS_8_1-4	0.025
BM_D-C1_46	YXS_8_2-1	1
FDM_D-C2_31	YXS_8_2-1	1
FDM_D-C3_46	YXS_8_2-1	1
BM_D-C2_72	YXS_8_2-2	0.325
BM_D-C4_49	YXS_8_3-3	0.225
FDM_D-A1_26	YXS_8_7-4	0.375
BM_D-C4_14	YXS_8_7-4	0.3
FDM_D-C5_10	YXS_8_7-4	0.325
FDM_D-A1_10	YXS_8_7-6	0.9
FDM_D-A1_21	YXS_8_7-6	0.95
FDM_D-C2_18	YXS_8_7-6	0.875
FDM_D-C5_44	YXS_8_7-6	0.9
FDM_D-C5_81	YXS_8_7-6	1
FDM_D-C3_05	YXS_8_7-7	0.35
ZDM_D-C1_53	YXS_8_8-2	0.575
FDM_D-C4_38	YXS_8_9-3	0.35
FDM_D-C5_55	YXS_8_11-3	0.275
ZDM_D-A4_89	YXS_8_11-3	0.3
