	ABratio	cleanReads	mpRatio	nGene	nUMI	mitoRatio	ERCCratio	avgCor	doublet	filter
SEZC-1_01	0.989206506392752	5906552	0.874	7093	58820	0.0755865351921115	0.0141537771615492	0.372064825535703	FALSE	TRUE
SEZC-1_02	0.931515029152824	862315	0.8384	2122	6564	0.0679463741620963	0.138189598387408	0.308396672456789	FALSE	TRUE
SEZC-1_03	0.97037174327473	672564	0.8511	2438	6792	0.0534452296819788	0.137881733153031	0.320545386321274	FALSE	TRUE
SEZC-1_05	0.920534893439198	128426	0.6343	795	1174	0.0647359454855196	0.930088694646185	0.250677539309661	FALSE	FALSE
SEZC-1_06	0.986934063447882	2004305	0.8681	4051	16293	0.0419198428773093	0.0721294047402563	0.358356355320778	FALSE	TRUE
SEZC-1_07	0.869155646109633	165605	0.7554	652	948	0.0464135021097046	0.959724182864589	0.229850064950952	FALSE	FALSE
SEZC-1_08	0.991395179949672	4638181	0.8826	6032	47241	0.0757392942571072	0.0175062867880731	0.360343126576994	FALSE	TRUE
SEZC-1_09	0.97156086368792	1919141	0.8574	3989	18330	0.10911074740862	0.0683732344095779	0.337611942666616	FALSE	TRUE
SEZC-1_10	0.779818531969171	229971	0.6809	265	1260	0.0293650793650794	0.456439800656087	0.169135756369097	FALSE	FALSE
SEZC-1_11	0.919094758125056	110924	0.729	432	557	0.0233393177737881	0.986140479028104	0.198320362681602	FALSE	FALSE
SEZC-1_13	0.975475266985723	722468	0.8182	1966	6227	0.184358439055725	0.166959685390423	0.302682521602666	FALSE	FALSE
SEZC-1_14	0.916038463010239	202036	0.6757	669	926	0.0356371490280778	0.951478522160759	0.235951914837236	FALSE	FALSE
SEZC-1_15	0.974821085704311	1701315	0.8676	3394	14104	0.0347419171866137	0.0646753275074375	0.348993476720163	FALSE	TRUE
SEZC-1_16	0.982594829669002	1267909	0.8562	3485	11414	0.0529174697739618	0.0621632956288344	0.349163596379734	FALSE	TRUE
SEZC-1_17	0.962637455284449	2237760	0.8549	3805	16018	0.0558122112623299	0.0764640820606935	0.330203467692412	FALSE	TRUE
SEZC-1_18	0.870767853761812	59079	0.799	1066	1659	0.0644966847498493	0.131896472322004	0.226591845711471	FALSE	FALSE
SEZC-1_19	0.984196465710676	1156878	0.866	3426	11125	0.0576179775280899	0.0840627634053038	0.347095088230609	FALSE	TRUE
SEZC-1_21	0.990034241759422	4231858	0.8567	5976	38879	0.104632320790144	0.0262569181328588	0.356760120735125	FALSE	TRUE
SEZC-1_22	0.974442542615302	1612946	0.8355	3238	12554	0.329297435080452	0.129141384504631	0.31415300747582	FALSE	FALSE
SEZC-1_23	0.987610022839419	2125079	0.8728	4058	17635	0.0318684434363482	0.0576185418633797	0.364120538685156	FALSE	TRUE
SEZC-1_24	0.985662684859186	1592282	0.8597	4111	15392	0.0377468814968815	0.0458123140664396	0.361145145750588	FALSE	TRUE
SEZC-1_25	0.735480965249135	180292	0.5955	1007	1602	0.0318352059925094	0.949532613480411	0.260642212041743	FALSE	FALSE
SEZC-1_26	0.659926406776131	143470	0.4546	357	536	0.0783582089552239	0.875060532687651	0.160399045940786	FALSE	FALSE
SEZC-1_27	0.983759139547667	1143369	0.8709	3596	11865	0.0356510745891277	0.0877040234314783	0.353524690780642	FALSE	TRUE
SEZC-1_29	0.983584669282102	1699744	0.864	3641	14271	0.0434447480905332	0.0742770799508672	0.359148878434014	FALSE	TRUE
SEZC-1_30	0.984748361508138	2316009	0.8688	3960	17777	0.0535523429150025	0.0544734852033328	0.352433140267764	FALSE	TRUE
SEZC-1_31	0.823746728598858	153317	0.6923	644	937	0.0544290288153682	0.901695662319479	0.228975747696186	FALSE	FALSE
SEZC-1_32	0.980292952258946	1683869	0.8661	4076	15873	0.0292320292320292	0.0416386613456557	0.365825727143582	FALSE	TRUE
SEZC-1_33	0.928359197777668	1055632	0.8385	2634	9415	0.0571428571428571	0.106944944352778	0.312875395728319	FALSE	TRUE
SEZC-1_34	0.688141292642786	163638	0.6188	297	449	0.0712694877505568	0.991819364967877	0.168257974384885	FALSE	FALSE
SEZC-1_35	0.948219820377592	575380	0.8353	2346	8276	0.236104398260029	0.105262358915194	0.287094964605893	FALSE	FALSE
SEZC-1_37	0.922178006721841	135238	0.6462	913	1396	0.0515759312320917	0.925328159828284	0.256141314846897	FALSE	FALSE
SEZC-1_38	0.989415483673655	3228882	0.8768	5841	31070	0.0258126810428066	0.0306389400683545	0.346258251939271	FALSE	TRUE
SEZC-1_39	0.840591305075351	194806	0.7561	683	1252	0.0846645367412141	0.754121342253296	0.236499465491798	FALSE	FALSE
SEZC-1_40	0.87291544045517	128397	0.6489	818	1213	0.0222588623248145	0.934597675572976	0.244106993592405	FALSE	FALSE
SEZC-1_41	0.916041315532268	910528	0.8491	3558	21446	0.0501725263452392	0.108453645633685	0.354745945679525	FALSE	TRUE
SEZC-1_42	0.613083543637843	185327	0.519	664	1211	0.0635838150289017	0.978172934893762	0.22035941757792	FALSE	FALSE
SEZC-1_43	0.955073672317904	358696	0.8225	1744	7284	0.0797638660076881	0.22085445026178	0.297862959953165	FALSE	TRUE
SEZC-1_45	0.989260791790139	2954857	0.8596	5213	65236	0.018502054080569	0.038578359407045	0.370444705563705	FALSE	TRUE
SEZC-1_46	0.986899492609712	2778800	0.8698	5240	50710	0.0811871425754289	0.0395713941781812	0.353975672523862	FALSE	TRUE
SEZC-1_47	0.988447655992135	3034424	0.8746	4957	35173	0.0446933727575129	0.0452998643976978	0.362200694185625	FALSE	TRUE
SEZC-1_48	0.984042513596282	1623670	0.8701	4225	36118	0.0374328589622903	0.0433640223122388	0.364091707291248	FALSE	TRUE
SEZC-1_49	0.979021140562239	3690125	0.8632	5042	44906	0.0692780474769518	0.031099657649308	0.352122073716354	FALSE	TRUE
SEZC-1_50	0.668504541962308	163403	0.5189	360	763	0.0576671035386632	0.789010006443045	0.176439853461505	FALSE	FALSE
SEZC-1_51	0.981834538360185	1165478	0.8694	3413	14701	0.0371403305897558	0.0688787268982705	0.351301635995119	FALSE	TRUE
SEZC-1_53	0.988194281531806	2441894	0.8686	4011	20290	0.0262690980778709	0.0604304004719623	0.35295482759378	FALSE	TRUE
SEZC-1_54	0.989135449399347	4330414	0.8545	4598	37508	0.0957129145782233	0.0310432974029089	0.337328161996874	FALSE	TRUE
SEZC-1_55	0.987430873544364	3936271	0.869	5084	31403	0.108970480527338	0.0422020006363558	0.342249496499815	FALSE	TRUE
SEZC-1_56	0.983053426542898	2142882	0.8718	4212	23067	0.0421381193913383	0.0372034375619571	0.368714750054707	FALSE	TRUE
SEZC-1_57	0.982073524106009	4275839	0.8778	6282	102011	0.0426130515336581	0.0206642424772523	0.363683488840554	FALSE	TRUE
SEZC-1_58	0.957564940387036	1717547	0.8319	3513	38259	0.16142606968295	0.0726361527906145	0.321280907618067	FALSE	FALSE
SEZC-1_59	0.961132546939143	822730	0.8672	4038	19304	0.0281288852051388	0.0625627656972781	0.357369397128881	FALSE	TRUE
SEZC-1_61	0.988854135029539	2571981	0.8614	4691	51997	0.0239629209377464	0.0430243870314993	0.370892079174033	FALSE	TRUE
SEZC-1_62	0.977483320564316	1363667	0.8596	3740	24682	0.0686735272668341	0.118892527397179	0.348975460659143	FALSE	TRUE
SEZC-1_63	0.933158651870119	371757	0.8234	1708	3914	0.104752171691364	0.451625201208664	0.291534450338107	FALSE	FALSE
SEZC-1_64	0.890536215205351	127719	0.6266	1658	3348	0.034647550776583	0.886993100465866	0.310261359021285	FALSE	FALSE
SEZC-1_65	0.95157708064514	1674010	0.857	3986	16721	0.0327731595000299	0.0706839611688597	0.362185125019724	FALSE	TRUE
SEZC-1_66	0.664367841828909	210486	0.5382	489	821	0.0876979293544458	0.97592146507151	0.197128789650181	FALSE	FALSE
SEZC-1_67	0.902089955735124	148878	0.6991	663	928	0.040948275862069	0.977637006482027	0.231850546134197	FALSE	FALSE
SEZC-1_69	0.946355371934203	280644	0.5364	1334	2260	0.0469026548672566	0.941799463067412	0.285511935943091	FALSE	FALSE
SEZC-1_70	0.987184965629667	3475789	0.8752	4429	28761	0.0652619867181252	0.0383787307258402	0.343917668696415	FALSE	TRUE
SEZC-1_71	0.990135860199289	5259432	0.875	5052	39114	0.0546863015799969	0.0327231904245747	0.346934096900722	FALSE	TRUE
SEZC-1_72	0.981429931873123	1442033	0.8665	3513	16037	0.0493857953482572	0.0535620895189108	0.355960701034215	FALSE	TRUE
SEZC-1_73	0.957768465874129	1796633	0.8488	3399	16437	0.0669221877471558	0.0592663119264022	0.333415180892027	FALSE	TRUE
SEZC-1_74	0.931879955797677	1112906	0.7913	486	7776	0.0205761316872428	0.0845862352893009	0.197866775161761	FALSE	FALSE
SEZC-1_75	0.983263132543796	1565281	0.852	3885	15646	0.116068004601815	0.0712156005577204	0.33242654147763	FALSE	TRUE
SEZC-1_77	0.988264058486901	2870119	0.8636	4422	20947	0.0386212822838593	0.0481905576774595	0.356801156608309	FALSE	TRUE
SEZC-1_78	0.984568529936356	1834425	0.8671	3334	16635	0.0541629095281034	0.0787420363355725	0.351154296288074	FALSE	TRUE
SEZC-1_79	0.894123861854392	301703	0.7716	843	1534	0.277705345501956	0.705887532801465	0.227708500668051	FALSE	FALSE
SEZC-1_80	0.977970544447821	1316252	0.8593	3498	14746	0.0428590804285908	0.0749656602884324	0.350373296228551	FALSE	TRUE
SEZC-1_81	0.95415926349955	1465862	0.8618	3985	32337	0.0445001082351486	0.068092021567494	0.350690352965838	FALSE	TRUE
SEZC-1_82	0.939303120797564	1333429	0.8363	3083	27645	0.0585639356122264	0.0854344839273933	0.334524066061371	FALSE	TRUE
SEZC-1_83	0.908107697854012	124428	0.7289	771	1386	0.0447330447330447	0.833267224282142	0.245935115354403	FALSE	FALSE
SEZC-1_85	0.983509966077645	1341109	0.8572	3884	33620	0.0350981558596074	0.0692680367597998	0.356108128635198	FALSE	TRUE
SEZC-1_86	0.98111064274263	1448305	0.857	3709	30380	0.0524687294272548	0.0660225981804114	0.352128425482619	FALSE	TRUE
SEZC-1_87	0.871923966867402	152668	0.7698	983	1565	0.0511182108626198	0.935234035614875	0.253894587305278	FALSE	FALSE
SEZC-1_88	0.984970501393628	1343474	0.8663	4258	36330	0.0460776218001652	0.062134691208813	0.360433525977329	FALSE	TRUE
SEZC-1_89	0.967940779254056	1688695	0.856	4826	25353	0.0395613931290183	0.0522811267022383	0.359053725208758	FALSE	TRUE
SEZC-1_90	0.95474201182113	1189551	0.8355	2153	8714	0.0916915308698646	0.13641032664521	0.262829668086879	FALSE	TRUE
SEZC-1_91	0.980748317142677	783938	0.859	3406	13022	0.0607433573951774	0.070378795524949	0.350923439470361	FALSE	TRUE
SEZC-1_93	0.990088462713358	2221039	0.8453	5529	37816	0.149672096467104	0.0330157033909991	0.348926781986786	FALSE	TRUE
SEZC-1_94	0.977561252597497	933135	0.8509	2978	11461	0.0502573946427013	0.0855962561711961	0.335442356973416	FALSE	TRUE
SEZC-1_95	0.981412539963362	1218062	0.8447	3047	10688	0.114801646706587	0.106036934728973	0.317602271640837	FALSE	TRUE
SEZC-1_96	0.979515635810747	1058334	0.8563	4150	18750	0.07744	0.0494742955560451	0.351700518125325	FALSE	TRUE
SEZC-2_01	0.959095796281591	1680289	0.8886	3882	14712	0.0285481239804241	0.050378468800492	0.359846946754987	FALSE	TRUE
SEZC-2_02	0.6213677071559	160953	0.6128	1170	1992	0.0311244979919679	0.947578680697652	0.272052918548218	FALSE	FALSE
SEZC-2_03	0.877453531813503	92243	0.7825	795	1198	0.0317195325542571	0.932005379055303	0.246862402922548	FALSE	FALSE
SEZC-2_05	0.938973545905634	806432	0.8409	1921	7557	0.0591504565303692	0.129142632950932	0.302535327524307	FALSE	TRUE
SEZC-2_06	0.907022945106012	189646	0.6679	1018	1573	0.0216147488874762	0.964246021722657	0.270890339143833	FALSE	FALSE
SEZC-2_07	0.985804485086	3091105	0.8909	4393	22231	0.0397193108722055	0.0429515861352986	0.364650478581635	FALSE	TRUE
SEZC-2_08	0.971407301079247	494277	0.8425	969	5118	0.00449394294646346	0.13245770707878	0.2616046533618	FALSE	FALSE
SEZC-2_09	0.864672575001631	581129	0.8346	1139	6916	0.0271833429728167	0.174792837854206	0.277939167416703	FALSE	FALSE
SEZC-2_10	0.59912164970812	151810	0.6069	891	1408	0.0440340909090909	0.974431914389244	0.267234234950904	FALSE	FALSE
SEZC-2_11	0.986289505351827	2819146	0.8856	6044	43434	0.0588248837316388	0.0260370781045639	0.363701524525745	FALSE	TRUE
SEZC-2_13	0.981731759251926	1927213	0.8817	4055	16699	0.0555123061261153	0.0978655492058842	0.355084222214675	FALSE	TRUE
SEZC-2_14	0.927020430840052	164243	0.7677	872	1315	0.0152091254752852	0.952361145772676	0.25557827840679	FALSE	FALSE
SEZC-2_15	0.983682910450399	2821781	0.876	4812	25158	0.153748310676524	0.0452203051246113	0.341509607757397	FALSE	FALSE
SEZC-2_16	0.969218476867761	1201371	0.8655	2866	9431	0.0584243452444067	0.0773616890121745	0.325132276788966	FALSE	TRUE
SEZC-2_17	0.956687240268522	1310587	0.8824	3452	10557	0.0416785071516529	0.0820409434628041	0.352340858013172	FALSE	TRUE
SEZC-2_18	0.686657831169318	234097	0.6508	1278	2868	0.24721059972106	0.671459478571248	0.286615565331642	FALSE	FALSE
SEZC-2_19	0.95074197809028	329043	0.8552	781	2987	0.0157348510210914	0.229948312557008	0.250898019448414	FALSE	FALSE
SEZC-2_21	0.960217061674086	796396	0.7894	2461	6890	0.0822931785195936	0.149443690378329	0.328601541976598	FALSE	TRUE
SEZC-2_22	0.969615824599742	1691588	0.868	3919	17041	0.0707704946892788	0.06614029990525	0.351684812838458	FALSE	TRUE
SEZC-2_23	0.972782819539403	1697353	0.8789	3457	11024	0.0426342525399129	0.102791074004991	0.345612805052125	FALSE	TRUE
SEZC-2_24	0.966155049227867	1212647	0.8715	3406	12251	0.0721573749081708	0.0670985467977663	0.351261448203046	FALSE	TRUE
SEZC-2_25	0.981905671745491	3673623	0.8895	5555	39525	0.0681087919038583	0.0240791440668146	0.359290150217822	FALSE	TRUE
SEZC-2_26	0.617943757341256	190921	0.5256	942	1412	0.0212464589235127	0.953271623962507	0.261793088985548	FALSE	FALSE
SEZC-2_27	0.971031332962147	954989	0.8895	3562	11443	0.0303242156777069	0.080847270928518	0.355344911674823	FALSE	TRUE
SEZC-2_29	0.970382477980571	1534460	0.877	3646	12625	0.0468910891089109	0.0543800740553345	0.356759209379672	FALSE	TRUE
SEZC-2_30	0.970326157514197	1352694	0.876	3452	12030	0.0766417290108063	0.10527242830209	0.345043860963273	FALSE	TRUE
SEZC-2_31	0.983608755159444	2557983	0.8972	4296	18390	0.0353452963567156	0.0562209821605899	0.365334530724328	FALSE	TRUE
SEZC-2_32	0.980190561822494	1216437	0.8744	3795	15631	0.0371697268248992	0.0408797215249845	0.359188382762908	FALSE	TRUE
SEZC-2_33	0.853612351912993	181524	0.8076	2103	4654	0.0928233777395789	0.114185102720798	0.319383907220953	FALSE	FALSE
SEZC-2_34	0.684994989467656	195516	0.6583	667	996	0.108433734939759	0.950831755969715	0.234700536302775	FALSE	FALSE
SEZC-2_35	0.97353525175592	1092008	0.883	4113	13944	0.0453958691910499	0.0737741847020042	0.359761330648504	FALSE	TRUE
SEZC-2_37	0.987620870381233	5819382	0.8771	6499	68437	0.0597337697444365	0.0158822610308753	0.362791717866849	FALSE	TRUE
SEZC-2_38	0.980064341306314	2562983	0.8984	4256	24039	0.0327800657265277	0.0354260224353643	0.368215439985402	FALSE	TRUE
SEZC-2_39	0.985713312437851	3036860	0.8925	4701	26072	0.0438401350107395	0.0455835981679964	0.370475604224589	FALSE	TRUE
SEZC-2_40	0.971365695612987	1113495	0.8709	3081	12906	0.0497443049744305	0.073082812564665	0.334885951384253	FALSE	TRUE
SEZC-2_41	0.599964739069111	160187	0.6209	1384	2672	0.0190868263473054	0.947391500298427	0.298109481833044	FALSE	FALSE
SEZC-2_42	0.931689463581393	1489760	0.8639	3306	29793	0.0457825663746518	0.083891853332581	0.345676126450189	FALSE	TRUE
SEZC-2_43	0.938606018376161	412882	0.7851	1582	6279	0.433827042522695	0.307809373502804	0.281716416293384	FALSE	FALSE
SEZC-2_45	0.989174880916209	5055703	0.1524	3469	19174	0.0664962970689475	0.148926024580953	0.35426673693156	FALSE	FALSE
SEZC-2_46	0.970691200430658	2060411	0.88	4158	25689	0.033010237844992	0.0682517166957329	0.355140462839554	FALSE	TRUE
SEZC-2_47	0.984584883526461	2974255	0.8911	4955	42981	0.0249412531118401	0.0443201312094437	0.377452733603157	FALSE	TRUE
SEZC-2_48	0.97463565040561	941335	0.8423	1729	21276	0.0073792066177853	0.0824818156860261	0.306198749152871	FALSE	TRUE
SEZC-2_49	0.772185452969813	210569	0.6976	928	1768	0.0701357466063348	0.645197777982589	0.265003906822601	FALSE	FALSE
SEZC-2_50	0.92676240287709	1220100	0.851	2653	11337	0.0680074093675576	0.0948265496112286	0.327200742571007	FALSE	TRUE
SEZC-2_51	0.968525121292045	556904	0.8635	684	6327	0.012012012012012	0.141816074819791	0.219738754711183	FALSE	FALSE
SEZC-2_53	0.984152400152632	2697150	0.8948	4802	29791	0.0314524520828438	0.0489053864071608	0.370524233233382	FALSE	TRUE
SEZC-2_54	0.975084269132264	1635284	0.8831	2928	13286	0.0441065783531537	0.0819644009349092	0.329403925793918	FALSE	TRUE
SEZC-2_55	0.968468014132457	1513482	0.8641	2084	13785	0.0385201305767138	0.110655479725113	0.30338463942744	FALSE	TRUE
SEZC-2_56	0.981613872278969	2463915	0.8922	4655	23556	0.0417727967396842	0.0363867038822634	0.368183195106038	FALSE	TRUE
SEZC-2_57	0.910030574093611	773161	0.8116	1456	15304	0.0107161526398327	0.192742077845009	0.290622346092456	FALSE	TRUE
SEZC-2_58	0.939471366701652	976397	0.865	2716	19255	0.0427940794598805	0.108786874317142	0.321944450236657	FALSE	TRUE
SEZC-2_59	0.85702579142586	109815	0.8028	1210	2410	0.0340248962655602	0.853793521427774	0.286348422462268	FALSE	FALSE
SEZC-2_61	0.925273584152089	175971	0.6418	1747	3556	0.0354330708661417	0.939636577554088	0.309630757767086	FALSE	FALSE
SEZC-2_62	0.97242360296076	1237651	0.8745	3310	22292	0.0347658352772295	0.0693201297252124	0.350610573221641	FALSE	TRUE
SEZC-2_63	0.972740129364369	1883857	0.8817	3908	28726	0.0455684745526701	0.0670819625051208	0.350384487486693	FALSE	TRUE
SEZC-2_64	0.988435381148848	2384505	0.8907	4801	52033	0.0228701016662503	0.0372011976141665	0.367249101079049	FALSE	TRUE
SEZC-2_65	0.954793710263035	2085203	0.8795	3767	18295	0.0329051653457229	0.0980681600241639	0.356210710418512	FALSE	TRUE
SEZC-2_66	0.941658332207981	1557092	0.8565	3333	12000	0.0590833333333333	0.0877864964512754	0.345477896466528	FALSE	TRUE
SEZC-2_67	0.979896440724046	1797688	0.888	4491	19415	0.0421323718774144	0.0453966639070921	0.361873356007066	FALSE	TRUE
SEZC-2_69	0.981326714687591	1776574	0.8493	3659	15058	0.0305485456235888	0.0729886802578896	0.356262341266653	FALSE	TRUE
SEZC-2_70	0.982223500913501	3136265	0.8869	4465	25649	0.031190299816757	0.0350439305169331	0.37047014573659	FALSE	TRUE
SEZC-2_71	0.985362550769627	3375444	0.8906	5031	26723	0.051079594356921	0.0384567558938684	0.367764476684787	FALSE	TRUE
SEZC-2_72	0.969366441239996	1644406	0.8758	4159	16358	0.0539797041203081	0.0393645654307405	0.356047664810976	FALSE	TRUE
SEZC-2_73	0.964574816198711	1580196	0.8804	3866	14824	0.0252968159740961	0.0693480659219632	0.358345147761942	FALSE	TRUE
SEZC-2_74	0.934154305865006	1628765	0.8688	3487	14843	0.0338880280266792	0.0637194264958619	0.350277529604028	FALSE	TRUE
SEZC-2_75	0.971689424905987	1085218	0.884	3625	15594	0.0483519302295755	0.0619378604551838	0.349901569377993	FALSE	TRUE
SEZC-2_77	0.984401441208514	2054950	0.8873	4310	18766	0.0384205477992113	0.0399485788379151	0.360760116498271	FALSE	TRUE
SEZC-2_78	0.936002713357998	351398	0.798	1474	3714	0.194399569197631	0.344363771500202	0.295513568606515	FALSE	FALSE
SEZC-2_79	0.982017375498918	2925986	0.8976	3780	12790	0.045113369820172	0.0812836747239453	0.341430898595578	FALSE	TRUE
SEZC-2_80	0.98012351813729	1967244	0.8865	4695	21380	0.0563610851262863	0.0421354652358155	0.357679582196874	FALSE	TRUE
SEZC-2_81	0.712189878373267	137059	0.6513	838	1380	0.0442028985507246	0.962436920586338	0.250222321057831	FALSE	FALSE
SEZC-2_82	0.83183686214735	396912	0.7936	711	7072	0.0042420814479638	0.278628964017327	0.243197866833267	FALSE	FALSE
SEZC-2_83	0.972968901213667	949436	0.8771	3797	21831	0.0709999541935779	0.0818891374429216	0.348007651997186	FALSE	TRUE
SEZC-2_85	0.984019898884863	1964849	0.8811	5044	43579	0.0292342642098258	0.0503472669612167	0.37426640352721	FALSE	TRUE
SEZC-2_86	0.984033683262974	1854797	0.8928	3964	31289	0.0311291508197769	0.066119845910387	0.356282746529203	FALSE	TRUE
SEZC-2_87	0.982120688826916	1886046	0.888	4611	34199	0.0411123132255329	0.0696009767563785	0.362792288177996	FALSE	TRUE
SEZC-2_88	0.979916863932142	1140991	0.8746	3846	27708	0.038039555363072	0.0695497618272128	0.360337233726695	FALSE	TRUE
SEZC-2_89	0.63594816883923	98370	0.6197	714	1259	0.119142176330421	0.939660934556724	0.236897655930909	FALSE	FALSE
SEZC-2_90	0.74198385960507	121162	0.5347	542	778	0.0295629820051414	0.932558821612462	0.218183754160238	FALSE	FALSE
SEZC-2_91	0.959560830571261	454385	0.8702	2777	7955	0.0731615336266499	0.100665805065056	0.323174762409532	FALSE	TRUE
SEZC-2_93	0.983804227346716	931191	0.8185	3415	15088	0.07283934252386	0.0594799373227284	0.342572764537052	FALSE	TRUE
SEZC-2_94	0.878990463346498	113201	0.7389	664	941	0.0223166843783209	0.964482029598309	0.237653341319411	FALSE	FALSE
SEZC-2_95	0.969702630815709	1065470	0.8599	2434	9322	0.129156833297576	0.0888597249630712	0.294609953328939	FALSE	TRUE
SEZC-2_96	0.978918138621008	883308	0.8445	2275	9501	0.11577728660141	0.0612498873153346	0.300379545358614	FALSE	TRUE
SEZC-3_01	0.74660910134131	179719	0.7404	650	1063	0.0150517403574788	0.781206907197398	0.234106010770942	FALSE	FALSE
SEZC-3_02	0.830555314826049	396656	0.8246	400	2110	0.0180094786729858	0.298524638216104	0.191436139677203	FALSE	FALSE
SEZC-3_03	0.977391662284474	1182740	0.9136	3174	12151	0.0301209776973089	0.0732853869312007	0.341385473563699	FALSE	TRUE
SEZC-3_05	0.984408034668637	2466630	0.907	3734	18515	0.042128004320821	0.0548549118258885	0.35461890138955	FALSE	TRUE
SEZC-3_06	0.987591298897146	4895312	0.9105	6259	42398	0.134157271569414	0.0272214740154014	0.355169478735299	FALSE	TRUE
SEZC-3_07	0.983163147132845	2288537	0.9093	3791	16332	0.0463507225079598	0.0702094821294779	0.337428035564284	FALSE	TRUE
SEZC-3_08	0.986649490893643	1600657	0.9123	3952	15820	0.0449431099873578	0.0584214776392876	0.358287804096709	FALSE	TRUE
SEZC-3_09	0.973611065812886	2442001	0.8996	3483	12712	0.0281623662680931	0.0559879145080058	0.322654608398831	FALSE	TRUE
SEZC-3_10	0.94014584703241	922016	0.8511	590	6551	0.0267134788581896	0.16159815419624	0.192553365988282	FALSE	FALSE
SEZC-3_11	0.972451118981554	1383521	0.9151	4023	15255	0.045099967223861	0.0495447520623538	0.361254317576074	FALSE	TRUE
SEZC-3_13	0.962510290544746	1095772	0.8801	2626	8119	0.0634314570759946	0.126094938789254	0.318804468347932	FALSE	TRUE
SEZC-3_14	0.927910702904896	189942	0.7587	566	774	0.0529715762273902	0.964273185704889	0.209534872516298	FALSE	FALSE
SEZC-3_15	0.845911907053672	150784	0.8419	443	585	0.0188034188034188	0.988010855036656	0.190533453959984	FALSE	FALSE
SEZC-3_16	0.989810291239696	2942191	0.9097	4698	31439	0.0448169471039155	0.0244763496765022	0.341318129487332	FALSE	TRUE
SEZC-3_17	0.956819832999275	1656695	0.9063	3851	16926	0.0551813777620229	0.0503416023368428	0.33966799168986	FALSE	TRUE
SEZC-3_18	0.730708986421412	168327	0.5531	460	716	0.0209497206703911	0.969311302967153	0.212270242151968	FALSE	FALSE
SEZC-3_19	0.97698005651135	559028	0.8784	718	5972	0.021098459477562	0.146621553122466	0.228922242155852	FALSE	FALSE
SEZC-3_21	0.962512263054318	2043375	0.8844	4450	16742	0.0719746744713893	0.0398952779429167	0.358297707359395	FALSE	TRUE
SEZC-3_22	0.979351635679919	2130694	0.9108	4416	20446	0.0434803873618312	0.051863011184463	0.36151230655952	FALSE	TRUE
SEZC-3_23	0.790045072147102	182621	0.8587	742	1058	0.0141776937618147	0.971212735949303	0.242147613393844	FALSE	FALSE
SEZC-3_24	0.973073544688123	1672724	0.9056	3895	14037	0.0271425518273135	0.0428771550100979	0.349846430548027	FALSE	TRUE
SEZC-3_25	0.962704590612815	2011354	0.9092	3984	18757	0.0267100282561177	0.0524327717523431	0.360805392409164	FALSE	TRUE
SEZC-3_26	0.697146692489381	154797	0.6234	278	432	0.037037037037037	0.985767206083057	0.176343628523504	FALSE	FALSE
SEZC-3_27	0.934331510934394	90084	0.8298	293	394	0.0406091370558376	0.96225849633374	0.177053226916371	FALSE	FALSE
SEZC-3_29	0.986599146610317	2775585	0.9124	4212	18642	0.0419482888102135	0.0645324569399798	0.356817612580574	FALSE	TRUE
SEZC-3_30	0.875399283709225	167024	0.7573	713	992	0.0211693548387097	0.968332697443724	0.228482703670315	FALSE	FALSE
SEZC-3_31	0.979268884058594	1880529	0.9108	3311	14069	0.0376714762954012	0.0666239249769536	0.34571924945282	FALSE	TRUE
SEZC-3_32	0.989399126501631	2627749	0.9179	4774	29037	0.0482143472121776	0.0191426019800546	0.359442938679312	FALSE	TRUE
SEZC-3_33	0.949513950536672	747186	0.8683	2544	8678	0.158561880617654	0.133636291124041	0.303278064969094	FALSE	FALSE
SEZC-3_34	0.692599690619869	155237	0.6761	278	428	0.0327102803738318	0.981784098781531	0.177262029042117	FALSE	FALSE
SEZC-3_35	0.985889023004549	1163503	0.9135	3522	16418	0.0521988061883299	0.0595530467432756	0.352607172334818	FALSE	TRUE
SEZC-3_37	0.931481730956337	148902	0.5983	457	617	0.0259319286871961	0.98663424908663	0.209695829783592	FALSE	FALSE
SEZC-3_38	0.903021040642464	431562	0.8685	1192	2324	0.0709982788296041	0.36669297975676	0.246809954175033	FALSE	TRUE
SEZC-3_39	0.869281425978499	172163	0.8527	456	672	0.0476190476190476	0.958204293852341	0.208828105511414	FALSE	FALSE
SEZC-3_40	0.852114556738914	94630	0.6769	443	590	0.0271186440677966	0.884876240322756	0.208646806622995	FALSE	FALSE
SEZC-3_41	0.959716754406043	2128422	0.9108	4483	48341	0.039738524234087	0.0539591069575603	0.359986350061378	FALSE	TRUE
SEZC-3_42	0.895563220103013	815685	0.8359	981	18311	0.00300365900278521	0.165873731394082	0.266910944445245	FALSE	FALSE
SEZC-3_43	0.964471255458957	397623	0.875	806	8193	0.00732332478945441	0.222589748334567	0.247362230268788	FALSE	FALSE
SEZC-3_45	0.943738487178737	207616	0.5827	1440	2523	0.0309155766944114	0.962695250157024	0.297047514240497	FALSE	FALSE
SEZC-3_46	0.982844877136146	3844323	0.9091	5639	70227	0.0273826306121577	0.0311049044297605	0.359335260493838	FALSE	TRUE
SEZC-3_47	0.988188064940423	2832960	0.9217	4752	49324	0.0287486821831157	0.043499067347994	0.356879963762479	FALSE	TRUE
