	ABratio	cleanReads	mpRatio	nGene	nUMI	mitoRatio	ERCCratio	avgCor	doublet	filter
SD-2_94	0.975941826908256	954168	0.8158	3202	13446	0.0715454410233527	0.0828397453639635	0.41019907780143	FALSE	TRUE
SD-2_95	0.988344549691934	1747433	0.8438	4454	20992	0.0522103658536585	0.0466932574789925	0.442995648225223	FALSE	TRUE
SD-2_96	0.981999410931006	900900	0.8142	3677	15048	0.044922913343966	0.0562835161997349	0.427341818905851	FALSE	TRUE
SD-3_01	0.973114871357837	1389123	0.8346	4037	16075	0.0656298600311042	0.0475275770641847	0.430497050606811	FALSE	TRUE
SD-3_02	0.930970018530638	718333	0.7961	2726	8110	0.0716399506781751	0.114429196269468	0.401774557050929	FALSE	TRUE
SD-3_03	0.977499702822916	633241	0.8411	3249	10672	0.0585644677661169	0.0528269579966537	0.416395124981138	FALSE	TRUE
SD-3_05	0.990390161516317	1742745	0.8563	4088	19270	0.068759730150493	0.0406747130255047	0.446470823765263	FALSE	TRUE
SD-3_06	0.990895351144922	1914623	0.8536	4512	21848	0.0423837422189674	0.0436401234784177	0.45647096802857	FALSE	TRUE
SD-3_07	0.977013529042886	1118850	0.8012	3001	9873	0.0636078193051757	0.0937163653043996	0.407313002195864	FALSE	TRUE
SD-3_08	0.990846307380145	1751294	0.8683	4598	21423	0.0726322177099379	0.0257668690548994	0.454663723698333	FALSE	TRUE
SD-3_09	0.965562885048017	1013208	0.821	3715	12742	0.0563490817768011	0.0628994100122671	0.430421622567579	FALSE	TRUE
SD-3_10	0.947704783723682	936158	0.8074	2980	10908	0.0956178951228456	0.0850268791757385	0.398096663435931	FALSE	TRUE
SD-3_11	0.987344647434857	873614	0.83	3261	10578	0.0688220835696729	0.066607851786502	0.397285655028846	FALSE	TRUE
SD-3_13	0.987815690538612	1823910	0.8526	4447	21672	0.0917774086378738	0.0343604616750518	0.442580640989636	FALSE	TRUE
SD-3_14	0.991287320653158	3164840	0.8667	5565	37744	0.070872191606613	0.0300642105778687	0.470088799380575	FALSE	TRUE
SD-3_15	0.986281767486484	1786082	0.8543	5031	21663	0.0524396436319993	0.0503216926950809	0.438743151642451	FALSE	TRUE
SD-3_16	0.98051277820924	1105189	0.8378	4111	15356	0.0539202917426413	0.0576006123512838	0.435793657463279	FALSE	TRUE
SD-3_17	0.952734782768398	928738	0.8229	3651	11049	0.0400941261652638	0.085794000643354	0.430281842931524	FALSE	TRUE
SD-3_18	0.934603615865018	660310	0.7489	2656	7241	0.116282281452838	0.136713366423842	0.388078085831802	FALSE	TRUE
SD-3_19	0.947716485700751	119981	0.4959	660	890	0.0235955056179775	0.956704236300039	0.247498565335504	FALSE	FALSE
SD-3_21	0.956617947111599	192304	0.4002	1048	1581	0.0271979759645794	0.941355410088564	0.294820305578356	FALSE	FALSE
SD-3_22	0.982899124214131	1358114	0.81	3520	15496	0.193921011874032	0.0650589379805532	0.403064379764201	FALSE	FALSE
SD-3_23	0.980802646528103	1397880	0.8173	3701	14425	0.0398613518197574	0.0632122001759852	0.425596506757574	FALSE	TRUE
SD-3_24	0.987759414528433	1287035	0.8604	4339	15998	0.0478184773096637	0.0467519179274977	0.441121771615305	FALSE	TRUE
SD-3_25	0.978850037613493	2300362	0.8592	5565	32905	0.087190396596262	0.0260634268986476	0.464472698728789	FALSE	TRUE
SD-3_26	0.963457142486054	1346427	0.8343	3827	15635	0.051487048289095	0.0474436823677982	0.43919336373381	FALSE	TRUE
SD-3_27	0.976833877053392	742113	0.8238	3610	11724	0.0348004094165814	0.0630482023781359	0.427598364486104	FALSE	TRUE
SD-3_29	0.989884239864576	1318845	0.85	3939	13935	0.0164334409759598	0.0919234398698598	0.429414882170971	FALSE	TRUE
SD-3_30	0.987614945646402	1988891	0.8536	4637	22858	0.0541167206229766	0.0495130296121995	0.449892587667406	FALSE	TRUE
SD-3_31	0.991365130050789	3020326	0.8638	5131	25470	0.0472320376914016	0.032372985711556	0.451522497004308	FALSE	TRUE
SD-3_32	0.982877197177294	1417198	0.8645	5457	29024	0.0885129547960309	0.0236402168346048	0.471341087807419	FALSE	TRUE
SD-3_33	0.820453046877839	190469	0.5005	689	976	0.0420081967213115	0.969745713405661	0.257247342869581	FALSE	FALSE
SD-3_34	0.965473701297803	1236785	0.8471	4082	19530	0.0539170506912442	0.0556052900272437	0.447127080189378	FALSE	TRUE
SD-3_35	0.982689075197628	887882	0.856	3806	14556	0.0344874965649904	0.0524962128696569	0.433839274402482	FALSE	TRUE
SD-3_37	0.982676647415574	874582	0.8208	2968	12248	0.0569888961463096	0.0547169246765682	0.386652929453587	FALSE	TRUE
SD-3_38	0.915452535468867	234515	0.5371	1003	1648	0.0266990291262136	0.715697478118588	0.291340427069011	FALSE	FALSE
SD-3_39	0.980155361173314	765873	0.7759	2286	8675	0.0456484149855908	0.121942358649722	0.362559902763645	FALSE	TRUE
SD-3_40	0.981037733544457	1024285	0.8373	3527	14946	0.0343235648334002	0.0494099205210896	0.426934842099526	FALSE	TRUE
SD-3_41	0.968072074401206	1217257	0.834	4133	27076	0.0503397843108288	0.0906184872825216	0.439643756778589	FALSE	TRUE
SD-3_42	0.957849877420424	912580	0.7837	3281	19451	0.0407691121279112	0.0824695055326152	0.42091353652665	FALSE	TRUE
SD-3_43	0.981960438610268	729194	0.8494	3801	19437	0.0477954416833874	0.0547377950312401	0.431649098114775	FALSE	TRUE
SD-3_45	0.98883378506318	2165864	0.8579	5301	50120	0.0339385474860335	0.0348697444369841	0.459639148285685	FALSE	TRUE
SD-3_46	0.979850454551744	1407209	0.8381	4246	29865	0.0342206596350243	0.0729585128040516	0.455019498768968	FALSE	TRUE
SD-3_47	0.991558236284431	2988374	0.8773	5284	38517	0.0308175610769271	0.0466035612179935	0.447499722101493	FALSE	TRUE
SD-3_48	0.984760183541264	921529	0.8093	3442	22044	0.0445019052803484	0.0648745065517734	0.427397159665015	FALSE	TRUE
SD-3_49	0.965596928968711	1222130	0.8266	4233	16600	0.0720481927710843	0.0572508060896494	0.435115866208848	FALSE	TRUE
SD-3_50	0.961214052688479	1281559	0.8113	3681	15976	0.0798072108162243	0.0488661053529661	0.419047870867566	FALSE	TRUE
