SD-1_cell1	2218554	7852	54	0	24132	4741	35	0
SD-1_cell2	1845480	8885	163	6	20222	4788	86	6
SD-1_cell3	841479	3580	133	1	13419	2335	79	1
SD-1_cell4	170	0	117	0	109	0	63	0
SD-1_cell5	303777	7772	54	0	6659	4349	40	0
SD-1_cell6	545688	7450	64	2	10135	4438	41	2
SD-1_cell7	175423	7722	79	4	6206	4414	55	3
SD-1_cell8	1233241	9191	4	0	18797	4912	3	0
SD-1_cell9	251880	6726	108	1	17861	4111	39	1
SD-1_cell10	1593312	6426	82	3	19647	3707	66	3
SD-1_cell11	887369	3112	276	5	15225	2084	139	5
SD-1_cell12	116	0	62	0	79	0	39	0
SD-1_cell13	1353613	4412	109	0	15137	2966	68	0
SD-1_cell14	1878984	4791	155	7	21158	3292	98	7
SD-1_cell15	2071785	4191	220	0	22206	2937	106	0
SD-1_cell16	116871	4884	2	0	4762	3184	2	0
SD-1_cell17	1530585	9836	6	1	21332	6175	3	1
SD-1_cell18	144240	10905	94	2	8683	6546	55	2
SD-1_cell19	95565	5486	164	1	5253	3731	95	1
SD-1_cell20	499	0	339	3	323	0	176	3
SD-1_cell21	1771552	10812	139	3	23472	6100	90	3
SD-1_cell22	2659066	10465	237	4	31606	6163	54	3
SD-1_cell23	1930960	10166	233	2	22090	5980	123	2
SD-1_cell24	2108870	8083	2	1	27353	5077	2	1
SD-1_cell25	404347	12672	26	3	10855	6696	22	2
SD-1_cell26	631968	11263	95	0	14873	6119	55	0
SD-1_cell27	768237	5178	220	7	15753	3157	154	7
SD-1_cell28	115	0	74	1	88	0	48	1
SD-1_cell29	1304804	10517	57	0	16292	5646	43	0
SD-1_cell30	1266739	8274	237	1	19758	4812	107	1
SD-1_cell31	3498221	8501	173	2	35083	4810	92	2
SD-1_cell32	1768186	6162	1	0	22981	3951	1	0
SD-1_cell33	1248224	5514	72	2	16579	3873	46	2
SD-1_cell34	934165	5630	112	1	14796	3802	70	1
SD-1_cell35	531295	2899	244	18	10794	2166	147	4
SD-1_cell36	1202	0	697	3	686	0	288	3
SD-1_cell37	1593302	5937	58	4	18657	3902	42	2
SD-1_cell38	1199858	5836	440	3	16800	3973	226	3
SD-1_cell39	1179667	5804	83	5	16996	3854	59	4
SD-1_cell40	1465138	4438	1	0	20875	3176	1	0
SD-1_cell41	1195603	7979	204	1	27421	4791	76	1
SD-1_cell42	1621232	7780	275	7	29353	4598	129	6
SD-1_cell43	676573	4128	405	8	15272	2781	185	5
SD-1_cell44	1494	0	556	10	1084	0	296	9
SD-1_cell45	2355317	7721	108	1	34178	4467	85	1
SD-1_cell46	2089258	8506	258	5	30814	4940	108	5
SD-1_cell47	148398	8707	254	2	8787	5094	100	2
SD-1_cell48	581862	6688	4	0	15711	4245	4	0
SD-1_cell49	738224	5014	63	4	12303	3577	35	3
SD-1_cell50	1352221	4513	165	2	15882	3164	74	2
SD-1_cell51	398819	2946	298	6	9617	2110	190	6
SD-1_cell52	254	0	127	2	199	0	77	2
SD-1_cell53	1647954	5500	195	3	18006	3734	41	2
SD-1_cell54	1002863	6815	117	6	15961	4354	78	5
SD-1_cell55	1725702	5452	113	0	18218	3632	63	0
SD-1_cell56	997586	4092	2	0	13851	2972	2	0
SD-1_cell57	1052959	8152	196	4	21674	4757	77	4
SD-1_cell58	1518501	9010	195	3	28633	4511	119	3
SD-1_cell59	742676	4478	287	14	17458	2660	162	12
SD-1_cell60	412	0	134	2	310	0	88	2
SD-1_cell61	588549	11650	51	4	17800	5068	36	4
SD-1_cell62	562633	10836	139	8	14157	5316	83	6
SD-1_cell63	64745	7119	79	5	7506	4323	39	3
SD-1_cell64	351588	6627	4	0	13008	3950	4	0
SD-1_cell65	2288406	11385	88	4	34872	6662	62	3
SD-1_cell66	2701651	11205	170	5	30159	6227	111	4
SD-1_cell67	729869	6173	340	4	13614	3958	167	4
SD-1_cell68	993	0	530	9	745	0	348	9
SD-1_cell69	1791612	12945	205	44	21856	6885	106	6
SD-1_cell70	1601835	12901	352	18	22504	7179	210	8
SD-1_cell71	1763611	12233	167	3	20264	6768	102	3
SD-1_cell72	3279575	8858	1	0	38591	5201	1	0
SD-1_cell73	923546	4342	94	0	14209	3192	39	0
SD-1_cell74	695851	6203	70	0	11591	3783	48	0
SD-1_cell75	595061	3124	220	4	11089	2159	111	4
SD-1_cell76	119	0	56	0	97	0	39	0
SD-1_cell77	224949	6224	20	1	6943	3777	18	1
SD-1_cell78	308071	6806	51	1	8014	4116	30	1
SD-1_cell79	647188	6892	21	0	10419	4102	16	0
SD-1_cell80	101397	3648	1	1	4185	2665	1	1
SD-1_cell81	153362	14701	162	2	9694	5153	51	2
SD-1_cell82	148982	8679	195	0	7654	3489	109	0
SD-1_cell83	584965	3848	355	15	13768	1887	170	13
SD-1_cell84	673	0	268	10	437	0	102	1
SD-1_cell85	706636	9059	62	3	34442	3622	38	2
