SD-3_cell70	938451	15121	0	2	25377	9440	0	2
SD-3_cell71	873295	15641	1	0	21664	9527	1	0
SD-3_cell72	56569	8877	0	0	8219	6161	0	0
SD-3_cell73	928924	4428	0	0	17712	3293	0	0
SD-3_cell74	1043229	4337	0	0	18359	3283	0	0
SD-3_cell75	711395	2452	2	1	16668	1893	2	1
SD-3_cell76	1	0	0	0	1	0	0	0
SD-3_cell77	735459	5364	0	0	15438	3911	0	0
SD-3_cell78	1320208	7176	0	2	24901	5145	0	2
SD-3_cell79	2034041	6478	1	1	32689	4603	1	1
SD-3_cell80	622569	3610	0	0	14499	2801	0	0
SD-3_cell81	1567743	4578	0	0	37198	2681	0	0
SD-3_cell82	772429	7629	0	0	22803	3873	0	0
SD-3_cell83	391804	2195	2	0	12844	1801	2	0
SD-3_cell84	1	0	0	0	1	0	0	0
SD-3_cell85	51611	8523	0	0	7239	4247	0	0
SD-3_cell86	1036173	4204	0	1	23591	3279	0	1
SD-3_cell87	1250267	4260	0	1	24151	3059	0	1
SD-3_cell88	577986	4603	0	0	17710	2730	0	0
SD-3_cell89	333173	3067	0	0	10614	2449	0	0
SD-3_cell90	785107	3134	1	0	22818	2449	1	0
SD-3_cell91	175791	1704	1	0	47381	1398	1	0
SD-3_cell92	0	0	0	0	0	0	0	0
SD-3_cell93	829575	3508	0	1	22546	2698	0	1
SD-3_cell94	46127	4652	0	0	10663	3605	0	0
SD-3_cell95	46444	4910	0	1	5137	3671	0	1
SD-3_cell96	402642	2520	0	0	17068	2057	0	0
SD-4_cell1	983895	4110	0	0	15707	3142	0	0
SD-4_cell2	697258	2919	0	0	10490	2276	0	0
SD-4_cell3	586611	2470	1	2	10774	1964	1	2
SD-4_cell4	0	0	0	0	0	0	0	0
SD-4_cell5	277810	3876	0	0	5786	2961	0	0
SD-4_cell6	571355	3965	0	2	9661	2988	0	2
SD-4_cell7	2938085	8065	0	0	35850	5986	0	0
SD-4_cell8	1456030	3208	0	1	20099	2544	0	1
SD-4_cell9	2010585	3637	0	0	31292	2765	0	0
SD-4_cell10	93655	2877	0	0	4109	2142	0	0
SD-4_cell11	52740	2343	0	1	3215	1864	0	1
SD-4_cell12	0	0	0	0	0	0	0	0
SD-4_cell13	908157	3205	0	0	11887	2423	0	0
SD-4_cell14	1495925	3214	3	4	21064	2405	1	3
SD-4_cell15	1365551	7732	0	1	20834	5544	0	1
SD-4_cell16	874906	3497	0	0	15093	2609	0	0
SD-4_cell17	1444623	7448	0	0	24381	5252	0	0
SD-4_cell18	81376	6028	0	2	5668	4198	0	1
SD-4_cell19	214406	4721	1	2	7720	3574	1	2
SD-4_cell20	98	0	0	0	1	0	0	0
SD-4_cell21	652879	7470	0	0	14347	4999	0	0
SD-4_cell22	1992730	6913	1	4	24580	4719	1	4
SD-4_cell23	3091652	14429	0	1	40909	9755	0	1
SD-4_cell24	75835	6440	0	0	6630	4669	0	0
SD-4_cell25	1493522	7198	0	0	24178	4787	0	0
SD-4_cell26	724972	6005	0	0	11532	3679	0	0
SD-4_cell27	737619	4440	2	4	13686	3092	2	4
SD-4_cell28	0	0	0	0	0	0	0	0
SD-4_cell29	2855078	6635	0	1	34833	4035	0	1
SD-4_cell30	84767	6588	0	0	6181	4399	0	0
SD-4_cell31	2211886	17821	1	1	28679	10518	1	1
SD-4_cell32	835650	4611	0	0	14602	3392	0	0
SD-4_cell33	858523	3939	0	0	15647	3095	0	0
SD-4_cell34	584582	3067	0	0	9916	2370	0	0
SD-4_cell35	808417	2361	0	1	17615	1894	0	1
SD-4_cell36	6	0	2	0	6	0	2	0
SD-4_cell37	94634	4014	0	0	4607	3027	0	0
SD-4_cell38	1357898	3588	2	1	18551	2736	2	1
SD-4_cell39	1825936	7937	0	0	24349	6009	0	0
SD-4_cell40	1220887	3246	0	1	20187	2528	0	1
SD-4_cell41	1006046	6565	0	0	23658	4568	0	0
SD-4_cell42	1180459	4643	0	0	23399	3092	0	0
SD-4_cell43	513676	4085	1	2	14758	2976	1	2
SD-4_cell44	4	0	0	0	1	0	0	0
SD-4_cell45	1147293	6422	0	0	22576	4148	0	0
SD-4_cell46	92144	6954	3	0	7974	4669	3	0
SD-4_cell47	4357545	12373	0	4	58107	7989	0	4
SD-4_cell48	1585596	5430	0	0	30046	3758	0	0
SD-4_cell49	1329676	3839	0	0	20895	3055	0	0
SD-4_cell50	1182717	2687	0	0	17396	2121	0	0
SD-4_cell51	398845	2449	2	1	9224	1971	2	1
SD-4_cell52	2	0	1	0	2	0	1	0
SD-4_cell53	1236604	3975	0	1	15806	2998	0	1
SD-4_cell54	1380663	3677	0	1	17952	2834	0	1
SD-4_cell55	1100915	7604	0	2	17190	5820	0	2
SD-4_cell56	1274863	3162	0	0	17999	2499	0	0
SD-4_cell57	746354	6608	0	0	21221	4411	0	0
SD-4_cell58	915452	5237	0	1	19075	3142	0	1
SD-4_cell59	1279977	3672	0	3	31395	2639	0	2
SD-4_cell60	3	1	0	0	3	1	0	0
SD-4_cell61	1436288	6708	1	1	26206	4012	1	1
SD-4_cell62	1562030	5510	0	5	25959	3722	0	4
SD-4_cell63	112734	17714	0	0	16415	9860	0	0
SD-4_cell64	1157410	6349	0	0	25532	3974	0	0
SD-4_cell65	1293455	9715	0	0	23540	6546	0	0
SD-4_cell66	1410609	6726	0	1	20962	4438	0	1
SD-4_cell67	708241	5976	0	1	17862	4206	0	1
SD-4_cell68	10	0	1	0	10	0	1	0
SD-4_cell69	1706272	9269	0	0	30085	5800	0	0
SD-4_cell70	2078826	8998	6	5	29248	5767	6	4
SD-4_cell71	3347344	19214	0	5	44024	11968	0	3
SD-4_cell72	1050324	8082	0	0	19633	5450	0	0
SD-4_cell73	1257912	5161	0	0	22459	3720	0	0
SD-4_cell74	503636	3219	0	0	8423	2448	0	0
SD-4_cell75	1468161	2392	2	1	26965	1913	2	1
SD-4_cell76	2	0	0	0	2	0	0	0
SD-4_cell77	1074978	4526	0	0	16121	3213	0	0
SD-4_cell78	500580	4737	0	2	10692	3377	0	2
SD-4_cell79	657843	9059	0	1	24455	6553	0	1
SD-4_cell80	1330018	3733	0	0	21095	2837	0	0
SD-4_cell81	277993	7754	0	0	17761	3942	0	0
SD-4_cell82	1909780	6798	1	0	39848	2784	1	0
SD-4_cell83	1146775	4325	2	0	31146	2412	2	0
SD-4_cell84	3	0	1	0	3	0	1	0
SD-4_cell85	1293455	7803	0	0	28503	3438	0	0
SD-4_cell86	1425653	6588	0	2	28139	3358	0	2
SD-4_cell87	2710707	22306	0	2	56241	9543	0	2
SD-4_cell88	673196	3970	0	0	18012	2425	0	0
SD-4_cell89	794294	3174	0	0	21427	2509	0	0
SD-4_cell90	796235	2315	0	0	14987	1809	0	0
SD-4_cell91	442888	1931	1	1	15236	1564	1	1
SD-4_cell92	0	0	0	0	0	0	0	0
SD-4_cell93	808569	2893	0	0	18410	2262	0	0
SD-4_cell94	623567	2978	2	0	18785	2280	2	0
SD-4_cell95	2693058	6178	4	1	57831	4621	1	1
SD-4_cell96	251983	2627	0	0	8875	2098	0	0
SD-5_cell1	907666	5388	0	0	17043	4005	0	0
SD-5_cell2	1196717	3882	1	0	13366	2835	1	0
SD-5_cell3	734252	1998	0	6	10708	1553	0	4
SD-5_cell4	0	0	0	0	0	0	0	0
SD-5_cell5	1113155	7736	0	1	19449	5559	0	1
SD-5_cell6	3872603	7022	1	8	46970	5058	1	8
SD-5_cell7	118983	7576	0	0	7339	5477	0	0
SD-5_cell8	5369	4409	0	0	4164	3393	0	0
SD-5_cell9	1159309	4756	1	2	19365	3590	1	1
SD-5_cell10	1209527	3747	0	0	15106	2603	0	0
SD-5_cell11	651191	2154	2	2	11921	1598	2	1
SD-5_cell12	1	0	0	0	1	0	0	0
SD-5_cell13	1111777	6909	0	0	15707	4987	0	0
SD-5_cell14	2498336	8458	3	6	36170	5798	2	6
SD-5_cell15	2317668	5729	1	6	29217	4317	1	5
SD-5_cell16	1710792	3404	0	0	21509	2675	0	0
SD-5_cell17	732148	8460	1	0	15331	5803	1	0
SD-5_cell18	904496	5951	0	0	16586	3953	0	0
SD-5_cell19	181088	3360	0	1	4773	2465	0	1
SD-5_cell20	3	0	2	0	3	0	2	0
SD-5_cell21	1941198	11189	0	0	25314	7462	0	0
SD-5_cell22	1785992	10856	2	0	26581	7485	2	0
SD-5_cell23	1662289	11816	0	0	22388	7734	0	0
SD-5_cell24	860151	6859	3	0	15637	4817	1	0
SD-5_cell25	105283	8163	0	0	6529	4881	0	0
SD-5_cell26	1002273	5477	0	0	14006	3240	0	0
SD-5_cell27	72576	3108	0	0	3092	2088	0	0
SD-5_cell28	0	0	0	0	0	0	0	0
SD-5_cell29	1014387	12415	0	0	18417	7024	0	0
SD-5_cell30	618847	13520	1	3	15599	7995	1	3
SD-5_cell31	1927094	8042	0	2	21907	5244	0	2
SD-5_cell32	75108	4568	0	2	4648	3318	0	1
SD-5_cell33	1310853	4704	0	0	20324	3551	0	0
SD-5_cell34	2075606	3074	1	0	26795	2284	1	0
SD-5_cell35	82138	2027	0	0	3158	1619	0	0
SD-5_cell36	26	0	2	0	7	0	2	0
SD-5_cell37	951606	6703	0	0	15432	4871	0	0
SD-5_cell38	1882229	6381	0	2	24109	4728	0	2
SD-5_cell39	1316016	6778	0	0	17066	4941	0	0
SD-5_cell40	1762860	3922	0	0	29855	2982	0	0
SD-5_cell41	1849610	7573	0	0	31969	4995	0	0
SD-5_cell42	750596	5910	2	1	14278	3766	2	1
SD-5_cell43	673313	3197	1	2	13864	2258	1	1
SD-5_cell44	8	0	0	0	4	0	0	0
SD-5_cell45	2484655	11235	0	1	37368	7041	0	1
