human	WDOU_C-B1_01	783406	655828	612225	83.71%	0.8371	78.15%	single	2.4333
human	WDOU_C-B1_02	45959	37287	35845	81.13%	0.8113	77.99%	single	1.3833
human	WDOU_C-B1_03	282336	199730	198949	70.74%	0.7074	70.47%	single	2.2167
human	WDOU_C-B1_04	2896088	2495343	2408854	86.16%	0.8616	83.18%	single	5.2167
human	WDOU_C-B1_05	1265822	1112632	1067893	87.90%	0.8790	84.36%	single	2.8167
human	WDOU_C-B1_06	2017009	1698469	1643331	84.21%	0.8421	81.47%	single	4.1667
human	WDOU_C-B1_07	171057	133756	126962	78.19%	0.7819	74.22%	single	1.2833
human	WDOU_C-B1_08	2442408	2207570	2113357	90.38%	0.9038	86.53%	single	4.7500
human	WDOU_C-B1_09	1536804	1379588	1331878	89.77%	0.8977	86.67%	single	3.0000
human	WDOU_C-B1_10	132594	104154	100019	78.55%	0.7855	75.43%	single	1.2000
human	WDOU_C-B1_11	193562	151426	145263	78.23%	0.7823	75.05%	single	1.2833
human	WDOU_C-B1_12	228849	181050	178496	79.11%	0.7911	78.00%	single	1.2167
human	WDOU_C-B1_13	1586482	1428949	1379925	90.07%	0.9007	86.98%	single	3.2500
human	WDOU_C-B1_14	252018	190145	190019	75.45%	0.7545	75.40%	single	1.1333
human	WDOU_C-B1_15	2254313	1156860	1110156	51.32%	0.5132	49.25%	single	3.4667
human	WDOU_C-B1_16	1643608	1492681	1461892	90.82%	0.9082	88.94%	single	3.4500
human	WDOU_C-B1_17	427515	333183	332730	77.93%	0.7793	77.83%	single	1.5833
human	WDOU_C-B1_18	2274223	2062701	1992731	90.70%	0.9070	87.62%	single	4.2500
human	WDOU_C-B1_19	1773162	1562145	1509782	88.10%	0.8810	85.15%	single	3.2333
human	WDOU_C-B1_20	31997	24508	23085	76.59%	0.7659	72.15%	single	1.0167
human	WDOU_C-B1_21	1973464	1771445	1712218	89.76%	0.8976	86.76%	single	4.0500
human	WDOU_C-B1_22	739296	637348	617209	86.21%	0.8621	83.49%	single	1.9333
human	WDOU_C-B1_23	2601143	2324479	2243733	89.36%	0.8936	86.26%	single	4.7333
human	WDOU_C-B1_24	468044	356476	349932	76.16%	0.7616	74.76%	single	1.4167
human	WDOU_C-B1_25	868736	745820	720181	85.85%	0.8585	82.90%	single	2.4500
