cor_bin	Freq
[-1,-0.96]	0
(-0.96,-0.92]	0
(-0.92,-0.88]	0
(-0.88,-0.84]	0
(-0.84,-0.8]	0
(-0.8,-0.76]	0
(-0.76,-0.72]	0
(-0.72,-0.68]	0
(-0.68,-0.64]	0
(-0.64,-0.6]	0
(-0.6,-0.56]	0
(-0.56,-0.52]	0
(-0.52,-0.48]	0
(-0.48,-0.44]	0
(-0.44,-0.4]	2.26804967799932e-08
(-0.4,-0.36]	4.53609935599863e-08
(-0.36,-0.32]	2.26804967799932e-07
(-0.32,-0.28]	4.53609935599863e-07
(-0.28,-0.24]	2.49485464579925e-06
(-0.24,-0.2]	9.50312815081714e-06
(-0.2,-0.16]	4.95115244707251e-05
(-0.16,-0.12]	0.000605206376077338
(-0.12,-0.08]	0.0102354813918431
(-0.08,-0.04]	0.0903672414698368
(-0.04,0]	0.300309577440799
(0,0.04]	0.375515904755068
(0.04,0.08]	0.183181186890809
(0.08,0.12]	0.0361415077018998
(0.12,0.16]	0.00323108625177461
(0.16,0.2]	0.000242953481507287
(0.2,0.24]	5.52043291625034e-05
(0.24,0.28]	2.43361730449327e-05
(0.28,0.32]	1.19299413062764e-05
(0.32,0.36]	6.53198307263803e-06
(0.36,0.4]	3.06186706529908e-06
(0.4,0.44]	2.13196669731936e-06
(0.44,0.48]	1.56495427781953e-06
(0.48,0.52]	8.39178380859747e-07
(0.52,0.56]	7.93817387299761e-07
(0.56,0.6]	3.85568445259884e-07
(0.6,0.64]	2.49485464579925e-07
(0.64,0.68]	2.04124471019939e-07
(0.68,0.72]	1.58763477459952e-07
(0.72,0.76]	9.07219871199727e-08
(0.76,0.8]	9.07219871199727e-08
(0.8,0.84]	2.26804967799932e-08
(0.84,0.88]	0
(0.88,0.92]	0
(0.92,0.96]	0
(0.96,1]	0
