prob	cor_quantile
0	-0.405539805306227
0.01	-0.0813143471934549
0.02	-0.0704624084446999
0.03	-0.0636596667809721
0.04	-0.0585581141922565
0.05	-0.0544303992871324
0.06	-0.0509203830466186
0.07	-0.0478330863471311
0.08	-0.0450822188187193
0.09	-0.0425778670724544
0.1	-0.0402786241950317
0.11	-0.0381347779489767
0.12	-0.0361297233428754
0.13	-0.0342399414392915
0.14	-0.0324505807605781
0.15	-0.0307407391651738
0.16	-0.029105870876001
0.17	-0.0275393948453933
0.18	-0.026027206402609
0.19	-0.0245662355654366
0.2	-0.0231517735110924
0.21	-0.0217835993183879
0.22	-0.0204496151234469
0.23	-0.019149646380015
0.24	-0.0178795819222351
0.25	-0.0166364512967814
0.26	-0.0154221095069787
0.27	-0.0142277507351225
0.28	-0.013057317774061
0.29	-0.0119040761508308
0.3	-0.0107730640860973
0.31	-0.00965612717758495
0.32	-0.00855359419644555
0.33	-0.00747084263675692
0.34	-0.00639616897677983
0.35	-0.00533466477723646
0.36	-0.00428266004220759
0.37	-0.00324008826732755
0.38	-0.00220790203296025
0.39	-0.00118015256317075
0.4	-0.000159460951552944
0.41	0.000852259796354396
0.42	0.00186080081307089
0.43	0.00286388879106545
0.44	0.00386304405299794
0.45	0.00485788419363023
0.46	0.00585005834516654
0.47	0.00684088087430428
0.48	0.00782868350853881
0.49	0.00881376470890145
0.5	0.00980100298491481
0.51	0.0107917874179513
0.52	0.0117815458328399
0.53	0.0127680736524604
0.54	0.0137591670720776
0.55	0.0147533238367108
0.56	0.0157517071598535
0.57	0.0167564669544999
0.58	0.0177621751813594
0.59	0.018772754193172
0.6	0.0197929013545123
0.61	0.0208228301862392
0.62	0.0218578558893449
0.63	0.0229019068150771
0.64	0.0239532242301026
0.65	0.0250175089920747
0.66	0.0260920539165643
0.67	0.0271841191958985
0.68	0.028287197753258
0.69	0.0294032198807229
0.7	0.0305360622612529
0.71	0.0316874065898646
0.72	0.0328565853199187
0.73	0.0340503301528085
0.74	0.0352617225485423
0.75	0.0364997990671532
0.76	0.0377652779598414
0.77	0.0390597722203058
0.78	0.0403882608115748
0.79	0.0417482892832118
0.8	0.0431524399953892
0.81	0.044606423759218
0.82	0.0461035856993437
0.83	0.047657558975652
0.84	0.0492732265760457
0.85	0.0509581297310416
0.86	0.052721848928889
0.87	0.0545732989448266
0.88	0.0565296619824372
0.89	0.0586054551725073
0.9	0.0608173724128728
0.91	0.0632042726512105
0.92	0.0658003941637421
0.93	0.0686628569186376
0.94	0.0718690755988745
0.95	0.0755352098015833
0.96	0.0798675997321506
0.97	0.0852208711217952
0.98	0.0924040129595416
0.99	0.103928842007849
1	0.809632080467198
