prob	cor_quantile
0	-0.441012580470853
0.01	-0.124868283420894
0.02	-0.109605305576325
0.03	-0.0998784599572363
0.04	-0.0925718996811888
0.05	-0.0866243585999487
0.06	-0.0815454566415806
0.07	-0.0770760227968862
0.08	-0.073056575376123
0.09	-0.0693788386727652
0.1	-0.0659968354683353
0.11	-0.0628531569499248
0.12	-0.0599075593635976
0.13	-0.0571262230426987
0.14	-0.054485395866094
0.15	-0.0519718734748006
0.16	-0.0495546388693207
0.17	-0.0472345302081544
0.18	-0.0450026547224806
0.19	-0.042839682661049
0.2	-0.0407429590748476
0.21	-0.0387021612489688
0.22	-0.0367100443142179
0.23	-0.0347756648692266
0.24	-0.0328824545128724
0.25	-0.0310340907644255
0.26	-0.0292153122716985
0.27	-0.0274357507873426
0.28	-0.0256888566830682
0.29	-0.0239676326249601
0.3	-0.0222688454372413
0.31	-0.0206041161095618
0.32	-0.018963848565358
0.33	-0.0173420571119581
0.34	-0.0157361419886927
0.35	-0.0141458848761991
0.36	-0.012572810328342
0.37	-0.0110150387246216
0.38	-0.0094685035382805
0.39	-0.00793052099331158
0.4	-0.00640212023663255
0.41	-0.00488113693675018
0.42	-0.00337064099876802
0.43	-0.00186589653845382
0.44	-0.000368366106371146
0.45	0.00112584800186266
0.46	0.0026187437920248
0.47	0.00410296383523224
0.48	0.00559056625610037
0.49	0.00707570973477644
0.5	0.00855943695129756
0.51	0.010044343251302
0.52	0.0115278039512515
0.53	0.013017059068488
0.54	0.014508067611859
0.55	0.0160038678165923
0.56	0.0175057526885059
0.57	0.0190145244206763
0.58	0.0205286057383582
0.59	0.0220541047555201
0.6	0.0235945764159204
0.61	0.0251421363326051
0.62	0.0267035456854145
0.63	0.0282730230489691
0.64	0.029855471586167
0.65	0.0314589306140958
0.66	0.0330818997676135
0.67	0.0347173562616597
0.68	0.0363825958722794
0.69	0.038066558778098
0.7	0.0397798064725907
0.71	0.0415121727403819
0.72	0.0432761201822613
0.73	0.0450707364440297
0.74	0.0468999583480097
0.75	0.0487667017777016
0.76	0.0506692734463378
0.77	0.0526267946481135
0.78	0.0546290157945743
0.79	0.0566894456858165
0.8	0.0588099544574661
0.81	0.0609948069510405
0.82	0.0632564806916438
0.83	0.0655953606608579
0.84	0.0680346629025377
0.85	0.0705714384275834
0.86	0.0732241197507041
0.87	0.0760077799962665
0.88	0.0789543245387983
0.89	0.0820770259646291
0.9	0.0854191412570557
0.91	0.089011794576099
0.92	0.092910349007489
0.93	0.0972210382458375
0.94	0.102039856548968
0.95	0.107553456668948
0.96	0.11405461007153
0.97	0.122074377412212
0.98	0.132738013753928
0.99	0.149757577785533
1	0.83933986370292
