cor_bin	Freq
[-1,-0.96]	0
(-0.96,-0.92]	0
(-0.92,-0.88]	0
(-0.88,-0.84]	0
(-0.84,-0.8]	0
(-0.8,-0.76]	0
(-0.76,-0.72]	0
(-0.72,-0.68]	0
(-0.68,-0.64]	0
(-0.64,-0.6]	0
(-0.6,-0.56]	0
(-0.56,-0.52]	0
(-0.52,-0.48]	0
(-0.48,-0.44]	2.20606982021259e-08
(-0.44,-0.4]	4.41213964042518e-08
(-0.4,-0.36]	1.32364189212755e-07
(-0.36,-0.32]	6.61820946063777e-07
(-0.32,-0.28]	1.83103795077645e-06
(-0.28,-0.24]	1.3148176128467e-05
(-0.24,-0.2]	0.000136511600474755
(-0.2,-0.16]	0.00144568167458171
(-0.16,-0.12]	0.0109767195437336
(-0.12,-0.08]	0.0507478565660172
(-0.08,-0.04]	0.140279413302791
(-0.04,0]	0.238866401316177
(0,0.04]	0.258808368002272
(0.04,0.08]	0.182140161719478
(0.08,0.12]	0.0842189214564358
(0.12,0.16]	0.0259503743270301
(0.16,0.2]	0.00543538100513438
(0.2,0.24]	0.000819554938208977
(0.24,0.28]	0.000112774289209268
(0.28,0.32]	2.44873750043597e-05
(0.32,0.36]	9.287553943095e-06
(0.36,0.4]	4.78717150986132e-06
(0.4,0.44]	2.95613355908487e-06
(0.44,0.48]	1.2795204957233e-06
(0.48,0.52]	1.25745979752118e-06
(0.52,0.56]	5.29456756851022e-07
(0.56,0.6]	5.07396058648896e-07
(0.6,0.64]	3.97092567638266e-07
(0.64,0.68]	1.98546283819133e-07
(0.68,0.72]	1.54424887414881e-07
(0.72,0.76]	1.54424887414881e-07
(0.76,0.8]	2.20606982021259e-08
(0.8,0.84]	2.20606982021259e-08
(0.84,0.88]	0
(0.88,0.92]	0
(0.92,0.96]	0
(0.96,1]	0
