cor_bin	Freq
[-1,-0.96]	0
(-0.96,-0.92]	0
(-0.92,-0.88]	0
(-0.88,-0.84]	0
(-0.84,-0.8]	0
(-0.8,-0.76]	0
(-0.76,-0.72]	0
(-0.72,-0.68]	0
(-0.68,-0.64]	0
(-0.64,-0.6]	0
(-0.6,-0.56]	0
(-0.56,-0.52]	0
(-0.52,-0.48]	0
(-0.48,-0.44]	0
(-0.44,-0.4]	0
(-0.4,-0.36]	6.8742455085914e-08
(-0.36,-0.32]	2.52055668648351e-07
(-0.32,-0.28]	8.01995309335663e-07
(-0.28,-0.24]	1.76438968053846e-06
(-0.24,-0.2]	7.72206912131767e-06
(-0.2,-0.16]	3.15298727327392e-05
(-0.16,-0.12]	0.000203408924599219
(-0.12,-0.08]	0.00293193445186932
(-0.08,-0.04]	0.0532230209408079
(-0.04,0]	0.311259970606184
(0,0.04]	0.450155682183741
(0.04,0.08]	0.164704791369742
(0.08,0.12]	0.0164689049347528
(0.12,0.16]	0.000789002985324425
(0.16,0.2]	0.000121926201170716
(0.2,0.24]	4.76385213745384e-05
(0.24,0.28]	2.35099196393826e-05
(0.28,0.32]	1.21445003985115e-05
(0.32,0.36]	6.04933604756043e-06
(0.36,0.4]	3.39129445090509e-06
(0.4,0.44]	2.08518780427272e-06
(0.44,0.48]	1.60399061867133e-06
(0.48,0.52]	9.853085228981e-07
(0.52,0.56]	5.27025488992007e-07
(0.56,0.6]	4.58283033906093e-07
(0.6,0.64]	2.52055668648351e-07
(0.64,0.68]	2.52055668648351e-07
(0.68,0.72]	1.37484910171828e-07
(0.72,0.76]	6.8742455085914e-08
(0.76,0.8]	9.16566067812186e-08
(0.8,0.84]	2.29141516953047e-08
(0.84,0.88]	0
(0.88,0.92]	0
(0.92,0.96]	0
(0.96,1]	0
