prob	cor_quantile
0	-0.386307539578967
0.01	-0.0649061538741726
0.02	-0.0554732027021162
0.03	-0.0496865156259726
0.04	-0.045390061586451
0.05	-0.0419272908289006
0.06	-0.0389900810761146
0.07	-0.0364267270765862
0.08	-0.0341427702149943
0.09	-0.032069822903701
0.1	-0.0301631630431731
0.11	-0.0283957351084203
0.12	-0.0267427206123522
0.13	-0.0251826909445518
0.14	-0.0237030509740836
0.15	-0.022300277011806
0.16	-0.0209564090299363
0.17	-0.0196674709732236
0.18	-0.018426408737141
0.19	-0.0172279942550735
0.2	-0.016069025973026
0.21	-0.0149446058400667
0.22	-0.0138529234526794
0.23	-0.0127882737562329
0.24	-0.0117470208458401
0.25	-0.0107351849157031
0.26	-0.0097407962788207
0.27	-0.00876609746003902
0.28	-0.00781134489122079
0.29	-0.00686997577203646
0.3	-0.00594669239842331
0.31	-0.00503615554988685
0.32	-0.0041387220910703
0.33	-0.00325164650750882
0.34	-0.00237478472629134
0.35	-0.00150853526799474
0.36	-0.000650908211491124
0.37	0.000198657578754337
0.38	0.00103961816434358
0.39	0.00187249467791714
0.4	0.00270050800544151
0.41	0.00352478225013553
0.42	0.00434490152421831
0.43	0.00515927961478998
0.44	0.00597025957588842
0.45	0.00677941687128116
0.46	0.00758871695936985
0.47	0.00839142621519646
0.48	0.00919358539640255
0.49	0.00999623266604262
0.5	0.0108004161299216
0.51	0.0116029851845872
0.52	0.012407001845476
0.53	0.0132091959452955
0.54	0.0140141045889637
0.55	0.0148216940934662
0.56	0.0156322759160697
0.57	0.0164451861528362
0.58	0.0172650067793877
0.59	0.018089310019785
0.6	0.0189143793109677
0.61	0.0197487498174689
0.62	0.020588681720187
0.63	0.0214370759551264
0.64	0.0222918334324205
0.65	0.0231561054003707
0.66	0.0240293259804816
0.67	0.0249138894764781
0.68	0.0258079372094104
0.69	0.02671520331348
0.7	0.0276323427726785
0.71	0.028565834751489
0.72	0.0295144714818132
0.73	0.0304818400810627
0.74	0.0314667366269788
0.75	0.0324724587315802
0.76	0.0335006283874052
0.77	0.0345508693133677
0.78	0.0356299038560884
0.79	0.0367388480656933
0.8	0.0378779009511523
0.81	0.0390543518289766
0.82	0.0402701742830087
0.83	0.0415296122538054
0.84	0.0428372353630822
0.85	0.0442025197300565
0.86	0.0456334681553177
0.87	0.0471390601567726
0.88	0.0487255360151502
0.89	0.0504123152205878
0.9	0.052219527586242
0.91	0.0541643336157765
0.92	0.0562747272296056
0.93	0.0586127873842988
0.94	0.0612317072734397
0.95	0.0642301717694689
0.96	0.0677797144486171
0.97	0.0721863087169384
0.98	0.0780992808175677
0.99	0.0876716017350118
1	0.812832983096372
