human	XCS_C-A1_01	1554187	1398169	1354384	89.96%	0.8996	87.14%	single	3.8167
human	XCS_C-A1_02	612096	535053	517516	87.41%	0.8741	84.55%	single	2.1667
human	XCS_C-A1_03	948973	858255	833001	90.44%	0.9044	87.78%	single	2.5333
human	XCS_C-A1_04	1119392	988985	955958	88.35%	0.8835	85.40%	single	2.8167
human	XCS_C-A1_05	1229418	1052684	1015152	85.62%	0.8562	82.57%	single	2.3833
human	XCS_C-A1_06	663528	614543	591570	92.62%	0.9262	89.16%	single	1.8833
human	XCS_C-A1_07	108138	88635	88276	81.96%	0.8196	81.63%	single	1.8667
human	XCS_C-A1_08	1513130	1390563	1352474	91.90%	0.9190	89.38%	single	3.9333
human	XCS_C-A1_09	3160313	2898316	2787460	91.71%	0.9171	88.20%	single	6.2167
human	XCS_C-A1_10	124941	94966	94774	76.01%	0.7601	75.86%	single	2.2167
human	XCS_C-A1_11	914421	833104	805725	91.11%	0.9111	88.11%	single	3.4333
human	XCS_C-A1_12	1862907	1697029	1640128	91.10%	0.9110	88.04%	single	4.6667
human	XCS_C-A1_13	986040	905868	876532	91.87%	0.9187	88.89%	single	3.4000
human	XCS_C-A1_14	937124	851149	823071	90.83%	0.9083	87.83%	single	2.5333
human	XCS_C-A1_15	1000699	685976	667118	68.55%	0.6855	66.67%	single	2.3833
human	XCS_C-A1_16	1544458	1421553	1372569	92.04%	0.9204	88.87%	single	3.5500
human	XCS_C-A1_17	1044583	948291	920316	90.78%	0.9078	88.10%	single	2.8333
human	XCS_C-A1_18	1070465	975097	941445	91.09%	0.9109	87.95%	single	2.7167
human	XCS_C-A1_19	1617306	1479820	1429946	91.50%	0.9150	88.42%	single	3.3833
human	XCS_C-A1_20	536483	483112	467880	90.05%	0.9005	87.21%	single	2.0333
human	XCS_C-A1_21	984849	901923	873059	91.58%	0.9158	88.65%	single	2.6167
human	XCS_C-A1_22	936805	849287	821418	90.66%	0.9066	87.68%	single	2.4833
human	XCS_C-A1_23	976898	880051	852385	90.09%	0.9009	87.25%	single	2.6000
human	XCS_C-A1_24	1234271	1095898	1049762	88.79%	0.8879	85.05%	single	3.1500
human	XCS_C-A1_25	2852870	2637444	2550432	92.45%	0.9245	89.40%	single	5.2000
human	XCS_C-A1_26	2055842	1886504	1828403	91.76%	0.9176	88.94%	single	4.1167
human	XCS_C-A1_27	797219	712830	692764	89.41%	0.8941	86.90%	single	2.3333
human	XCS_C-A1_28	596422	515157	497778	86.37%	0.8637	83.46%	single	2.1667
human	XCS_C-A1_29	1550151	1421023	1373338	91.67%	0.9167	88.59%	single	3.3000
human	XCS_C-A1_30	150251	117230	115593	78.02%	0.7802	76.93%	single	1.7167
human	XCS_C-A1_31	1510972	1387597	1340794	91.83%	0.9183	88.74%	single	3.2833
human	XCS_C-A1_32	2257354	2074430	2000517	91.90%	0.9190	88.62%	single	4.2500
human	XCS_C-A1_33	516825	460605	445623	89.12%	0.8912	86.22%	single	2.0833
human	XCS_C-A1_34	596462	528595	512917	88.62%	0.8862	85.99%	single	2.2333
human	XCS_C-A1_35	1082070	990184	957800	91.51%	0.9151	88.52%	single	2.8667
human	XCS_C-A1_36	106399	78829	59522	74.09%	0.7409	55.94%	single	1.6667
human	XCS_C-A1_37	837960	774045	751567	92.37%	0.9237	89.69%	single	2.4333
human	XCS_C-A1_38	266224	155943	139910	58.58%	0.5858	52.55%	single	1.6667
human	XCS_C-A1_39	813405	740781	714103	91.07%	0.9107	87.79%	single	2.3333
human	XCS_C-A1_40	1105945	1000941	964964	90.51%	0.9051	87.25%	single	2.8000
human	XCS_C-A1_41	8024947	7328284	7019915	91.32%	0.9132	87.48%	single	12.6833
human	XCS_C-A1_42	1311580	1180746	1145959	90.02%	0.9002	87.37%	single	3.0667
human	XCS_C-A1_43	1115477	987926	957061	88.57%	0.8857	85.80%	single	3.0500
human	XCS_C-A1_44	600190	547688	529524	91.25%	0.9125	88.23%	single	2.1833
human	XCS_C-A1_45	658675	606226	588054	92.04%	0.9204	89.28%	single	2.3000
human	XCS_C-A1_46	928869	831667	802165	89.54%	0.8954	86.36%	single	2.6500
human	XCS_C-A1_47	888772	811852	783316	91.35%	0.9135	88.13%	single	2.6667
human	XCS_C-A1_48	110539	97975	97769	88.63%	0.8863	88.45%	single	1.6333
human	XCS_C-A1_49	1584613	1436564	1388681	90.66%	0.9066	87.64%	single	3.5833
human	XCS_C-A1_50	1184013	1079400	1040970	91.16%	0.9116	87.92%	single	2.9667
human	XCS_C-A1_51	1298800	1186984	1152296	91.39%	0.9139	88.72%	single	3.1333
human	XCS_C-A1_52	1084765	982149	944221	90.54%	0.9054	87.04%	single	2.8833
human	XCS_C-A1_53	1002050	922645	894417	92.08%	0.9208	89.26%	single	2.7000
human	XCS_C-A1_54	749446	679269	659425	90.64%	0.9064	87.99%	single	2.3833
human	XCS_C-A1_55	695715	639766	621710	91.96%	0.9196	89.36%	single	2.3333
human	XCS_C-A1_56	939846	861415	835616	91.65%	0.9165	88.91%	single	2.6833
human	XCS_C-A1_57	1309513	1186619	1148040	90.62%	0.9062	87.67%	single	3.1000
human	XCS_C-A1_58	1405000	1289414	1251296	91.77%	0.9177	89.06%	single	3.1667
human	XCS_C-A1_59	1502091	1376076	1332296	91.61%	0.9161	88.70%	single	3.3500
human	XCS_C-A1_60	1021268	932025	898714	91.26%	0.9126	88.00%	single	2.7167
human	XCS_C-A1_61	461899	398339	385533	86.24%	0.8624	83.47%	single	2.1167
human	XCS_C-A1_62	1841836	1647671	1603548	89.46%	0.8946	87.06%	single	4.0667
human	XCS_C-A1_63	948506	867174	842372	91.43%	0.9143	88.81%	single	2.8500
human	XCS_C-A1_64	1144836	1026991	996544	89.71%	0.8971	87.05%	single	3.2167
human	XCS_C-A1_65	3055628	2793458	2684258	91.42%	0.9142	87.85%	single	5.9000
human	XCS_C-A1_66	746922	678077	656517	90.78%	0.9078	87.90%	single	2.6833
human	XCS_C-A1_67	645678	552434	536803	85.56%	0.8556	83.14%	single	2.4500
