cor_bin	Freq
[-1,-0.96]	0
(-0.96,-0.92]	0
(-0.92,-0.88]	0
(-0.88,-0.84]	0
(-0.84,-0.8]	0
(-0.8,-0.76]	0
(-0.76,-0.72]	0
(-0.72,-0.68]	0
(-0.68,-0.64]	0
(-0.64,-0.6]	0
(-0.6,-0.56]	0
(-0.56,-0.52]	0
(-0.52,-0.48]	0
(-0.48,-0.44]	2.26274542840005e-08
(-0.44,-0.4]	4.5254908568001e-08
(-0.4,-0.36]	9.05098171360019e-08
(-0.36,-0.32]	2.26274542840005e-07
(-0.32,-0.28]	8.14588354224017e-07
(-0.28,-0.24]	2.14960815698005e-06
(-0.24,-0.2]	9.4809033449962e-06
(-0.2,-0.16]	5.28803606617091e-05
(-0.16,-0.12]	0.00057172788739384
(-0.12,-0.08]	0.00981044958918838
(-0.08,-0.04]	0.0875358908194557
(-0.04,0]	0.29522290769078
(0,0.04]	0.376644317303796
(0.04,0.08]	0.188055369652162
(0.08,0.12]	0.0382013880087752
(0.12,0.16]	0.00351309329722535
(0.16,0.2]	0.000263587214954322
(0.2,0.24]	5.92160478612293e-05
(0.24,0.28]	2.61120822437366e-05
(0.28,0.32]	1.32144333018563e-05
(0.32,0.36]	6.96925591947215e-06
(0.36,0.4]	3.71090250257608e-06
(0.4,0.44]	2.01384343127604e-06
(0.44,0.48]	1.60654925416403e-06
(0.48,0.52]	8.82470717076019e-07
(0.52,0.56]	6.56196174236014e-07
(0.56,0.6]	3.39411814260007e-07
(0.6,0.64]	3.16784359976007e-07
(0.64,0.68]	1.58392179988003e-07
(0.68,0.72]	2.48901997124005e-07
(0.72,0.76]	2.26274542840005e-08
(0.76,0.8]	4.5254908568001e-08
(0.8,0.84]	4.5254908568001e-08
(0.84,0.88]	0
(0.88,0.92]	0
(0.92,0.96]	0
(0.96,1]	0
