cor_bin	Freq
[-1,-0.96]	0
(-0.96,-0.92]	0
(-0.92,-0.88]	0
(-0.88,-0.84]	0
(-0.84,-0.8]	0
(-0.8,-0.76]	0
(-0.76,-0.72]	0
(-0.72,-0.68]	0
(-0.68,-0.64]	0
(-0.64,-0.6]	0
(-0.6,-0.56]	0
(-0.56,-0.52]	0
(-0.52,-0.48]	0
(-0.48,-0.44]	0
(-0.44,-0.4]	0
(-0.4,-0.36]	6.82157229464799e-08
(-0.36,-0.32]	2.7286289178592e-07
(-0.32,-0.28]	5.91202932202826e-07
(-0.28,-0.24]	1.54622305345354e-06
(-0.24,-0.2]	6.18489221381418e-06
(-0.2,-0.16]	2.32843000990651e-05
(-0.16,-0.12]	0.000120605398169376
(-0.12,-0.08]	0.00108162850303939
(-0.08,-0.04]	0.0275688614416106
(-0.04,0]	0.310849249141579
(0,0.04]	0.524215092269383
(0.04,0.08]	0.129710650959678
(0.08,0.12]	0.00586375532875647
(0.12,0.16]	0.00035792789830018
(0.16,0.2]	0.000104665657574216
(0.2,0.24]	4.54771486309866e-05
(0.24,0.28]	2.23520185521299e-05
(0.28,0.32]	1.14147643063776e-05
(0.32,0.36]	6.54870940286207e-06
(0.36,0.4]	3.54721759321696e-06
(0.4,0.44]	2.06921026270989e-06
(0.44,0.48]	1.34157588461411e-06
(0.48,0.52]	9.55020121250719e-07
(0.52,0.56]	7.73111526726772e-07
(0.56,0.6]	2.7286289178592e-07
(0.6,0.64]	2.95601466101413e-07
(0.64,0.68]	2.27385743154933e-07
(0.68,0.72]	1.59170020208453e-07
(0.72,0.76]	6.82157229464799e-08
(0.76,0.8]	9.09542972619732e-08
(0.8,0.84]	2.27385743154933e-08
(0.84,0.88]	0
(0.88,0.92]	0
(0.92,0.96]	0
(0.96,1]	0
