cor_bin	Freq
[-1,-0.96]	0
(-0.96,-0.92]	0
(-0.92,-0.88]	0
(-0.88,-0.84]	0
(-0.84,-0.8]	0
(-0.8,-0.76]	0
(-0.76,-0.72]	0
(-0.72,-0.68]	0
(-0.68,-0.64]	0
(-0.64,-0.6]	0
(-0.6,-0.56]	0
(-0.56,-0.52]	0
(-0.52,-0.48]	0
(-0.48,-0.44]	0
(-0.44,-0.4]	0
(-0.4,-0.36]	1.12681363471542e-07
(-0.36,-0.32]	1.57753908860158e-07
(-0.32,-0.28]	8.56378362383716e-07
(-0.28,-0.24]	3.11000563181455e-06
(-0.24,-0.2]	1.67444506118711e-05
(-0.2,-0.16]	0.000150497229052591
(-0.16,-0.12]	0.00213551466423996
(-0.12,-0.08]	0.0223356322585109
(-0.08,-0.04]	0.115195825561136
(-0.04,0]	0.278649631047412
(0,0.04]	0.325660093061284
(0.04,0.08]	0.189571632782254
(0.08,0.12]	0.0564016874259543
(0.12,0.16]	0.00885605654440964
(0.16,0.2]	0.000861516632558018
(0.2,0.24]	9.90018459460964e-05
(0.24,0.28]	2.9454908411461e-05
(0.28,0.32]	1.42429243428028e-05
(0.32,0.36]	7.41443371642743e-06
(0.36,0.4]	3.98892026689257e-06
(0.4,0.44]	2.4339174509853e-06
(0.44,0.48]	1.44232145243573e-06
(0.48,0.52]	9.69059725855257e-07
(0.52,0.56]	7.21160726217866e-07
(0.56,0.6]	3.60580363108933e-07
(0.6,0.64]	3.38044090414625e-07
(0.64,0.68]	2.25362726943083e-07
(0.68,0.72]	1.12681363471542e-07
(0.72,0.76]	1.57753908860158e-07
(0.76,0.8]	4.50725453886166e-08
(0.8,0.84]	2.25362726943083e-08
(0.84,0.88]	0
(0.88,0.92]	0
(0.92,0.96]	0
(0.96,1]	0
