cor_bin	Freq
[-1,-0.96]	0
(-0.96,-0.92]	0
(-0.92,-0.88]	0
(-0.88,-0.84]	0
(-0.84,-0.8]	0
(-0.8,-0.76]	0
(-0.76,-0.72]	0
(-0.72,-0.68]	0
(-0.68,-0.64]	0
(-0.64,-0.6]	0
(-0.6,-0.56]	0
(-0.56,-0.52]	0
(-0.52,-0.48]	0
(-0.48,-0.44]	2.25458447771344e-08
(-0.44,-0.4]	4.50916895542689e-08
(-0.4,-0.36]	6.76375343314033e-08
(-0.36,-0.32]	3.15641826879882e-07
(-0.32,-0.28]	1.66839251350795e-06
(-0.28,-0.24]	1.2918769057298e-05
(-0.24,-0.2]	0.000130112070208843
(-0.2,-0.16]	0.00139545251663596
(-0.16,-0.12]	0.0107589447651829
(-0.12,-0.08]	0.0502786091495412
(-0.08,-0.04]	0.139531994706867
(-0.04,0]	0.238420053933719
(0,0.04]	0.259207435547461
(0.04,0.08]	0.182946882147526
(0.08,0.12]	0.0847660184337983
(0.12,0.16]	0.0261503617108788
(0.16,0.2]	0.0054372912015224
(0.2,0.24]	0.00081392754229933
(0.24,0.28]	0.000105762557849538
(0.28,0.32]	2.23880238636945e-05
(0.32,0.36]	7.98122905110559e-06
(0.36,0.4]	4.57680648975829e-06
(0.4,0.44]	2.72804721803327e-06
(0.44,0.48]	1.3076589970738e-06
(0.48,0.52]	1.14983808363386e-06
(0.52,0.56]	6.53829498536899e-07
(0.56,0.6]	4.96008585096958e-07
(0.6,0.64]	2.93095982102748e-07
(0.64,0.68]	1.57820913439941e-07
(0.68,0.72]	2.0291260299421e-07
(0.72,0.76]	9.01833791085377e-08
(0.76,0.8]	6.76375343314033e-08
(0.8,0.84]	2.25458447771344e-08
(0.84,0.88]	0
(0.88,0.92]	0
(0.92,0.96]	0
(0.96,1]	0
