cor_bin	Freq
[-1,-0.96]	0
(-0.96,-0.92]	0
(-0.92,-0.88]	0
(-0.88,-0.84]	0
(-0.84,-0.8]	0
(-0.8,-0.76]	0
(-0.76,-0.72]	0
(-0.72,-0.68]	0
(-0.68,-0.64]	0
(-0.64,-0.6]	0
(-0.6,-0.56]	0
(-0.56,-0.52]	2.18536430492816e-08
(-0.52,-0.48]	1.52975501344972e-07
(-0.48,-0.44]	7.86731149774139e-07
(-0.44,-0.4]	5.02633790133478e-06
(-0.4,-0.36]	3.36109030097952e-05
(-0.36,-0.32]	0.000178915775644469
(-0.32,-0.28]	0.000812518448572292
(-0.28,-0.24]	0.00309329575905362
(-0.24,-0.2]	0.010000533010354
(-0.2,-0.16]	0.0268857503123814
(-0.16,-0.12]	0.0576354213986633
(-0.12,-0.08]	0.0905212642393694
(-0.08,-0.04]	0.128113114281594
(-0.04,0]	0.151444937746729
(0,0.04]	0.151908038296586
(0.04,0.08]	0.13476553805494
(0.08,0.12]	0.102759348054253
(0.12,0.16]	0.0680807197523563
(0.16,0.2]	0.039704201325725
(0.2,0.24]	0.0200469149638253
(0.24,0.28]	0.00884978572830795
(0.28,0.32]	0.00345530135616497
(0.32,0.36]	0.00118562569635268
(0.36,0.4]	0.000370900029832408
(0.4,0.44]	0.000107716606589909
(0.44,0.48]	2.8169345890524e-05
(0.48,0.52]	7.53950685200217e-06
(0.52,0.56]	2.57872987981523e-06
(0.56,0.6]	1.04897486636552e-06
(0.6,0.64]	5.2448743318276e-07
(0.64,0.68]	2.40390073542098e-07
(0.68,0.72]	2.18536430492816e-07
(0.72,0.76]	1.09268215246408e-07
(0.76,0.8]	8.74145721971266e-08
(0.8,0.84]	4.37072860985633e-08
(0.84,0.88]	0
(0.88,0.92]	0
(0.92,0.96]	0
(0.96,1]	0
