prob	cor_quantile
0	-0.498555603508394
0.01	-0.212008799381832
0.02	-0.188138591648078
0.03	-0.173080802706385
0.04	-0.161426375777756
0.05	-0.152321655503228
0.06	-0.144483436571266
0.07	-0.137352956409543
0.08	-0.131025280792187
0.09	-0.125259281353495
0.1	-0.119890459236521
0.11	-0.114813572895325
0.12	-0.109896423897472
0.13	-0.104978095333148
0.14	-0.10034615761756
0.15	-0.095952627206364
0.16	-0.0917893201621497
0.17	-0.0878022366146942
0.18	-0.0839479327726735
0.19	-0.0802529143222832
0.2	-0.0766860392026968
0.21	-0.0732124607478902
0.22	-0.0698407991183481
0.23	-0.0665522624341944
0.24	-0.0633415918333138
0.25	-0.0602135303505976
0.26	-0.0571654795350083
0.27	-0.0541600776725391
0.28	-0.0511606763237439
0.29	-0.0482764422458079
0.3	-0.0454249973334493
0.31	-0.04257906721813
0.32	-0.0398003631248145
0.33	-0.0370166709669612
0.34	-0.034299142275198
0.35	-0.0315683148304185
0.36	-0.0288863312247562
0.37	-0.0262505371755823
0.38	-0.0235989458462309
0.39	-0.0209469218481651
0.4	-0.0183488581363445
0.41	-0.0157507928449018
0.42	-0.0131290820545212
0.43	-0.0105408841026915
0.44	-0.00794721928578127
0.45	-0.00537041602674959
0.46	-0.0027907338374198
0.47	-0.000208147305852444
0.48	0.00237448793072779
0.49	0.00496771954518879
0.5	0.0075578147992552
0.51	0.0101556824010499
0.52	0.0127561513001198
0.53	0.0153656477194403
0.54	0.0179822492260928
0.55	0.0206051614895291
0.56	0.0232353226917448
0.57	0.0258777959904446
0.58	0.0285322751534037
0.59	0.0311952389022636
0.6	0.033881631931318
0.61	0.0365776428331962
0.62	0.0392986850672146
0.63	0.0420420604119743
0.64	0.0447950551592311
0.65	0.047578615789192
0.66	0.0504039880132329
0.67	0.0532623334499171
0.68	0.0561492017597897
0.69	0.0590828640865478
0.7	0.0620514100394891
0.71	0.0650663545544398
0.72	0.0681363011770202
0.73	0.0712521698126661
0.74	0.0744395918091878
0.75	0.0776807269127501
0.76	0.0810010978156959
0.77	0.0843971253215799
0.78	0.0878779839451915
0.79	0.0914626803668208
0.8	0.0951544966145709
0.81	0.0989668718605922
0.82	0.102903635227326
0.83	0.106971930777778
0.84	0.111220681093695
0.85	0.115646218512972
0.86	0.120282596711767
0.87	0.125157191998487
0.88	0.130308594302782
0.89	0.13577720329829
0.9	0.141606914734021
0.91	0.147866294023424
0.92	0.154685204766712
0.93	0.162179843010048
0.94	0.1705743425074
0.95	0.180113464977589
0.96	0.191381638674805
0.97	0.205167781993186
0.98	0.223562360390853
0.99	0.252832960870874
1	0.824854485448545
