prob	cor_quantile
0	-0.397665867397542
0.01	-0.0560879583708712
0.02	-0.0474818215792979
0.03	-0.0422691127432622
0.04	-0.0384274756454488
0.05	-0.0353479803380824
0.06	-0.0327426555821839
0.07	-0.0304775141285038
0.08	-0.0284569004422674
0.09	-0.0266266811450994
0.1	-0.0249535077857773
0.11	-0.0233994783696121
0.12	-0.0219425147702854
0.13	-0.0205740075186237
0.14	-0.0192766045389872
0.15	-0.0180442348456038
0.16	-0.0168698798305241
0.17	-0.0157423734128284
0.18	-0.0146567771839453
0.19	-0.0136096319672228
0.2	-0.012592421167969
0.21	-0.0116097156368564
0.22	-0.0106547321650247
0.23	-0.00972587257953362
0.24	-0.00881928344900414
0.25	-0.0079345311794336
0.26	-0.00706658307324796
0.27	-0.00621384895499109
0.28	-0.00537917760930192
0.29	-0.00455720720325006
0.3	-0.00375241438097067
0.31	-0.00295853239722054
0.32	-0.00217430179126473
0.33	-0.00140195743779456
0.34	-0.000639208185846284
0.35	0.000114555744227606
0.36	0.000862767544527469
0.37	0.00160196286370823
0.38	0.00233549533776684
0.39	0.0030630638752555
0.4	0.00378509266787492
0.41	0.00450141434498725
0.42	0.00521338926140264
0.43	0.00592289459245843
0.44	0.00662781990906009
0.45	0.00733059370518955
0.46	0.00803338510901547
0.47	0.00873272272493216
0.48	0.00943123057828511
0.49	0.0101287676835495
0.5	0.0108263722604426
0.51	0.0115248864604168
0.52	0.0122252163064644
0.53	0.0129253942859274
0.54	0.0136266946598261
0.55	0.0143283300371642
0.56	0.0150337574502801
0.57	0.0157429080840072
0.58	0.0164541845366645
0.59	0.0171701301689408
0.6	0.0178908350407211
0.61	0.0186145659250703
0.62	0.0193476655807255
0.63	0.0200862050149625
0.64	0.0208293572545548
0.65	0.0215812284693856
0.66	0.0223408991544006
0.67	0.023109315042389
0.68	0.0238878549263619
0.69	0.0246763996825954
0.7	0.0254761692281054
0.71	0.0262884001509608
0.72	0.0271133849871858
0.73	0.0279547745225001
0.74	0.0288119362893449
0.75	0.0296842875003658
0.76	0.0305781381079264
0.77	0.0314935251872973
0.78	0.0324340521308965
0.79	0.0333953112574621
0.8	0.0343876452067082
0.81	0.0354134310037154
0.82	0.0364749590043901
0.83	0.0375716972101623
0.84	0.038711597434206
0.85	0.0399041249582543
0.86	0.0411509373834791
0.87	0.0424614708578299
0.88	0.043847037716459
0.89	0.0453162451225987
0.9	0.0468897066529799
0.91	0.0485843332842633
0.92	0.0504370860572547
0.93	0.0524847299922709
0.94	0.0547797538629825
0.95	0.0574195722621188
0.96	0.0605362872861959
0.97	0.0644114641201988
0.98	0.0696658309551192
0.99	0.0782566117105852
1	0.802243617066965
