cor_bin	Freq
[-1,-0.96]	0
(-0.96,-0.92]	0
(-0.92,-0.88]	0
(-0.88,-0.84]	0
(-0.84,-0.8]	0
(-0.8,-0.76]	0
(-0.76,-0.72]	0
(-0.72,-0.68]	0
(-0.68,-0.64]	0
(-0.64,-0.6]	0
(-0.6,-0.56]	0
(-0.56,-0.52]	0
(-0.52,-0.48]	0
(-0.48,-0.44]	0
(-0.44,-0.4]	0
(-0.4,-0.36]	6.83176678643665e-08
(-0.36,-0.32]	2.96043227412255e-07
(-0.32,-0.28]	6.60404122688876e-07
(-0.28,-0.24]	1.59407891683522e-06
(-0.24,-0.2]	6.39908822329566e-06
(-0.2,-0.16]	2.41389093120762e-05
(-0.16,-0.12]	0.00012882434903624
(-0.12,-0.08]	0.00111968103118506
(-0.08,-0.04]	0.0277918322402279
(-0.04,0]	0.310975215124366
(0,0.04]	0.523723492346349
(0.04,0.08]	0.129722430325429
(0.08,0.12]	0.00593359440702382
(0.12,0.16]	0.000366046064417276
(0.16,0.2]	0.000108647864460297
(0.2,0.24]	4.61144258084474e-05
(0.24,0.28]	2.30230540702915e-05
(0.28,0.32]	1.15684584250327e-05
(0.32,0.36]	6.3079979994765e-06
(0.36,0.4]	3.68915406467579e-06
(0.4,0.44]	2.07230259188578e-06
(0.44,0.48]	1.50298869301606e-06
(0.48,0.52]	8.88129682236764e-07
(0.52,0.56]	8.19812014372398e-07
(0.56,0.6]	2.50498115502677e-07
(0.6,0.64]	2.73270671457466e-07
(0.64,0.68]	2.27725559547888e-07
(0.68,0.72]	1.59407891683522e-07
(0.72,0.76]	6.83176678643665e-08
(0.76,0.8]	9.10902238191553e-08
(0.8,0.84]	2.27725559547888e-08
(0.84,0.88]	0
(0.88,0.92]	0
(0.92,0.96]	0
(0.96,1]	0
