cor_bin	Freq
[-1,-0.96]	0
(-0.96,-0.92]	0
(-0.92,-0.88]	0
(-0.88,-0.84]	0
(-0.84,-0.8]	0
(-0.8,-0.76]	0
(-0.76,-0.72]	0
(-0.72,-0.68]	0
(-0.68,-0.64]	0
(-0.64,-0.6]	0
(-0.6,-0.56]	0
(-0.56,-0.52]	0
(-0.52,-0.48]	0
(-0.48,-0.44]	0
(-0.44,-0.4]	0
(-0.4,-0.36]	6.85662018678119e-08
(-0.36,-0.32]	2.74264807471248e-07
(-0.32,-0.28]	6.85662018678119e-07
(-0.28,-0.24]	1.48560104046926e-06
(-0.24,-0.2]	6.37665677370651e-06
(-0.2,-0.16]	2.308395462883e-05
(-0.16,-0.12]	0.000122939199948987
(-0.12,-0.08]	0.0011101096636405
(-0.08,-0.04]	0.0278881369843007
(-0.04,0]	0.312101511804757
(0,0.04]	0.523626004737696
(0.04,0.08]	0.128767601372558
(0.08,0.12]	0.00580145490623743
(0.12,0.16]	0.000353664469234174
(0.16,0.2]	0.000103283555413547
(0.2,0.24]	4.34024057823249e-05
(0.24,0.28]	2.24897142126423e-05
(0.28,0.32]	1.17019651187732e-05
(0.32,0.36]	5.96525956249964e-06
(0.36,0.4]	3.49687629525841e-06
(0.4,0.44]	2.01127525478915e-06
(0.44,0.48]	1.37132403735624e-06
(0.48,0.52]	9.82782226771971e-07
(0.52,0.56]	8.22794422413743e-07
(0.56,0.6]	2.2855400622604e-07
(0.6,0.64]	2.74264807471248e-07
(0.64,0.68]	2.2855400622604e-07
(0.68,0.72]	1.59987804358228e-07
(0.72,0.76]	6.85662018678119e-08
(0.76,0.8]	9.14216024904159e-08
(0.8,0.84]	2.2855400622604e-08
(0.84,0.88]	0
(0.88,0.92]	0
(0.92,0.96]	0
(0.96,1]	0
