prob	cor_quantile
0	-0.394694545119091
0.01	-0.071495540898506
0.02	-0.0614564420617514
0.03	-0.0552453800464872
0.04	-0.0506185253759686
0.05	-0.046884771039767
0.06	-0.0437202073731083
0.07	-0.0409452076425236
0.08	-0.0384656728453645
0.09	-0.0362095014737761
0.1	-0.0341379924356667
0.11	-0.0322156876202634
0.12	-0.0304118444692219
0.13	-0.0287119760431334
0.14	-0.0271043642716419
0.15	-0.0255790240667263
0.16	-0.0241193458316903
0.17	-0.0227151993447158
0.18	-0.0213618459636154
0.19	-0.0200557016664125
0.2	-0.0187923429321353
0.21	-0.0175656084184678
0.22	-0.0163718337361253
0.23	-0.0152087330761457
0.24	-0.0140735787412809
0.25	-0.0129662511544511
0.26	-0.01188130230772
0.27	-0.0108157868958314
0.28	-0.00976935021068281
0.29	-0.00873902614075331
0.3	-0.00773013507712128
0.31	-0.00673425620726189
0.32	-0.00575339141617219
0.33	-0.00478344993959913
0.34	-0.00382403697150576
0.35	-0.00287654013274004
0.36	-0.00193863879229192
0.37	-0.00100883204295378
0.38	-8.67464586606442e-05
0.39	0.000826558244183115
0.4	0.00173666833586339
0.41	0.00263918406194962
0.42	0.00353737277701024
0.43	0.00442975003224592
0.44	0.00531849517834229
0.45	0.00620306750341741
0.46	0.00708595561041672
0.47	0.00796501006974643
0.48	0.00884505556619201
0.49	0.00972397912638009
0.5	0.0106033316681172
0.51	0.0114823986595029
0.52	0.0123639534567196
0.53	0.013248050635873
0.54	0.0141310818496626
0.55	0.0150157122099473
0.56	0.0159020373791139
0.57	0.0167941492987837
0.58	0.0176907977145739
0.59	0.0185911824056297
0.6	0.0194971953588568
0.61	0.0204126166356213
0.62	0.0213320013881526
0.63	0.0222591932489899
0.64	0.023196739780152
0.65	0.024140698256756
0.66	0.0250963564252738
0.67	0.0260638786904109
0.68	0.0270457321716762
0.69	0.0280389750735499
0.7	0.0290482703666681
0.71	0.0300741012070263
0.72	0.0311139950246458
0.73	0.032171829920971
0.74	0.0332519910799605
0.75	0.0343523574883063
0.76	0.0354776680296581
0.77	0.0366307146517246
0.78	0.0378143046842849
0.79	0.0390313189009021
0.8	0.0402803094103311
0.81	0.0415707734573212
0.82	0.0429039554487862
0.83	0.0442800889309891
0.84	0.0457160295810951
0.85	0.0472128412926973
0.86	0.0487835460589726
0.87	0.0504291000638838
0.88	0.0521664442655496
0.89	0.0540116605177391
0.9	0.0559828309279134
0.91	0.0581066971448156
0.92	0.0604241709214542
0.93	0.062975230233401
0.94	0.0658423011031441
0.95	0.0691147139363332
0.96	0.0729807659441861
0.97	0.077757278029829
0.98	0.084190898124777
0.99	0.0945759960647705
1	0.812366950450835
