prob	cor_quantile
0	-0.381945287075017
0.01	-0.0599774137642552
0.02	-0.0510434426308684
0.03	-0.0455861330215597
0.04	-0.0415438987601791
0.05	-0.0382937718242503
0.06	-0.0355484793424356
0.07	-0.0331572706537192
0.08	-0.0310230402915078
0.09	-0.0290834554266284
0.1	-0.0273122437206157
0.11	-0.0256660099040278
0.12	-0.0241251206487021
0.13	-0.022671418851
0.14	-0.0212981232892628
0.15	-0.0199901475761576
0.16	-0.0187407865339291
0.17	-0.0175409898103301
0.18	-0.0163867493098459
0.19	-0.015271775296822
0.2	-0.0141925177717032
0.21	-0.0131476759448314
0.22	-0.0121326483777031
0.23	-0.0111421258898452
0.24	-0.0101771251529463
0.25	-0.00923160588834004
0.26	-0.00830906019083798
0.27	-0.00740732235830602
0.28	-0.00651831925967136
0.29	-0.00564784146297365
0.3	-0.00478997872688838
0.31	-0.00394601050138932
0.32	-0.00311172462216941
0.33	-0.00228882003023762
0.34	-0.00147595396414338
0.35	-0.000672472788131703
0.36	0.000121363994568098
0.37	0.000910350625049962
0.38	0.00168900778830058
0.39	0.00246419904943556
0.4	0.00323306306268351
0.41	0.00399874843476177
0.42	0.00475790848633225
0.43	0.00551422125352982
0.44	0.00626542561747072
0.45	0.00701715826970425
0.46	0.00776562546003997
0.47	0.00851216906459911
0.48	0.0092561180200671
0.49	0.0100013610624574
0.5	0.0107432386762576
0.51	0.0114877591385477
0.52	0.012230943835722
0.53	0.0129776827124723
0.54	0.013724279769819
0.55	0.0144718203476821
0.56	0.0152232421734873
0.57	0.0159766288960905
0.58	0.0167373194108366
0.59	0.0175010594027869
0.6	0.0182696068264959
0.61	0.019043469606324
0.62	0.0198211494883026
0.63	0.0206083932479428
0.64	0.0213998271578757
0.65	0.0222009434237584
0.66	0.0230126658615991
0.67	0.0238311673969601
0.68	0.0246607582300691
0.69	0.0254993275673947
0.7	0.026351063118053
0.71	0.027217764712492
0.72	0.0280984350961109
0.73	0.0289921147197255
0.74	0.0299049146932106
0.75	0.0308386149477296
0.76	0.0317913951664836
0.77	0.0327683071347324
0.78	0.0337675602709568
0.79	0.0347948866975648
0.8	0.0358519114092936
0.81	0.0369417219325308
0.82	0.0380683245240103
0.83	0.0392412871588414
0.84	0.0404583925595721
0.85	0.0417262303574498
0.86	0.0430513332559709
0.87	0.044444178070971
0.88	0.0459200112302449
0.89	0.0474839164321666
0.9	0.049160578472516
0.91	0.0509695528443672
0.92	0.0529407796009554
0.93	0.0551176641847742
0.94	0.0575601496330085
0.95	0.0603514186070528
0.96	0.0636539253175487
0.97	0.0677571298892507
0.98	0.0732990857148244
0.99	0.0823043265766931
1	0.804653983042048
