cor_bin	Freq
[-1,-0.96]	0
(-0.96,-0.92]	0
(-0.92,-0.88]	0
(-0.88,-0.84]	0
(-0.84,-0.8]	0
(-0.8,-0.76]	0
(-0.76,-0.72]	0
(-0.72,-0.68]	0
(-0.68,-0.64]	0
(-0.64,-0.6]	0
(-0.6,-0.56]	0
(-0.56,-0.52]	0
(-0.52,-0.48]	0
(-0.48,-0.44]	0
(-0.44,-0.4]	2.23461040573151e-08
(-0.4,-0.36]	6.70383121719452e-08
(-0.36,-0.32]	2.68153248687781e-07
(-0.32,-0.28]	7.37421433891398e-07
(-0.28,-0.24]	2.50276365441929e-06
(-0.24,-0.2]	1.03239000744796e-05
(-0.2,-0.16]	5.70496036583254e-05
(-0.16,-0.12]	0.000607031916716964
(-0.12,-0.08]	0.0100786739285546
(-0.08,-0.04]	0.0888424114753501
(-0.04,0]	0.297624609138707
(0,0.04]	0.376162204112443
(0.04,0.08]	0.185721755697642
(0.08,0.12]	0.0371903975215489
(0.12,0.16]	0.00334492127802732
(0.16,0.2]	0.000246231720607555
(0.2,0.24]	5.64909510568925e-05
(0.24,0.28]	2.55415969375111e-05
(0.28,0.32]	1.16870124219758e-05
(0.32,0.36]	7.12840719428351e-06
(0.36,0.4]	3.5530305451131e-06
(0.4,0.44]	2.3686870300754e-06
(0.44,0.48]	1.27372793126696e-06
(0.48,0.52]	9.60882474464548e-07
(0.52,0.56]	6.48037017662137e-07
(0.56,0.6]	3.12845456802411e-07
(0.6,0.64]	3.35191560859726e-07
(0.64,0.68]	1.78768832458521e-07
(0.68,0.72]	8.93844162292603e-08
(0.72,0.76]	1.56422728401206e-07
(0.76,0.8]	4.46922081146301e-08
(0.8,0.84]	2.23461040573151e-08
(0.84,0.88]	0
(0.88,0.92]	0
(0.92,0.96]	0
(0.96,1]	0
