Lung.Fibro-0	Ovary.Granulosa-R-Al	Pancreas.Fibro-PAMR1+SOX6+	Small intestine.Fibro-COL14A1	Small intestine.Fibro-COL6A5	Small intestine.SM-Visceral	Small intestine.T	Stomach.Fibro-ADAM28	Stomach.Fibro-FBLN1	Stomach.Fibro-IRF1
MD44	36.2804288041631	95.9576318877601	33.2575059018393	22.0082296771816	29.2803062462519	27.0777751796076	34.7219261810491	29.9100025977765	23.7730436515218	30.2488206299932
MD45	169.059805670908	269.169977785473	370.91309149507	451.822839380478	220.918827693987	229.410400700131	93.012665099165	205.146176353472	441.635931760891	176.518500361506
MD46	178.539869102794	193.994291310013	203.661912989784	162.952705844303	164.438140685433	180.948917957671	125.681861941045	180.464947307816	132.049669159822	156.718783408423
MD47	105.4359737001	105.035165414193	96.3995802630771	83.701432882165	94.7147414959313	94.5968593997773	95.7269249163027	99.9187932652886	73.1480857349097	88.059033284294
MD48	834.912283890791	561.126360563291	429.739794164302	364.249939091991	697.842209351576	643.644187753877	497.030264787846	789.125642475267	401.153649271596	605.868826492116
MD49	7.57727082663984	19.3986103802937	4.61101572532071	6.73118581607184	7.2443398306283	7.04658184516446	17.1295548529083	7.66122469193103	8.35537268042864	7.82271984655036
MD50	42.620880536412	64.1771300232769	91.4499381129161	79.7850367608926	125.096715522858	81.7255821095593	197.399650720392	58.1543764489613	88.0755941713086	176.36658070346
MD51	595.194293337658	352.322633302406	701.715670056633	988.232371868719	837.606004567274	748.747682384652	657.532766709628	443.321517114153	969.606247378989	1326.69990380276
MD52	159.002053089591	126.730022241804	177.953859796411	189.429572508243	158.992551740688	153.400972008347	83.9392779678344	125.334588004905	148.256358661132	117.796898578288
MD53	272.157920977778	300.152803799837	255.062623700629	259.503377612728	293.210861814843	271.073486815804	428.00972040793	180.651662651427	223.328607420847	235.837366382772
MD54	129.261776182549	193.931003870088	120.884049547398	125.103557682325	122.977795358243	132.122402085017	156.529189248177	138.760080540555	149.756599656489	130.141093885206
MD55	123.471798674835	148.779532193064	167.695708407897	140.259792532699	130.935589326523	134.635873473	146.361124923148	140.778061619874	159.15318186137	147.688664700646
MD56	706.759973721587	734.550575111924	714.304038966883	769.297849389833	728.372846763337	780.906444627448	936.38519123623	742.808052163833	902.8190514943	766.856622776536
MD57	111.014317031397	152.205465803676	105.122702141759	111.53038243728	127.434202548117	128.574785182495	178.526404271035	131.358472486609	118.035375811483	135.832697345637
MD58	124.378008790825	143.868277490732	130.49999457173	99.1724137132947	102.083367579354	107.616817220784	142.728466041684	112.330037405024	113.993737548646	105.676376263332
MD59	228.842052920502	128.285133279126	705.848175976161	974.320977339776	284.341718331161	332.529150615888	35.7624059509796	321.206597470563	868.502188191312	261.263187773364
MD60	121.915436313653	47.2806149269317	423.840774693167	276.366373876286	154.028779299205	172.597704198055	8.3566924601765	152.976253309291	445.177224666849	133.511333866834
MD61	139.046952751189	170.780485445503	104.847255331875	134.974000167828	269.858144760834	193.406478468075	755.848719650884	160.378289946315	128.92099412118	163.85131037493
MD62	44.4111747476904	74.8278543968696	71.7812280103984	32.0675085069959	35.8936357758064	33.6311158091313	100.254954495004	40.9580123834811	40.366378567076	52.6229076976087
MD63	63.1688760784158	102.565651506829	88.332642638978	92.962727718096	97.2358966601479	92.1968463441259	126.235569183237	53.4832667298393	77.4187414662257	115.405985843967
MD64	260.308105274846	235.714074998539	244.889426026365	248.963674934351	316.685135742746	247.804760558363	294.510741718087	311.902870750297	291.867230965213	446.685523725937
MD65	196.107589126983	164.150921340822	223.12865630791	237.602718821615	217.081974672102	178.15954477562	258.212333491525	144.909143339662	185.230101105425	256.97104248093
MD66	431.673613605593	310.603351029541	499.61018711885	676.901868976298	593.787729599316	525.969109633925	587.456953358534	353.1818943189	642.43483056267	896.541297932406
MD67	97.0399552025538	119.947425487747	85.9219846545994	90.351012859022	92.1730781236395	97.3725209574505	148.166392995171	103.077674516268	100.785258458644	95.6045106989621
MD68	367.760763540732	472.928203630326	337.846707975918	371.067431057469	376.234040972009	447.539280764851	426.917391645819	451.675884876591	465.427517624726	421.460496531452
MD69	149.176097215454	161.913786064139	146.605791936028	162.937728460705	162.148068488668	159.261177742306	168.2912959731	129.404813332579	153.743534119987	136.960395091168
MD70	546.973682667774	500.680084152528	586.792624894307	541.917087069098	577.889157091107	591.371197563302	827.529395561437	532.62666329662	531.519283355569	597.764758040986
MD71	865.792042726098	889.966624188447	866.727657527349	934.288900250847	871.507276675566	948.576214654531	1139.57441279705	897.380503499374	1125.91512842181	908.277566121583
MD72	2159.39373769277	3062.20937905718	2244.34820405589	1651.44032641701	1724.67068545925	1789.12974502608	2054.35855054533	1371.66977870164	1389.43441519735	997.498592211348
MD73	396.096521208449	41.8039024717647	497.168175497447	343.184589593209	305.156002134794	241.192218248251	24.8144246161836	199.900767783494	181.585128485724	166.515637167037
MD74	1844.68849578866	2620.67740441874	1905.79549587108	1425.88439055138	1493.46995062413	1547.66934792923	1783.51264936278	1209.11552332992	1218.77879218923	888.888902803271
MD75	415.010806934747	385.374196363667	428.743720099738	451.104196150722	421.218569701276	461.700694932184	498.929778030917	422.520320958307	510.704483337869	428.642621476733
MD76	1206.13481339518	1354.38819058593	1199.41497142933	1284.18284200596	1209.31185808149	1284.11954878101	1747.27157943097	1254.95533757046	1611.25744212836	1281.17803798519
MD77	165.961978970222	168.240613972175	177.377885932355	181.735374405176	166.036969115197	198.874749779465	115.272037509768	184.127913778533	138.285667979882	162.546544275903
MD78	204.604696492751	156.618659928923	182.636424590051	210.995341018519	168.831351872366	197.188080406901	174.798328913878	171.719320492455	178.361653289885	161.640924206844
MD79	239.927835427992	140.710229336543	288.772284941083	347.451132870346	211.454570327727	241.505344821519	81.7681168431646	189.062026526974	199.407806864513	173.195590651465
MD80	366.856574666218	108.651495477645	301.731273554255	403.823467648632	308.472643228395	380.463412230483	47.1961584046651	273.088442357327	298.701800446379	238.14949462139
MD81	142.488139978973	117.084900190311	133.436315803925	126.293409091078	125.88378846202	137.062777066286	106.55693058078	129.004272837619	97.1926595933148	114.428098392092
MD82	544.699261413305	68.6955020606556	381.622512625061	360.873724774637	438.811635894096	635.30159086023	21.3044450123255	408.642460339584	431.624292295524	328.825652906723
MD83	211.906425669381	229.027958743553	225.874896652866	243.98954705981	252.130180219944	224.98670854834	297.280952909056	208.618461848319	255.108705125014	314.226888395273
MD84	438.280441004808	302.366380850719	495.002591638093	699.714261969436	602.649962786361	531.904747357983	615.020940958365	337.599174740598	634.37128434383	908.758880834307
MD85	271.767115491474	90.5069003794303	650.984588203525	911.275113612684	263.65913107902	293.521878882844	20.92219468577	271.585312864376	764.08751445166	222.906298228558
MD86	267.273916041941	191.063051475944	361.392010363532	374.677611194162	284.589914406885	264.181289640312	86.1433639971122	276.403033257298	414.106248271305	262.848837016978
MD87	97.3139644849411	134.222547105664	75.2335619139238	98.4808407017293	97.4687598262615	96.73811430104	142.331710749934	159.359035737621	130.012396153026	127.941365730517
MD88	3072.60687630272	4390.26582210579	3197.13525789727	2359.43656500854	2464.89941747728	2556.69930380726	2946.14660261934	1959.94028161167	1983.38820974001	1421.82369652995
MD89	649.59750187646	194.291444103652	3007.29856664634	4225.13926518053	1168.57353809176	1352.31337294539	26.382719825198	1153.19264261777	3714.63705703369	915.010376365081
MD90	182.504117869184	213.512661743871	165.783116492925	149.967589674363	168.541418292361	175.41800498602	176.859135599181	174.472051216059	121.927300298895	151.627131828104
MD91	277.382502441544	53.4721809595721	430.634597948929	552.731544451932	509.181368619834	262.757051622927	25.3492484440912	345.881513778279	424.216432257832	273.568207453544
MD92	853.836154934492	912.543594546631	858.94033780134	924.802423042081	873.963660746003	937.664726569869	1179.21383936607	889.300644715496	1131.18254842697	904.451517925725
MD93	628.406766711804	634.739199829252	609.011829122843	702.963521870435	705.794453829056	722.818646550127	860.22363067626	621.655938535865	678.099871989438	684.444592978527
MD94	455.999743972123	401.446740739229	468.801528126211	475.889395782573	471.516383754657	492.391983981559	460.427088710929	440.712771450952	458.239733101859	471.156725051471
MD95	350.413398659899	58.7159768418516	251.72645278751	390.166395597163	410.596831875712	425.921089824955	16.5427758542753	274.711938564004	357.947002860212	224.854273178266
MD96	118.137805582118	56.8282510777709	73.0511259387577	149.881396468007	160.552061548995	221.04838723813	20.0377389869864	135.313875712394	113.923520123349	112.073785646354
MD97	98.6996732427249	171.65141971181	112.880543807114	141.904901605536	351.898234057916	169.916834833241	828.867063734408	168.808046764726	138.521608874349	166.879706738295
MD98	347.101099730865	227.393484431823	416.042851074994	579.982481365223	526.561880821974	449.382114779451	592.262458531652	267.000185409169	505.003157266554	766.30278485169
MD99	412.643857239797	386.537362590341	416.663837059489	508.094756079038	437.103532407829	401.418992705999	480.80652512793	390.407729861898	637.873838846807	694.703120432513
MD100	32.3631150529932	20.5511933181909	24.1773381297668	17.8568465547698	16.9484877020466	18.131423558768	17.6156185440207	25.7499616780884	31.079463892951	19.1320109872502
MD101	3071.80713614536	4393.12846732725	3193.68988093949	2358.17773018614	2462.76268902293	2556.24717229242	2941.49459729213	1955.53299056437	1980.0605164255	1418.57142082431
MD102	22.0383282370603	22.2423519768207	15.412613813838	22.2782386322083	21.8804683218072	20.5138998859239	27.1845634144407	41.2506092190496	44.8815872208429	31.5252534008009
MD103	264.237895382596	339.167382409657	292.546207200998	318.998421411688	335.661819496766	317.709557104757	414.684092749974	298.498398650337	307.271192064028	341.893675586074
MD104	233.996428096535	204.137124368713	229.107688058086	225.928866287394	225.780191209966	234.852465337284	249.461354520082	214.337223565835	240.7407675183	213.718169027358
MD105	315.97029005094	275.830781030644	320.997275695966	315.971869437883	300.174801339156	334.833861277897	345.658867036776	305.224255929648	375.9383100333	305.262507128097
MD106	1160.44886316854	1211.69587036261	1144.82187206298	1257.75569386821	1173.36895874457	1275.90632786465	1587.98837281682	1187.53206315801	1510.90135551593	1211.22872628755
MD107	757.273164205106	136.007569965978	1738.74409792602	3024.90738456129	768.42725303456	896.294896782248	73.1511017327224	723.136962908484	2620.59623092823	602.106253873873
MD108	130.339600715988	149.881571202606	109.196941115831	102.981122289259	121.651599369087	130.095816142179	130.07051968438	130.604866896878	82.3223481614436	109.872047338778
MD109	82.4525908995322	62.1773622693527	72.9908268264749	58.23150554724	442.520825899315	152.777678376835	20.7563468503283	233.241702419953	48.2379154170837	178.631828773195
MD110	258.780773972459	62.8887583700969	347.764180858004	186.084373363196	502.498073533764	194.859228889704	10.4265690252275	441.404698787809	216.045568822175	359.012099467823
MD111	120.081113635883	161.912209068807	138.721415356623	113.711678286935	131.591716533148	125.835787844567	181.209119014233	116.808303175682	103.320873734284	154.295552485007
MD112	159.001850891972	237.318167164106	208.787178407779	201.439680787592	172.892228806153	180.974182154834	242.89823229145	173.12843367532	266.881788026398	309.161907563759
MD113	117.2761571201	127.856162171599	128.721936498169	133.459239526708	137.139038533131	137.509495966777	523.07981103428	97.4171590826699	109.899409867695	168.742655627415
MD114	347.149886770141	236.321135951628	398.791305802756	567.070296911059	498.421135109006	433.893890623534	503.630627988843	264.733920107726	502.933476983883	738.920718030197
MD115	86.2625909435116	79.1450360500828	84.5818698111064	80.6428587432473	57.3042119322731	145.699054319278	45.333943679654	62.8587351752554	87.784014879377	59.9058438878213
MD116	358.641510458959	112.717363837329	231.326516498304	240.19307038201	271.713102341194	509.262498748614	43.9411916442158	323.031210959622	313.241125247178	268.747869609575
MD117	160.53128904348	124.805622789783	141.345204999401	109.405435312583	153.69315284578	369.655845388335	89.3791802302695	157.912009881272	117.105759636528	140.768758814292
MD118	126.054155740397	63.8927052984579	63.0422050811802	42.8459510824735	121.75204804164	130.61473401183	36.3842526935616	121.454170767292	49.0405498731453	101.92257383035
MD119	156.034378382072	414.788339726498	112.923052526424	175.457693091675	477.390391449878	242.239378763168	2098.0638882679	193.297785442561	167.66553948379	253.750515496794
MD120	101.164120924617	93.1383336350976	104.183568332089	97.7210359371304	114.609207072675	109.667785709396	274.025418896399	105.849018796421	82.3241646029177	124.298556994733
MD121	162.133533726079	109.253924536443	205.889280277007	134.588972424441	175.735681388162	141.84112547999	386.5967516719	133.899029818703	118.175645299206	151.789441341013
MD122	105.369907075674	82.3184675030297	128.829599118389	171.727361907182	190.605981264272	170.486710795264	1501.37335000838	91.3244295300108	135.097543145137	253.236214287532
MD123	332.283611534871	170.760731368862	422.52406355608	578.096797521101	491.47338348034	445.582635866566	429.838467060293	263.334759694854	545.402477091609	809.477170196205
MD124	64.3891682036601	47.4499729621859	66.6088712316353	67.1004554836979	67.7262639627812	60.3969651137206	73.4625887873206	64.5444293014062	63.5592492436066	59.2253073051085
MD125	80.9355125528943	107.873847069515	99.2608163636146	91.6426570492938	83.8140853882586	110.930398966146	113.296461350241	89.6103737666901	90.1869003114002	82.6347833828261
MD126	64.04245486662	72.9315033914936	78.0728797031183	93.4229883897022	86.3293544578538	80.9700997973992	89.2853151863489	80.0834716135493	92.2892210850753	79.8063587486269
MD127	31.5551460098343	19.0541490913752	26.5560118182241	23.056648922927	53.1238614109521	43.6323945323498	10.6166310037188	53.4094950754636	25.0192658569568	47.8136720710764
MD128	21.1748456412553	22.4147610111153	20.9917348403699	15.1941493052869	26.8972494156084	22.2658719658117	14.3349935914505	39.1793442075554	22.7844167124917	31.4874796024279
MD129	72.3220844265211	41.9625042493309	113.371828412927	66.376034386917	73.2316933388185	67.8196264798781	23.3540956265678	103.847421877781	106.285648796718	119.353834494767
MD130	19.6685202574028	19.9700745603083	13.5858633014482	27.0648093085033	21.300837006738	23.4617360518968	15.8858250932714	35.441330394362	25.168550887971	27.8385957544309
MD131	16.3840283104841	39.1350474942282	16.0018163611024	13.2042417417792	32.668848263449	18.4535157996263	13.9305550197397	25.8281403137979	14.0953637552373	20.7891332374831
MD132	31.6221801511391	20.5110905898202	27.4271820835924	21.4118564887022	37.250684308358	36.174036547004	19.2648082664518	43.3670951987973	29.0234762022266	33.2839964118691
MD133	17.9807047556192	11.018764456969	9.54359009484136	11.0538722070148	15.5676380276819	94.4504068254722	18.7934890799735	23.8999217882421	14.7847548386761	16.7754361929824
MD134	24.8071993479614	11.7796807653633	10.737737791519	10.6808667826971	15.2631655922844	13.9143845354828	15.4190200025814	34.4053631569104	16.0643938673572	23.654041601359
MD135	82.5112831067908	150.306581435435	89.7115176368388	84.8232827506517	176.054940944426	106.968292913481	793.244925245442	83.0858035803902	86.3259894881517	109.92912188884
MD136	39.0688511925635	86.4626632460294	57.5843728517076	45.319910031563	52.9831811245519	46.5974611373553	264.687770509705	47.0343713537563	34.1693824609837	46.2743199442675
MD137	94.8283253782132	134.656826944884	87.7843368017513	110.640051597344	114.402078231432	101.690831893637	142.755645118917	82.3182177453547	99.3906581553922	94.8712389814806
MD138	79.4322240991523	155.918726660784	76.6324614073918	82.3929127498777	81.3347199156961	89.0602216590536	112.315072753976	83.2787828888912	93.9837203721248	83.7228048168307
MD139	203.279892413579	224.069294612998	225.594927740833	258.111313212837	239.31741951625	248.499915005727	218.003639631726	245.05338708731	278.61550845001	262.99532655973
MD140	621.677729503162	642.846306128521	624.212792513737	662.813944902911	621.791916303556	673.394785456073	835.065796229968	629.673347816775	787.221781030485	643.415115727484
MD141	95.4007230198814	115.665411596831	86.8357972848129	90.4437885405525	95.413415327856	108.983637969017	120.487905106944	89.1461116213651	80.0827657582339	90.194576172231
MD142	749.099989816453	416.629033119559	640.802142387209	1014.27367831759	811.3184125452	697.362638550374	1161.88216409424	496.694524005295	769.942672730862	1109.02264475463
MD143	74.3693081729425	107.364559920963	80.6290661517099	86.8894489248519	80.7024221613204	82.8753160243266	65.9416088790232	147.269555702483	144.419726188895	130.592035785854
MD144	100.042112170365	103.120448090053	114.647397319192	88.1791727433852	94.0206851331036	106.887788971193	134.092276672905	89.0838339651575	80.758048153012	94.7445077451517
MD145	65.0702557073324	92.7788245426494	70.3472641990051	75.4096264177254	82.255887112058	107.326182486009	100.381286531882	87.2650655095061	76.3791595418768	77.3740294197774
MD146	85.3543208892066	47.4586500577115	61.847332404711	63.2288292358505	69.565064827101	64.1898118401053	147.619041024882	57.9159300892637	56.2053903322086	57.1733573208645
MD147	249.757434487505	265.256292309308	227.724468397911	193.616613592445	228.272227129435	289.474188014149	570.709258968024	204.663673650269	197.714674284247	194.866429545788
MD148	49.7983176711192	62.7678142638472	45.4487951351137	47.9648691463794	52.7807572556957	54.1788851328378	51.2539071605389	58.0824527874248	46.2368676323392	52.1126942347412
MD149	57.3136122774937	64.0362765991595	55.038804549127	50.7896131134735	54.3086763734609	56.5679231425702	40.5941407166656	61.0909591480184	49.1198122138232	52.112737983613
MD150	72.7842691329182	87.0877855112602	70.1531429584463	68.9579786546436	74.2374436438624	75.7086959703655	60.9467271233685	74.7947570576175	65.10221150113	68.2467162952685
MD151	79.9167758614672	106.898185833423	66.7684249450001	84.7239442941083	80.1549397332258	84.4661658252367	89.9094829713428	121.922732413904	106.502974422467	118.115937913399
MD152	88.5929435475622	113.681528772413	68.3293632932459	81.1841083200088	83.9430541385634	80.0575853271062	72.6821932949482	112.758563887109	105.603293276934	101.220324757242
MD153	74.2919008193481	97.2224392202922	64.1911968311692	63.9666102624285	66.8191129295435	69.6883656361222	69.2263240179109	74.468615641775	68.3303162438388	66.0631099704205
MD154	49.9465720890885	70.8075823310123	44.1868214584323	45.1445276640168	48.5348611084548	50.282246691441	56.6018849452917	51.9615511834441	46.6865828950859	44.3392774713512
MD155	89.0203433339355	101.15164030247	74.3574046680964	71.3198875749464	86.9504950717644	81.9603440981417	72.1843564839283	83.9666139111388	75.8836941617978	74.4851202041204
MD156	59.599133365069	63.3948011020427	55.8126085451534	52.7027972854135	55.6455313315519	70.0677738083632	57.3763235007702	63.3213701361838	51.7609516553295	58.5836304860556
MD157	76.7403738048397	77.4688774512827	55.7914137522649	52.7342761129695	57.051066461529	74.7139553999667	53.3094548820083	73.2099558340433	67.9100140969494	64.0781767565539
MD158	58.3282532438287	94.5099161198469	60.356636842178	65.9060939858245	75.0602219049214	77.0340463043969	46.2857942387431	74.9697778035149	72.389184477555	71.9987855226309
MD159	231.155367447166	298.750967865217	201.533956008969	218.445842099756	228.568586738501	248.834767920039	287.671479420201	274.445815653868	258.094669655433	245.233700312541
MD160	49.609106049507	47.8120419910247	38.5746950097135	39.5686109796359	38.5629723247841	45.9611951247675	32.6401084374235	43.1983351173879	43.0260943402801	38.3611420979602
MD161	70.1129027658764	109.680074482613	75.1169048062338	88.0440122710126	108.187197664742	85.1620697301452	61.9227142217802	114.629879913936	72.5857168253636	118.10596262543
MD162	93.3268799197804	108.787118490576	84.7397722389136	83.9485481612243	93.9830956685938	91.7266179508077	93.9294062209334	96.088255390052	88.5033124740965	86.6808045206858
MD163	158.362388648409	242.06521242031	143.610588437662	166.080297449678	177.042981818323	181.164718810494	149.473840434692	225.022306467368	197.391962471193	196.611201044186
MD164	52.2521514464604	119.786080089637	44.3833117787664	40.7546994814609	43.129267264107	47.4076087581408	42.5079855527166	47.9207543443855	39.9364045333345	43.6093188078573
MD165	151.650632766876	188.993238357551	151.325726809691	163.834375501785	189.004616120646	180.465234882163	252.523160991858	182.917203330568	143.648102366628	209.945657398298
MD166	62.5783295257825	75.7706164700278	54.4543373946916	55.6400686746302	58.101340936057	60.5447133816282	78.8342527762283	66.1737295533428	60.6119072466689	64.5556729988527
MD167	2378.11676932982	3393.59714760678	2480.23415085516	1838.82079547088	1924.31935822152	1995.94578128541	2282.53506255193	1531.37923003933	1543.39546514114	1115.92141005359
MD168	263.630911991109	285.01496505616	277.327973059624	266.226487870351	269.502864779079	327.829911095041	355.599334484327	283.60393999021	216.482348453754	251.588543025879
MD169	476.672234051976	289.757435130235	526.435603406336	455.876793445836	481.856168678296	481.015933966049	542.568806968738	380.092581003195	409.730880184881	429.909336801859
MD170	1302.80542735115	1236.82047081103	1269.71014292413	1449.72810022854	1361.01333402834	1478.62275961433	1657.85923513203	1288.05428877442	1544.92921666104	1332.59200475026
MD171	374.788067430421	354.931000768248	390.425866025724	407.078240513968	389.377678204806	441.900889463766	443.669851829274	386.73671295194	500.55065522937	411.10624185762
MD172	955.379600974084	1059.75635411004	979.837685027634	1029.0422274488	942.410936808828	1019.54567365096	1302.71806693023	1053.93912096477	1352.72679907057	1053.7456660446
MD173	408.472138642051	109.443810495217	1461.44510200434	2260.36769411631	742.640855738364	749.913684346121	26.3067907385797	614.505736961109	1983.59088438079	488.597340049782
MD174	122.267283381531	59.7774695746742	98.1290704097388	143.405492257069	157.407599635787	637.807311229686	13.1591107813347	161.635747361024	142.749196947548	135.19782060806
