Lung.Fibro-0	Ovary.Granulosa-R-Al	Pancreas.Fibro-PAMR1+SOX6+	Small intestine.Fibro-COL14A1	Small intestine.Fibro-COL6A5	Small intestine.SM-Visceral	Small intestine.T	Stomach.Fibro-ADAM28	Stomach.Fibro-FBLN1	Stomach.Fibro-IRF1
MD175	8.99892349916713	16.56812790213	10.3838601239181	14.2147038015686	12.6109943617701	8.98036618123222	33.51803463065	16.0161353613525	13.9204920790438	11.9098272870188
MD176	63.1744826973137	69.4235983882504	47.5475109101151	53.3048610112279	72.7535417119395	54.5713029418383	41.3036571348143	88.3552319675833	61.2425254233658	69.1859158481596
MD177	162.292979543008	53.86028522827	219.202579333377	158.396055284563	205.433322018144	125.764582771771	49.3451003983129	224.859839852858	151.080453095049	198.000469862956
MD178	129.659440660104	41.5072421389708	232.591868110739	174.012829463916	442.089597654608	199.758674279549	48.0015839728075	457.841259032765	164.652208033462	356.923711702881
MD179	139.05317572051	127.379819206257	165.02118381969	149.129853887491	128.885569480568	164.365827693001	76.0432339258331	141.728908022196	112.494409217734	120.846943994181
MD180	639.965275676799	348.4726346821	744.369177695064	1127.0075726915	949.52916100568	844.761852458439	875.477622954016	465.321029642541	994.455234965927	1467.54581359893
MD181	743.245662141047	839.967790606599	742.954475203271	908.898960456131	852.810910462222	881.056362342046	850.705218334475	1051.89802798197	1140.54366940688	1250.73970439206
MD182	149.526705562804	196.962861407124	155.743937493808	180.395437277521	177.958381789619	163.670253287658	325.207114104232	227.224128505505	220.522425047341	255.496799238248
MD183	20.3342645081062	20.6354246753709	26.8637952453319	13.2366945274201	23.1692281917253	19.1217524727183	21.9423632776935	33.958551214962	18.4668738188692	27.5714897285916
MD184	15.1336800568413	19.3423689117548	12.7054720866336	15.1035577694755	19.9950672966197	17.412152336379	25.4948861366686	39.4281678536163	22.6749218914946	28.96412164509
MD185	912.081056516649	530.071012789368	504.46321921021	407.064631990811	864.441891055908	782.725191499538	569.981265368232	995.210961488753	501.823171343587	828.452252347489
MD186	153.817422688879	136.977319733226	107.542323021296	114.630201771899	148.248940465204	152.248804097533	117.396696818607	240.012779787127	196.146476408862	191.962923261507
MD187	262.155868988631	178.658774658874	281.54495997869	255.935703280618	184.878526596713	201.630086785748	113.788717531076	215.796025437899	337.88448237625	178.083804811831
MD188	190.638252814195	52.6928622480391	261.032342315123	333.053257482658	198.187451490287	209.637187747085	20.0492030600203	306.096396947304	488.172071173612	229.110290545951
MD189	371.388272231207	122.850772715484	1204.80206286697	1735.18112345723	493.39826805108	537.025523290583	39.7266576475908	480.845501168187	1627.17643207944	408.36226064546
MD190	371.931511861709	36.076783303466	383.926115978151	278.350811311654	17.9722497917139	27.2824090044091	101.827438512112	33.5594096924495	164.699318833285	29.0804634111315
MD191	77.1926345995228	36.6614138892553	112.780911474193	90.400593319687	93.7798135448678	58.9082350485681	28.9867480234033	87.9926294517673	162.418436826013	76.1602669219658
MD192	97.6237523030516	123.654251975728	145.654360919387	136.494328050588	172.891632130028	138.236935936879	212.467243590906	104.712689518799	118.308404210457	236.486435057186
MD193	245.514839614005	160.06999302308	257.276870576554	308.187788220526	301.631837122418	233.066275307648	324.731200862787	216.86798697989	285.565032609025	391.829067943905
MD194	430.151308289381	303.606167675757	511.072335444876	718.498978448268	605.675479856573	543.357022635179	619.712036134441	335.998684888813	668.612482612802	932.354961351745
MD195	80.0439095210399	71.0820484322804	81.7737741084509	69.2972314128078	72.4383147958147	78.9357203839978	99.1551283726328	83.5594524337914	66.8506893249264	80.8612991613781
MD196	353.000613500852	394.192421055719	302.795802681981	373.520799398464	371.800771441817	356.277237594723	396.170028293785	306.280425184388	351.306251074033	327.021137769796
MD197	175.294680388122	169.47451963592	193.179474394452	180.236499702082	163.728335372133	174.325909456755	203.789350124495	165.774666765114	211.855842269088	168.300806959371
MD198	819.590316642221	808.784613453821	828.67647732704	900.225772594161	852.445928850364	917.092693047185	1084.24795464917	842.059489264387	1013.68390712159	871.914047027853
MD199	195.740225508957	143.103257378023	209.083953639176	166.746172325276	163.23777925066	167.278291333687	74.8024146790859	146.413420382371	148.540772185803	181.747649871797
MD200	178.670551852236	173.337789952353	180.013102595999	168.350208626677	170.504700290289	191.672034679806	141.082280122135	173.80801144333	137.87041909891	161.862640852479
MD201	235.194391012766	204.853124210391	220.814617425125	227.844156367755	264.684112598011	297.128248915772	159.666416079413	280.957937522472	199.268851919338	238.433850184051
MD202	376.460734259394	160.431962365977	249.661694351357	222.808533465787	241.687810448212	354.649542347491	77.3205284044004	248.309403782121	174.177675659775	212.14257475602
MD203	387.178710209265	68.0369550647892	192.840147993754	213.219117295871	317.54422348451	623.627064123061	25.1196059879521	393.296730152004	268.414713088919	319.685627110351
MD204	156.235285743756	72.4599186896176	259.140409266996	207.82660213639	153.983452894359	186.570663462496	31.5304937966638	115.674719164113	187.449539130722	109.642146203183
MD205	432.063912988112	76.9329206172037	307.362577546076	334.443768674826	272.212796727498	392.765702638976	29.6177513358405	296.103177355795	479.666120470086	238.447828640019
MD206	414.007087188692	140.374353763709	353.456068075519	619.61064255524	337.058009889432	436.241628392374	53.2887501710071	323.753493501644	520.208454880721	278.183511256111
MD207	1137.74848149262	669.078323015267	618.123384405244	530.097129636094	1051.54407022049	965.321962743604	729.152394102132	1187.84931169765	551.95406467395	895.063358880852
MD208	683.539572803774	626.367502987899	672.569887563148	754.332091534901	719.308394947162	785.672528197262	866.326679378851	675.845842627513	795.027246691686	707.35285824342
MD209	217.545162953692	161.712881858403	218.475888598805	224.9374856675	196.000986424719	204.08462387869	118.423046276049	200.132658562938	171.097161259202	182.498653325764
MD210	2204.21350151407	3099.41105389618	2280.89556873582	1708.62203681665	1783.24034866172	1847.40352018012	2096.62368981991	1436.2907138878	1424.88780866712	1062.92063929771
MD211	246.620793986469	272.396502876458	235.677113244326	236.460314693078	272.867299443535	290.868831885039	313.857715518165	252.424474806778	198.831613306995	232.841748896015
MD212	160.31568874067	35.5639427157246	133.716153186883	102.317315785367	209.771771830319	117.022003106452	14.9880374515635	348.053331135116	100.203959649854	266.613386347818
MD213	140.729831908941	135.917920874422	188.967467815711	86.2757191107334	176.364875430329	103.426584604563	36.4964104550205	179.497721041157	67.371459829225	168.253354625429
MD214	332.425234754757	40.1203991800486	362.071320554161	359.788923401345	431.666389399873	225.791920645649	54.6207395806617	409.836637277942	250.907292751555	340.203377188445
MD215	146.174127406712	35.5970678976121	168.310442156017	75.8017946616105	251.810719565981	90.795899499044	39.1596772195207	229.180896605382	58.9636422224655	184.785061281119
MD216	42.2840107894945	61.9567391467499	47.7444115538942	53.0280645198699	81.1248557248767	56.199591656381	85.9264120756038	89.7519213219494	50.2168933035824	76.1570238555162
MD217	175.904798270146	160.614933958551	261.291808826387	194.495630477715	265.615642505504	238.0602024342	121.348435464659	296.238356637273	296.972664091916	480.620898145169
MD218	21.3193934701143	16.7038876101359	13.4735371844908	13.0795800802375	18.0103234542881	17.4899619154756	21.2179721109485	27.9045279676954	18.5640730683792	19.8492365458537
MD219	63.0047519881231	65.7094115409356	39.7775559601157	65.491224887474	69.4825182066916	74.7464134661375	79.2960613460512	132.272262359683	126.583469081719	100.119561576674
MD220	16.2811870424	14.1014124685739	9.63972300094382	11.1801858655613	13.6618746207508	14.8325626013222	16.8131681843582	23.2104653016784	16.8081010808085	18.5915691385663
MD221	670.500602169244	741.771226753326	681.916328102385	739.433874344706	675.326827084045	731.371111055818	897.633232706495	741.895320943274	937.198526390378	737.250223383342
MD222	562.983018596299	158.910676105437	1998.77405379338	3114.81635351938	909.255803888336	922.885741802746	149.053817242397	982.913107430306	2705.0385992309	793.103090112259
MD223	805.177605926098	914.19145234595	985.708113193258	1210.68748174135	1092.21170505365	1033.7097263756	1257.35976938574	1195.91117735123	1671.23188940362	1948.00829463989
MD224	248.923000540352	275.639861382649	379.914562926688	399.465467011845	369.814197541172	308.756932274691	404.611592140143	251.968236571171	411.770377864025	512.234478686796
MD225	836.439908295254	514.929183694196	685.629813099608	1120.37254230211	884.372215864392	763.497133257287	1343.28598591742	520.878542926279	823.024215633381	1200.9967674664
MD226	77.7486681917418	115.006938420899	105.76243414207	126.290901217288	123.608563945756	116.276226812742	199.726511366255	70.517760093912	98.8724848170863	166.669434444717
MD227	261.707954488162	285.491324071978	346.800786883417	462.896176660778	499.533292325543	419.495807767486	577.22836428907	299.991162544741	461.167380102281	678.812789409784
