mdid	size	TF	PPI	GO	KEGG	class	avgCor_Lung.Fibro-0	avgCor_Ovary.Granulosa-R-Al	avgCor_Pancreas.Fibro-PAMR1+SOX6+	avgCor_Small intestine.Fibro-COL14A1	avgCor_Small intestine.Fibro-COL6A5	avgCor_Small intestine.SM-Visceral	avgCor_Small intestine.T	avgCor_Stomach.Fibro-ADAM28	avgCor_Stomach.Fibro-FBLN1	avgCor_Stomach.Fibro-IRF1	avgExpr_Lung.Fibro-0	avgExpr_Ovary.Granulosa-R-Al	avgExpr_Pancreas.Fibro-PAMR1+SOX6+	avgExpr_Small intestine.Fibro-COL14A1	avgExpr_Small intestine.Fibro-COL6A5	avgExpr_Small intestine.SM-Visceral	avgExpr_Small intestine.T	avgExpr_Stomach.Fibro-ADAM28	avgExpr_Stomach.Fibro-FBLN1	avgExpr_Stomach.Fibro-IRF1
MD15	27	TRUE	TRUE	TRUE	FALSE	Gene expression regulation	0.114023215646336	0.0730818478797566	0.17064712691175	0.110766863822805	0.143180059969548	0.155614338425268	0.0394794380359323	0.0703997499017987	0.127859831700068	0.0271749301590844	385.340395590605	265.610198199497	399.850461035449	505.776249617178	516.111747086736	415.586338182494	571.894380646958	384.212132321944	484.758056520694	666.819610103507
MD68	27	TRUE	TRUE	TRUE	TRUE	Gene expression regulation	0.0951851593245008	0.0692191062324864	0.107568471092941	0.0505360114968097	0.0537353127455106	0.0474723562458151	0.0919180961468268	0.0584511618064352	0.0657228834197096	0.0364242782778717	367.760763540732	472.928203630326	337.846707975918	371.067431057469	376.234040972009	447.539280764851	426.917391645819	451.675884876591	465.427517624726	421.460496531452
MD113	22	TRUE	FALSE	TRUE	FALSE	Gene expression regulation	0.045008859220327	0.019678404179942	0.0465080342746086	0.0646242402519603	0.0590145844275305	0.12356986236133	0.0169213596041536	0.0235430010363201	0.0564704135432023	0.0315283941621997	117.2761571201	127.856162171599	128.721936498169	133.459239526708	137.139038533131	137.509495966777	523.07981103428	97.4171590826699	109.899409867695	168.742655627415
MD199	13	TRUE	FALSE	TRUE	FALSE	Gene expression regulation	0.037674538126379	0.0275930808495114	0.0376598080937516	0.0479998310731472	0.0279186860222235	0.029631775173124	0.0151775206489689	0.0401515786510127	0.0980562207662934	0.0434897007025314	195.740225508957	143.103257378023	209.083953639176	166.746172325276	163.23777925066	167.278291333687	74.8024146790859	146.413420382371	148.540772185803	181.747649871797
MD121	21	TRUE	FALSE	TRUE	FALSE	Gene expression regulation	0.0344396620768932	0.0175147441052907	0.0202375025142841	0.0351004325616765	0.0269787673774084	0.0216781601356593	0.181230117526301	0.0185376797765666	0.0256791911562898	0.0199168376035464	162.133533726079	109.253924536443	205.889280277007	134.588972424441	175.735681388162	141.84112547999	386.5967516719	133.899029818703	118.175645299206	151.789441341013
MD123	57	TRUE	TRUE	TRUE	TRUE	Immune	0.0729347800517634	0.0628980621760421	0.109895521985373	0.0853749648377015	0.112605863572711	0.105890842771661	0.131957807511115	0.0738467157512591	0.107106539788806	0.033701851960881	332.283611534871	170.760731368862	422.52406355608	578.096797521101	491.47338348034	445.582635866566	429.838467060293	263.334759694854	545.402477091609	809.477170196205
MD119	11	FALSE	TRUE	TRUE	TRUE	Immune	0.0242608772530895	0.0837374275672342	0.0248069064024522	0.0533879443509243	0.0749607351115286	0.110973514169375	0.110204777880249	0.0329926290937433	0.0289991708043716	0.0479581766230133	156.034378382072	414.788339726498	112.923052526424	175.457693091675	477.390391449878	242.239378763168	2098.0638882679	193.297785442561	167.66553948379	253.750515496794
MD97	31	TRUE	TRUE	TRUE	TRUE	Immune	0.0187950376739526	0.0381553009829117	0.0329180724967501	0.058718696351802	0.116108990120801	0.0470190036671458	0.0610653584757951	0.0440964604843326	0.024543168910727	0.0583740633333353	98.6996732427249	171.65141971181	112.880543807114	141.904901605536	351.898234057916	169.916834833241	828.867063734408	168.808046764726	138.521608874349	166.879706738295
MD135	46	TRUE	TRUE	TRUE	TRUE	Immune	0.0225843297857454	0.0379946684744443	0.0280916119086645	0.0353061536767427	0.0357706113443641	0.0360585924038389	0.238364517048043	0.0202615599056114	0.0214959934495802	0.0226301894409665	82.5112831067908	150.306581435435	89.7115176368388	84.8232827506517	176.054940944426	106.968292913481	793.244925245442	83.0858035803902	86.3259894881517	109.92912188884
MD136	18	TRUE	FALSE	TRUE	FALSE	Immune	0.0377018498333909	-0.00619106527056513	0.0211497188065629	0.022338689182939	0.0134797166277824	0.0131512045519303	0.279519976477657	0.00687046365400187	0.00225808331077818	0.0172132443004671	39.0688511925635	86.4626632460294	57.5843728517076	45.319910031563	52.9831811245519	46.5974611373553	264.687770509705	47.0343713537563	34.1693824609837	46.2743199442675
