Lung.Fibro-0	Ovary.Granulosa-R-Al	Pancreas.Fibro-PAMR1+SOX6+	Small intestine.Fibro-COL14A1	Small intestine.Fibro-COL6A5	Small intestine.SM-Visceral	Small intestine.T	Stomach.Fibro-ADAM28	Stomach.Fibro-FBLN1	Stomach.Fibro-IRF1
MD62	0.0878457614572372	0.0466134066566084	0.158971161899789	0.0219330495120568	0.0179115412863869	0.0322739346507154	0.066207041998615	0.0263457813230416	0.0267307185938554	0.0284191149914177
MD63	0.0354609347551148	0.0339918451618121	0.0949685330216332	0.0712646384805678	0.0746969712982103	0.106444199885296	0.0140733592334017	0.0167401937396333	0.0659442879584421	0.0535762305120501
MD64	0.0527408209624021	0.0302864268199096	0.104090386731968	0.055237365936047	0.0678434265611357	0.0853333079997611	0.018142433949891	0.0445116828026041	0.077988075229777	0.0413803475916467
MD65	0.0610552084783099	0.0395587805201077	0.114464418757682	0.0843892537349951	0.073710615653191	0.106398582941648	0.0240190912595168	0.0354674739601754	0.0872484393526489	0.0264298119472276
MD66	0.117321543152703	0.0975639969626157	0.278297829562481	0.181416682564474	0.198429676705308	0.223190255291749	0.0532330513052335	0.106167597344035	0.220002538078657	0.0614542080672825
MD67	0.0434362032508904	0.0343594111676351	0.0905823801728076	0.0326953096225096	0.012567928309082	0.0146021420389611	0.0477633255638025	0.0204957356325676	0.029229481903971	0.0197337790932572
MD68	0.0951851593245008	0.0692191062324864	0.107568471092941	0.0505360114968097	0.0537353127455106	0.0474723562458151	0.0919180961468268	0.0584511618064352	0.0657228834197096	0.0364242782778717
MD69	0.101802672617063	0.0900666125061937	0.102134552628739	0.0616454813021542	0.0571557011852285	0.0590649106852161	0.129590662454774	0.0525079799373256	0.0994016032777344	0.056499884037973
MD70	0.14109336464067	0.16555682022985	0.163879059967671	0.0870931750841832	0.0891670173800036	0.0868371075846554	0.163359511483153	0.0757916030090887	0.133384051541457	0.0670117650440211
MD71	0.241938971964146	0.379858722943306	0.302871878661319	0.192298653904356	0.194371512622211	0.210336994930181	0.424736891683178	0.147838797896253	0.240526413761159	0.119944851621287
MD72	0.160396063527633	0.228082559937324	0.175108794693549	0.130561961206989	0.120793715061487	0.126269053761436	0.165091920257844	0.0941690468724785	0.122521638508869	0.106870953094624
MD73	0.0464564016532839	0.0235202845457333	0.170818383235619	0.0358738081395766	0.0526694822080067	0.0403189005260731	0.00480617833905067	0.0282987854832156	0.0217122711809514	0.0436378017710656
MD74	0.121270724259513	0.203150370935272	0.115479187516536	0.132338082711299	0.108647781017256	0.115932566828086	0.152944312668195	0.0747187026367809	0.100121653790018	0.0806570326804157
MD75	0.130881812236299	0.173613723990584	0.140165179624254	0.0931598500522247	0.0873688761794735	0.0943880809924072	0.204280621255288	0.0740453425321301	0.135233409596596	0.0661117139317481
MD76	0.325811472310901	0.535637584690312	0.409247661436312	0.311032058424598	0.319786248733863	0.328056953146595	0.574335565944434	0.246425685565822	0.331212419772043	0.188136423982269
MD77	0.0782082454533983	0.0817043986877132	0.0914037132847576	0.124872603518224	0.0959834725651597	0.103577199896586	0.0774031606216363	0.0990558926344606	0.121230075032377	0.106995357168573
MD78	0.0745951221949524	0.0396244417140478	0.0411267264176143	0.0974450637639421	0.0501027934629227	0.0344852942978268	0.0474335072603295	0.049478487622366	0.0699588424656074	0.0642763428943119
MD79	0.0515140630862948	0.024900277510293	0.020616699622553	0.104746556394261	0.0260001281356406	0.0388096956129261	0.0242454785381425	0.039839332169368	0.032026985034598	0.0366766312065931
MD80	0.0614125660414657	0.0219083668120744	0.0217945840738132	0.190589912213275	0.0311557640676596	0.0473932706286933	0.00996174497959284	0.0229949650499642	0.0651069983443519	0.0412321691132528
MD81	0.0308813956816741	0.0284093248759894	0.0310705753920723	0.0899385498634407	0.0281251306398308	0.0289236897705978	0.000280359514301182	0.0440170968401016	0.0347553562292767	0.0334249671524294
MD82	0.0355195278082057	0.0162673361824343	0.0392374259867735	0.140574831183577	0.046657636858446	0.0479395146605592	0.0253023242984534	0.0437531713003152	0.0593735079548542	0.0433128360768672
MD83	0.0526411396406639	0.030995859283832	0.111956210260507	0.116480895259574	0.0878969518167527	0.124019510228537	0.0333776355733591	0.0377477992575337	0.0849706223070044	0.0577170523479277
MD84	0.125410012014119	0.102188684446312	0.228423392611117	0.20555985809973	0.199462823630229	0.250501089196776	0.0509298487370523	0.106598984411203	0.204971204422447	0.0597316634221723
MD85	0.0338898631646958	0.0107196403261329	0.0238398992737221	0.182375350042511	0.0109792517361274	0.031403712106514	0.0212107297525528	0.0110728434227823	0.0338173660224114	0.0154510493831706
MD86	0.0656437092957299	0.0228080931507245	0.0839696852445173	0.128190828632031	0.0335564436262867	0.0552955026939921	0.0334733353060649	0.0378348198097785	0.106461247047775	0.0380327645073102
MD87	0.0556491443044987	0.0160022625841604	0.0304823626663143	0.0932610548088246	0.0418455131101688	0.0470942567601659	0.0506799221128023	0.0469594117897375	0.0510285823982119	0.0390853858807555
MD88	0.403495190743837	0.510042301472919	0.335142508823079	0.316635839341271	0.300933165060556	0.321626646821398	0.359342985571584	0.244492506780511	0.270434163500073	0.244430409272937
MD89	0.126099713225306	0.0381791333081577	0.168194505409801	0.129126335400647	0.157577703816719	0.0908240635994267	0.0490739568691092	0.0817293179780934	0.0861095143316509	0.0757263339138034
MD90	0.0953989274525422	0.0765877860858357	0.0914620852843948	0.0997784763590548	0.119846973388303	0.0935725234755815	0.146232852345588	0.101491322876585	0.103021988696214	0.0910215622313114
MD91	0.0220080527316822	0.00917996464074564	0.0179114168550894	0.0117771322548096	0.175834320749607	0.0429491576545843	0.0181302652498753	0.0458089807022597	0.0153198724752294	0.0564684811889592
MD92	0.250698230925065	0.39203599307239	0.309179470247159	0.208892332780623	0.218386542194764	0.225079645897244	0.439334288565286	0.162591255634044	0.249915475690716	0.133519965581812
MD93	0.21944262331832	0.254708352544455	0.207699130069239	0.167205536751457	0.177379547201142	0.159889032716699	0.227211704086524	0.127469160811719	0.216794802558373	0.12645257830442
MD94	0.158298632392065	0.131989506891897	0.150645295952978	0.103407033428198	0.115095291899348	0.0997449829257255	0.168974966658352	0.0827923000787947	0.176639602232499	0.103249102112339
MD95	0.0472733837244542	0.0125235883288154	0.0242396262738628	0.0340815114192287	0.150759879699836	0.0388844311011016	0.0304051946242294	0.0600265371021944	0.0293149225999379	0.0838426097575237
MD96	0.0119422140738108	0.0284477268588901	0.0265119512458925	0.0357787731468511	0.0883257504262668	0.0152636557835992	0.0536875573851597	0.0412006930135325	0.0360393283006147	0.0572581409669369
MD97	0.0187950376739526	0.0381553009829117	0.0329180724967501	0.058718696351802	0.116108990120801	0.0470190036671458	0.0610653584757951	0.0440964604843326	0.024543168910727	0.0583740633333353
MD98	0.116749191885295	0.0873200904759048	0.220191739641091	0.181306785436359	0.225878802223269	0.237270363635946	0.0493927380525785	0.0966882380604351	0.186857201249662	0.0640646575764178
MD99	0.0801229671831725	0.0636957537842765	0.193075558119127	0.142574793305477	0.176076668102355	0.166663456650304	0.0710090538652663	0.0827655143716355	0.161820755480907	0.0643863000446557
MD100	0.0350776436601579	0.016765362644597	0.0229769313384347	0.0478673602274244	0.0897022213139002	0.0299020026077402	0.0511708610568271	0.0374105571991345	0.0535453267580653	0.0427220877840595
MD101	0.414458999245973	0.520574722309713	0.341210444965208	0.3172272914372	0.294427216581684	0.341476693410997	0.353362147923238	0.240493152222176	0.269859443902849	0.240093662059592
MD102	0.0532553224897782	0.0471297906113075	0.0491781256109717	0.0441262459419348	0.0401772739112291	0.101218173533206	0.0529113409934745	0.0441908609420379	0.0515175318494536	0.0449749273414659
MD103	0.107971654577685	0.105251654044124	0.0988458293829162	0.0736503618866581	0.0797383589028	0.0916271421319256	0.130481738467852	0.0593488641902442	0.0948839490280592	0.0585844058237105
MD104	0.120699360901025	0.136621003234576	0.122129522394957	0.0774529905920638	0.0682853284328403	0.0932599201515443	0.193692242150257	0.0479995411561709	0.10330979280701	0.0559503622428167
MD105	0.194166624173364	0.240128710188074	0.203837221065405	0.132005554348253	0.128293056499785	0.169356322234798	0.279324130292399	0.126707306999499	0.200124801987791	0.124027888544932
MD106	0.306894570600449	0.480508245420493	0.377282683080489	0.262592256450843	0.273809197877737	0.295569856931313	0.530167377739881	0.212326683288257	0.310480942883572	0.171164241605564
MD107	0.115903635477455	0.0272494070463466	0.0940651109904922	0.0889690031671946	0.0461936106279558	0.270328913187889	0.0405960837288368	0.0375463999505044	0.122689175283483	0.0609112670669985
MD108	0.124964737370653	0.090146263042437	0.113689011298577	0.100405488101919	0.111570045630243	0.132894792360677	0.141658772522326	0.110778928545123	0.113074652280962	0.0928480039963242
MD109	0.0224668399151849	0.008849581765312	0.0120073586336368	0.0300730831918295	0.0335961227515088	0.217947634133878	0.0207499440209318	0.0261153224249828	0.0347488421921618	0.0290866072096965
MD110	0.0166791778926278	0.0072450843994176	0.0582751771806927	0.0365772828404632	0.039040431344151	0.186321143095752	0.0195020047597835	0.0352234765314963	0.0372200812541656	0.043917547578204
MD111	0.0290028109986894	0.0170613655975214	0.0302193574068524	0.0321913884894163	0.0508403171238564	0.100962932694108	0.0289942253420886	0.0285933475829506	0.0435060482199877	0.0433245663284009
MD112	0.0554962153309983	0.0298652839435413	0.0663069395819357	0.0643923665579428	0.0710772210723861	0.108401930326311	0.0193564925768645	0.0356016793964032	0.0601477885997932	0.0362741106273044
MD113	0.045008859220327	0.019678404179942	0.0465080342746086	0.0646242402519603	0.0590145844275305	0.12356986236133	0.0169213596041536	0.0235430010363201	0.0564704135432023	0.0315283941621997
MD114	0.116676093314392	0.0859980640435916	0.220150905737303	0.180952818671188	0.197557586330209	0.249934163772948	0.0451923683473706	0.0936882408063743	0.189028112820914	0.0584270704432406
MD115	0.0431217926439328	0.0230055305826067	0.0167875542729097	0.0421041889843465	0.0370373871096282	0.142566938985775	0.0274859384206506	0.0172036030524749	0.0368254881080394	0.0163983211913167
MD116	0.0375269058290121	0.0114214757559992	0.00835101389854276	0.0289774425366413	0.0304868562114726	0.118401337974992	0.01289156765799	0.0192335595458875	0.0482930734003928	0.0270398780260075
MD117	0.027136394683801	0.00939026337804158	0.0213727411720196	0.0458895861150137	0.0415737393293498	0.221001242738729	0.0127568818904797	0.0303574562984461	0.0642112296662747	0.0269037909093596
MD118	0.0274293907127263	0.00666944931637369	0.0109160516659739	0.0228585929741926	0.0148275763199941	0.130699510289035	0.00890107155359877	0.0136461954890446	0.0237991190304458	0.0191944652718728
MD119	0.0242608772530895	0.0837374275672342	0.0248069064024522	0.0533879443509243	0.0749607351115286	0.110973514169375	0.110204777880249	0.0329926290937433	0.0289991708043716	0.0479581766230133
MD120	0.0459193812845873	0.0188806885472246	0.0285165308724217	0.030138995990744	0.0412343963205017	0.0302947799878534	0.126603578484323	0.0203930033114188	0.0304810721547626	0.0210174103250756
MD121	0.0344396620768932	0.0175147441052907	0.0202375025142841	0.0351004325616765	0.0269787673774084	0.0216781601356593	0.181230117526301	0.0185376797765666	0.0256791911562898	0.0199168376035464
MD122	0.06623186344374	0.0687061842689705	0.0834074462099733	0.112108609987048	0.109561685804959	0.145842665203872	0.270685268899107	0.0456188234760496	0.0901291386882109	0.0604982699983329
MD123	0.0729347800517634	0.0628980621760421	0.109895521985373	0.0853749648377015	0.112605863572711	0.105890842771661	0.131957807511115	0.0738467157512591	0.107106539788806	0.033701851960881
MD124	0.0198699953415226	0.0107010257788111	0.0214045473747572	0.0209058192061645	0.0137777971207918	0.0167520775011062	0.115697235117597	0.0106566516835358	0.0131251744120148	0.00721958271198806
MD125	0.0196857594846281	0.0111546557150025	0.0192228986775245	0.0164658673952526	0.00943408089456608	0.015424436749923	0.0937293906596234	0.0132308653595981	0.0183120510634637	0.0135884102072937
MD126	0.0395072763487581	0.0159905637616358	0.0117925417631575	0.0202427649557042	0.0154735425648121	0.0186801797599632	0.189400740577705	0.0154454658703343	0.0214808398090105	0.011167266878402
MD127	0.0233985342506153	0.0198708961541497	0.0131408934607221	0.0211032794096763	0.0220872424705497	0.0164775489528553	0.0911420777475783	0.0195363140763592	0.0360570112917628	0.0255966181424671
MD128	0.0476902172069029	0.0316779808489427	0.0298026257348806	0.0299316261656447	0.0408830988035836	0.0457813274068931	0.0911814305013251	0.038363917335044	0.0287714720289969	0.040317772975324
MD129	0.0845482511164403	0.0992526113217772	0.152099684868972	0.102007988792111	0.0728680491400325	0.0947542840080803	0.122065154825375	0.0721784396555295	0.102229029248997	0.075604417534777
MD130	0.0412683877577673	0.0166609154541515	0.029583131049513	0.0141567075497037	0.0564055782408187	0.0451466556045431	0.101893910758381	0.0331207714556286	0.0401909005801966	0.0241817924775407
MD131	0.0487540130573514	0.0265056416120592	0.0262227199265015	0.0377939197456508	0.0432456926490934	0.0451269036429885	0.100779715569754	0.0354972505323163	0.046608853849246	0.0383417998492036
MD132	0.0443016802502817	0.0395695524330157	0.0227627731999462	0.0303480826031384	0.039092417607641	0.0454190328220001	0.0971743659406816	0.0395664897250509	0.0446386251358704	0.0387225443755915
MD133	0.0513894409669982	0.069190883225155	0.0368345527581946	0.0699991570664864	0.0729007790311921	0.0718908744143094	0.123387065042766	0.0473517311980342	0.0552030871873094	0.0572386732787798
MD134	0.0553745090355272	0.0162874252418719	0.0545861420408197	0.0915820539715495	0.0506994031800053	0.0544390419557511	0.150060347686619	0.0376752182492156	0.0455069854775299	0.0202159882642386
MD135	0.0225843297857454	0.0379946684744443	0.0280916119086645	0.0353061536767427	0.0357706113443641	0.0360585924038389	0.238364517048043	0.0202615599056114	0.0214959934495802	0.0226301894409665
MD136	0.0377018498333909	-0.00619106527056513	0.0211497188065629	0.022338689182939	0.0134797166277824	0.0131512045519303	0.279519976477657	0.00687046365400187	0.00225808331077818	0.0172132443004671
MD137	0.0477903030053423	0.0228388724357281	0.0423563000086534	0.0279776331427693	0.0345566340100919	0.0293453859248817	0.0922577701817079	0.0261329946052995	0.0331514832035273	0.0206367052454038
MD138	0.0467933633231915	0.0374162924486415	0.0378331252787293	0.0277493297090606	0.0238176104609828	0.0281652000497782	0.105827562165896	0.0311194235487869	0.039769010587481	0.0233905674712802
MD139	0.0803339668605969	0.104247574435368	0.0788967373558084	0.0558688604030938	0.0632589405376484	0.0671362769228775	0.155503114647229	0.0495307005516134	0.0761708553656892	0.0487930054177725
MD140	0.17812114985569	0.249562996386837	0.202582565027344	0.128194467738327	0.130798508966362	0.146298656223317	0.350556733242982	0.107771878468891	0.170930907467019	0.085488494608665
MD141	0.0530331518589642	0.0563011008460475	0.06691861552783	0.0393813272563755	0.0410676950002503	0.052063765494196	0.10824167095144	0.0493458566179995	0.0769860086777682	0.050385947773464
MD142	0.176828323789741	0.0663131926363916	0.208911229912683	0.213184896937431	0.215697391316413	0.238445077542887	0.274173470632402	0.0942538788348737	0.169216513878019	0.123613685802194
MD143	0.0268202156396132	0.0162946501793453	0.041082930488657	0.0139476519777849	0.0142438599377595	0.0220223230533697	0.0951430569031372	0.0162727857641993	0.0124129209710633	0.00630250106050061
MD144	0.0297520912270398	0.00890242316389495	0.0293279799228321	0.0208420915592248	0.0317693579720453	0.0257316252362623	0.0963280074400077	0.0156248343710356	0.022147238917585	0.0184903800138507
MD145	0.0257563081573303	0.0113653194102952	0.0194685002961312	0.0150962836353881	0.0164751134559207	0.0117833737939966	0.100304738807362	0.0159545032225714	0.0138059060277049	0.0105063809277737
MD146	0.0194478293415234	0.0145294374146336	0.011550217498592	0.0144355550537779	0.0138135093221917	0.0130140203413732	0.250784279599862	0.0124431653311744	0.0135227690956999	0.0115243889614
MD147	0.083649629296316	0.0534899038591285	0.0702325484389661	0.0486523778071147	0.0445916749133302	0.0486952842015528	0.151471501666229	0.0361294051312585	0.0543580663859097	0.0301244215127517
MD148	0.0295961902716515	0.0106705505655676	0.020157737253437	0.0211363421986661	0.00625814732043633	0.0158674493458219	0.1020856785576	0.0257227998975002	0.0253753032311994	0.0141887705835528
