prob	cor_quantile
0	-0.526351952632356
0.01	-0.211439295746987
0.02	-0.187490526403794
0.03	-0.172223957996179
0.04	-0.160711111467267
0.05	-0.151446223373076
0.06	-0.143429296613196
0.07	-0.136277991457912
0.08	-0.129922637075795
0.09	-0.124142538444612
0.1	-0.118769179400629
0.11	-0.11366254204073
0.12	-0.108719240923871
0.13	-0.10384847238734
0.14	-0.0992467435137241
0.15	-0.0948826038942274
0.16	-0.090708883821533
0.17	-0.0867145227332023
0.18	-0.0828727582206941
0.19	-0.079169262187247
0.2	-0.0755936113886917
0.21	-0.0721204922230404
0.22	-0.0687448326947772
0.23	-0.0654665939999946
0.24	-0.062270716847613
0.25	-0.0591272423898606
0.26	-0.0560733112585531
0.27	-0.0530518620690922
0.28	-0.0500936765167843
0.29	-0.0472044852376041
0.3	-0.0443275270811678
0.31	-0.0415006781777838
0.32	-0.0387145898673496
0.33	-0.0359732606697834
0.34	-0.0332165004462662
0.35	-0.0305136255821941
0.36	-0.0278476840705411
0.37	-0.0251579437135069
0.38	-0.0225092249019831
0.39	-0.0198970617348823
0.4	-0.0172509802702054
0.41	-0.0146350295435465
0.42	-0.0120509639419846
0.43	-0.00945563472711687
0.44	-0.00685069136619665
0.45	-0.00425613940111957
0.46	-0.00166340081687899
0.47	0.000926767472380992
0.48	0.0035172518635349
0.49	0.00610771385995075
0.5	0.00869735904110416
0.51	0.0112969070271239
0.52	0.013898149168315
0.53	0.0165068237480155
0.54	0.0191150477070723
0.55	0.0217346904894698
0.56	0.0243617883955591
0.57	0.0269994572042421
0.58	0.0296439144876153
0.59	0.0323092485509561
0.6	0.0349811184237463
0.61	0.0376740560859575
0.62	0.0403866428596337
0.63	0.0431210554272855
0.64	0.0458840217969085
0.65	0.0486723603616072
0.66	0.0514923338687141
0.67	0.0543456856423795
0.68	0.0572375607856627
0.69	0.0601688965507958
0.7	0.063137518617304
0.71	0.0661568021700637
0.72	0.069217720595294
0.73	0.0723461773557514
0.74	0.0755334417789084
0.75	0.0787880962351532
0.76	0.0820998949647225
0.77	0.0855019772893352
0.78	0.0889986123603672
0.79	0.0925817488899926
0.8	0.0962639210039133
0.81	0.100071961634827
0.82	0.104019061156709
0.83	0.108102007469383
0.84	0.112352846671133
0.85	0.116787938734493
0.86	0.121431211950067
0.87	0.126317684816821
0.88	0.131470577809851
0.89	0.136930435445408
0.9	0.142779207094445
0.91	0.149054272986465
0.92	0.155869128464605
0.93	0.163386934652479
0.94	0.17175623788339
0.95	0.181301017996341
0.96	0.192576548112579
0.97	0.206436735277112
0.98	0.22495659789785
0.99	0.254301640528729
1	0.829511036134329
