prob	cor_quantile
0	-0.381378597847003
0.01	-0.0650308934232881
0.02	-0.0556197496013428
0.03	-0.0498247057889674
0.04	-0.0455281620613951
0.05	-0.0420598264713216
0.06	-0.0391267789981529
0.07	-0.0365655042101144
0.08	-0.0342743987258748
0.09	-0.0321997164956474
0.1	-0.0302942510672706
0.11	-0.0285264501703642
0.12	-0.0268723883606935
0.13	-0.0253119217002729
0.14	-0.0238353999255167
0.15	-0.0224313546989203
0.16	-0.0210847103821324
0.17	-0.0197960403679413
0.18	-0.0185570188602215
0.19	-0.0173596375251501
0.2	-0.0162003102604967
0.21	-0.015076502882297
0.22	-0.0139827680092269
0.23	-0.0129161085411458
0.24	-0.011877117777947
0.25	-0.0108625424844924
0.26	-0.00987039470062615
0.27	-0.00889383004886426
0.28	-0.00793702037158778
0.29	-0.00699609560382989
0.3	-0.0060697339884187
0.31	-0.005160071653997
0.32	-0.00426117057429685
0.33	-0.00337171456303239
0.34	-0.00249649816987652
0.35	-0.00162878634466146
0.36	-0.000770709062077169
0.37	8.05539321165174e-05
0.38	0.000924426716057946
0.39	0.00175988536117155
0.4	0.00259193851835109
0.41	0.00341713233601607
0.42	0.00423712378014248
0.43	0.0050525951743615
0.44	0.00586497517647314
0.45	0.00667507332125435
0.46	0.00748209578460794
0.47	0.00828553945256697
0.48	0.00909011491953958
0.49	0.00989285650145895
0.5	0.010694327648644
0.51	0.0114964558333131
0.52	0.0123000617611485
0.53	0.0131034655749343
0.54	0.0139126625944463
0.55	0.0147217795158883
0.56	0.015535375220052
0.57	0.0163504194571744
0.58	0.0171697254120989
0.59	0.0179920176025996
0.6	0.0188212423675014
0.61	0.01965657667995
0.62	0.0204982332235465
0.63	0.0213450470069974
0.64	0.0221994883905351
0.65	0.0230626090035842
0.66	0.0239355576448505
0.67	0.0248191063252799
0.68	0.0257137331929033
0.69	0.0266218367850634
0.7	0.0275419427324433
0.71	0.028477576986889
0.72	0.0294307347485962
0.73	0.0303963107385239
0.74	0.0313823556735645
0.75	0.0323882416672071
0.76	0.0334151832122021
0.77	0.0344699360321203
0.78	0.0355528457776785
0.79	0.0366616763774038
0.8	0.0378025996975286
0.81	0.0389818646076725
0.82	0.0401985818746119
0.83	0.0414612702678078
0.84	0.0427765276483607
0.85	0.0441427366224343
0.86	0.0455781580928142
0.87	0.0470858889948464
0.88	0.0486713737782706
0.89	0.0503603212816386
0.9	0.0521708591359701
0.91	0.0541194542760893
0.92	0.0562471051776281
0.93	0.0585951295226203
0.94	0.061223040346378
0.95	0.0642355546205318
0.96	0.0677931537239261
0.97	0.0721965848908125
0.98	0.0781317580528457
0.99	0.087753282843016
1	0.805512450397206
