p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Peak-35487-5	1.6849229018677e-14	0.329923387346371	0.87	0.265	5.6211386898369e-09	Erythrocyte-Prol	Peak-35487-5
Peak-73710-1	1.73568403283858e-14	0.15468737636684	0.609	0.089	5.7904849293141e-09	Erythrocyte-Prol	Peak-73710-1
Peak-67391-1	1.73706461079008e-14	0.264119865276223	0.826	0.197	5.7950907306412e-09	Erythrocyte-Prol	Peak-67391-1
Peak-37708-5	1.90561244952011e-14	0.193634327092848	0.739	0.151	6.35738991734203e-09	Erythrocyte-Prol	Peak-37708-5
Peak-32593-2	1.91453067257611e-14	0.322599103246473	0.87	0.234	6.38714235800805e-09	Erythrocyte-Prol	Peak-32593-2
Peak-45108-1	1.9629814524237e-14	0.308682527568058	0.913	0.28	6.5487809426888e-09	Erythrocyte-Prol	Peak-45108-1
Peak-13191-4	2.13851375515412e-14	0.336365921061145	0.957	0.345	7.13438127911987e-09	Erythrocyte-Prol	Peak-13191-4
Peak-106146-1	2.24656619532317e-14	0.131071236616129	0.652	0.098	7.49485934686543e-09	Erythrocyte-Prol	Peak-106146-1
Peak-94987-1	2.34947853755081e-14	0.185186169322167	0.652	0.108	7.83818932826478e-09	Erythrocyte-Prol	Peak-94987-1
Peak-69813-1	2.43870925955952e-14	0.292751202615935	0.783	0.185	8.13587550918690e-09	Erythrocyte-Prol	Peak-69813-1
Peak-67276-1	2.50231321914208e-14	0.136256165750836	0.565	0.077	8.34806722290867e-09	Erythrocyte-Prol	Peak-67276-1
Peak-491-1	2.79707153017776e-14	0.310146271127977	0.957	0.311	9.33142221468722e-09	Erythrocyte-Prol	Peak-491-1
Peak-50797-1	2.87612119105729e-14	0.276515266809688	0.87	0.231	9.59514295033386e-09	Erythrocyte-Prol	Peak-50797-1
Peak-52113-1	3.11802654345448e-14	0.214491056653837	0.696	0.138	1.04021730726802e-08	Erythrocyte-Prol	Peak-52113-1
Peak-55563-1	3.27321176059387e-14	0.17271184147934	0.739	0.148	1.09198926829876e-08	Erythrocyte-Prol	Peak-55563-1
Peak-246-19	3.32509272048307e-14	0.295456738969408	0.957	0.314	1.10929748285124e-08	Erythrocyte-Prol	Peak-246-19
